rank	openalex_id	year	doi	title	venue	type
1	W2094382938	1975	https://doi.org/10.1145/390016.808445	SELECT—a formal system for testing and debugging programs by symbolic execution	ACM SIGPLAN Notices	article
2	W2611698539	1975	https://doi.org/10.1145/800027.808445	SELECT---a formal system for testing and debugging programs by symbolic execution		conference-paper
3	W2101512909	1976	https://doi.org/10.1145/360248.360252	Symbolic execution and program testing	Communications of the ACM	article
4	W1983587324	1985	https://doi.org/10.1145/4472.4478	MULTILISP: a language for concurrent symbolic computation	ACM Transactions on Programming Languages and Systems	article
5	W2144344516	1987	https://doi.org/10.1145/24039.24041	The program dependence graph and its use in optimization	ACM Transactions on Programming Languages and Systems	article
6	W2081938726	1992	https://doi.org/10.1016/0167-6423(92)90005-v	The Esterel synchronous programming language: design, semantics, implementation	Science of Computer Programming	article
7	W1982243747	1996	https://doi.org/10.1016/s0743-1066(96)00068-4	The execution algorithm of mercury, an efficient purely declarative logic programming language	The Journal of Logic Programming	article
8	W2150189917	2009	https://doi.org/10.1145/1592434.1592436	Formal methods	ACM Computing Surveys	article
9	W2294434616	2016	https://doi.org/10.1145/2884781.2884843	Guiding dynamic symbolic execution toward unverified program executions		conference-paper
10	W2015509025	1993	https://doi.org/10.1007/bf01088696	Predicting program execution times by analyzing static and dynamic program paths	Real-Time Systems	article
11	W2832131618	2018	https://doi.org/10.1145/3230543.3230548	Debugging P4 programs with vera		conference-paper
12	W4249212548	1966	https://doi.org/10.1145/365230.365252	Programming semantics for multiprogrammed computations	Communications of the ACM	article
13	W3109961245	2020	https://doi.org/10.1145/3428218	Projection-based runtime assertions for testing and debugging Quantum programs	Proceedings of the ACM on Programming Languages	article
14	W2124621264	2009	https://doi.org/10.1145/1459352.1459354	Using formal specifications to support testing	ACM Computing Surveys	article
15	W2041713059	2014	https://doi.org/10.1109/tse.2014.2372785	The Oracle Problem in Software Testing: A Survey	IEEE Transactions on Software Engineering	article
16	W1484700963	2006	https://doi.org/10.1007/11754008_1	Symbolic Execution Techniques for Test Purpose Definition	Lecture notes in computer science	conference-paper
17	W1992639336	1988	https://doi.org/10.1145/62959.62964	The category-partition method for specifying and generating functional tests	Communications of the ACM	article
18	W2051768896	1980	https://doi.org/10.1145/356810.356816	The Hearsay-II Speech-Understanding System: Integrating Knowledge to Resolve Uncertainty	ACM Computing Surveys	article
19	W1985039455	2001	https://doi.org/10.1145/504083.504085	Parallel execution of prolog programs	ACM Transactions on Programming Languages and Systems	article
20	W2811472820	2019	https://doi.org/10.1145/3342355	Formal Specification and Verification of Autonomous Robotic Systems	ACM Computing Surveys	article
21	W2015077407	2002	https://doi.org/10.1017/s0956796801004208	DrScheme: a programming environment for Scheme	Journal of Functional Programming	article
22	W2119296494	2011	https://doi.org/10.1002/stvr.456	A taxonomy of model‐based testing approaches	Software Testing Verification and Reliability	article
23	W2039179345	1985	https://doi.org/10.1145/6041.6074	Distributed operating systems	ACM Computing Surveys	article
24	W2147357263	2003	https://doi.org/10.1613/jair.1141	SHOP2: An HTN Planning System	Journal of Artificial Intelligence Research	article
25	W2337392435	2016	https://doi.org/10.1145/2909480	Debugging distributed systems	Communications of the ACM	article
