rank	source_id	year	doi	title	venue	type
1	10.1016/j.ifacol.2017.08.1240	2017	10.1016/j.ifacol.2017.08.1240	Marking Estimation in Labelled Petri nets by the Representative Marking Graph	IFAC-PapersOnLine	journal-article
2	10.1109/icsmc.2002.1167945	None	10.1109/icsmc.2002.1167945	Improving the calculus of the marking graph of petri net with BDD like structure	IEEE International Conference on Systems, Man and Cybernetics	proceedings-article
3	10.5772/7517	2010	10.5772/7517	Transfer-Resource Graph and Petri-net for System-on-Chip Verification	Petri Nets Applications	book-chapter
4	10.3724/sp.j.1087.2009.00529	2009	10.3724/sp.j.1087.2009.00529	Consistent varying-weight fuzzy Petri net attack model based on both-branch fuzzy set	Journal of Computer Applications	journal-article
5	10.2139/ssrn.5009694	2024	10.2139/ssrn.5009694	Petri Net Identification of Automated Discrete Event Systems by Variation Character of Observable Marking Vectors		posted-content
6	10.1109/acc.2003.1238961	None	10.1109/acc.2003.1238961	Marking estimation of Petri nets based on partial observation	Proceedings of the 2003 American Control Conference, 2003.	proceedings-article
7	10.12988/jite.2016.6831	2016	10.12988/jite.2016.6831	Modeling of adaptive traffic lights using basic Petri net marking	Journal of Innovative Technology and Education	journal-article
8	10.1007/978-3-540-27755-2_14	2004	10.1007/978-3-540-27755-2_14	Graph Grammars and Petri Net Transformations	Lecture Notes in Computer Science	book-chapter
9	10.1109/melcon.2012.6196467	2012	10.1109/melcon.2012.6196467	An hybrid bond graph approach using Petri Net	2012 16th IEEE Mediterranean Electrotechnical Conference	proceedings-article
10	10.1109/cdc.1997.652507	None	10.1109/cdc.1997.652507	Petri net state estimators based on event observation	Proceedings of the 36th IEEE Conference on Decision and Control	proceedings-article
11	10.1016/0026-2714(85)90089-7	1985	10.1016/0026-2714(85)90089-7	A Petri net approach to enumerating all circuits of a graph	Microelectronics Reliability	journal-article
12	10.1109/eurosim.2013.72	2013	10.1109/eurosim.2013.72	Extended Reachability Graph of Petri Net for Cost Estimation	2013 8th EUROSIM Congress on Modelling and Simulation	proceedings-article
13	10.14236/ewic/vecos2008.1	2008	10.14236/ewic/vecos2008.1	Aggregation of Transitions in Marking Graph Generation Based on Maximality Semantics for Petri Nets	Electronic Workshops in Computing	proceedings-article
