rank	openalex_id	year	doi	title	venue	type
1	W2144344516	1987	https://doi.org/10.1145/24039.24041	The program dependence graph and its use in optimization	ACM Transactions on Programming Languages and Systems	article
2	W2109149785	1993	https://doi.org/10.1007/bf01277522	Dataflow query execution in a parallel main-memory environment	Distributed and Parallel Databases	article
3	W1983587324	1985	https://doi.org/10.1145/4472.4478	MULTILISP: a language for concurrent symbolic computation	ACM Transactions on Programming Languages and Systems	article
4	W3090369187	2021	https://doi.org/10.1145/3477141	Computing Graph Neural Networks: A Survey from Algorithms to Accelerators	ACM Computing Surveys	article
5	W1842210354	2012	https://doi.org/10.1007/978-3-642-28872-2_19	Integration Testing of Software Product Lines Using Compositional Symbolic Execution	Lecture notes in computer science	conference-paper
6	W2105454777	1988	https://doi.org/10.1145/633625.52416	Toward a dataflow/von Neumann hybrid architecture	ACM SIGARCH Computer Architecture News	article
7	W2065109357	1989	https://doi.org/10.1145/74925.74955	Can dataflow subsume von Neumann computing?		conference-paper
8	W2119704350	1991		Implementation of a General-Purpose Dataflow Multiprocessor	DSpace@MIT (Massachusetts Institute of Technology)	dissertation
9	W4244831445	2005	https://doi.org/10.1016/j.scico.2005.02.009	Weighted pushdown systems and their application to interprocedural dataflow analysis	Science of Computer Programming	article
10	W2072794470	1986		Actors: A Model of Concurrent Computation in Distributed Systems	DSpace@MIT (Massachusetts Institute of Technology)	other
11	W1591875060	1993		Scheduling Dynamic Dataflow Graphs with Bounded Memory		article
12	W2104150063	2010	https://doi.org/10.1145/1880050.1880052	Synchronous dataflow scenarios	ACM Transactions on Embedded Computing Systems	article
13	W2070473039	2012	https://doi.org/10.1109/seaa.2012.20	Max-Plus Algebraic Throughput Analysis of Synchronous Dataflow Graphs		conference-paper
14	W1969947998	1989	https://doi.org/10.1145/73141.74845	Determining average program execution times and their variance		conference-paper
15	W2613088476	2017	https://doi.org/10.1145/3035918.3035942	Parallelizing Sequential Graph Computations		conference-paper
16	W1982243747	1996	https://doi.org/10.1016/s0743-1066(96)00068-4	The execution algorithm of mercury, an efficient purely declarative logic programming language	The Journal of Logic Programming	article
17	W2147248565	2000	https://doi.org/10.1145/325694.325697	Efficient algorithms for pre* and post* on interprocedural parallel flow graphs		conference-paper
18	W2016124423	2012	https://doi.org/10.1109/iccd.2012.6378644	Parametric throughput analysis of scenario-aware dataflow graphs		conference-paper
19	W2342916865	2016	https://doi.org/10.1109/rtas.2016.7461360	Symbolic Buffer Sizing for Throughput-Optimal Scheduling of Dataflow Graphs		conference-paper
20	W2570429727	2017	https://doi.org/10.1145/3007898	Symbolic Analyses of Dataflow Graphs	ACM Transactions on Design Automation of Electronic Systems	article
21	W4377099260	2023	https://doi.org/10.1145/3597428	The Evolution of Distributed Systems for Graph Neural Networks and Their Origin in Graph Processing and Deep Learning: A Survey	ACM Computing Surveys	article
22	W2052231622	2013	https://doi.org/10.1016/j.procs.2013.05.330	Extended Cyclostatic Dataflow Program Compilation and Execution for an Integrated Manycore Processor	Procedia Computer Science	conference-paper
23	W2925685215	2019	https://doi.org/10.1109/sp.2019.00022	CaSym: Cache Aware Symbolic Execution for Side Channel Detection and Mitigation		conference-paper
24	W1985039455	2001	https://doi.org/10.1145/504083.504085	Parallel execution of prolog programs	ACM Transactions on Programming Languages and Systems	article
25	W4391558363	2024	https://doi.org/10.1145/3597503.3623345	Dataflow Analysis-Inspired Deep Learning for Efficient Vulnerability Detection		conference-paper
