rank	source_id	year	doi	title	venue	type
1	10.1006/inco.1997.2658	1997	10.1006/inco.1997.2658	On Schematological Equivalence of Partially Interpreted Dataflow Networks	Information and Computation	journal-article
2	10.1006/inco.1996.0012	1996	10.1006/inco.1996.0012	On Schematological Equivalence of Dataflow Networks	Information and Computation	journal-article
3	10.1023/a:1004368325267	1998	10.1023/a:1004368325267	Partially Interpreted Relations and Partially Interpreted Quantifiers	Journal of Philosophical Logic	journal-article
4	10.1145/3394810.3394820	2020	10.1145/3394810.3394820	Scheduling of Synchronous Dataflow Graphs with Partially Periodic Real-Time Constraints	Proceedings of the 28th International Conference on Real-Time Networks and Systems	proceedings-article
5	10.1007/bf00175368	1987	10.1007/bf00175368	Scientific theory as partially interpreted calculus	Erkenntnis	journal-article
6	10.1016/bs.adcom.2014.10.001	2015	10.1016/bs.adcom.2014.10.001	Sorting Networks on Maxeler Dataflow Supercomputing Systems	Advances in Computers	book-chapter
7	10.1007/bf00166442	1988	10.1007/bf00166442	Scientific theory as partially interpreted calculus II	Erkenntnis	journal-article
8	10.1016/0893-6080(88)90471-6	1988	10.1016/0893-6080(88)90471-6	Analysis of dataflow diagrams by neural network	Neural Networks	journal-article
9	10.1007/978-94-017-0249-2_8	2003	10.1007/978-94-017-0249-2_8	Partially Interpreted Henkin Quantifiers	Philosophy and Logic in Search of the Polish Tradition	book-chapter
10	10.1007/978-3-319-66125-4_1	2017	10.1007/978-3-319-66125-4_1	Implementing Neural Networks by Using the DataFlow Paradigm	Computer Communications and Networks	book-chapter
11	10.4135/9781036236021.n12	2024	10.4135/9781036236021.n12	Equivalence	Analyzing Social Networks	book-chapter
12	10.2139/ssrn.2566241	2014	10.2139/ssrn.2566241	A Nonparametric Partially Identified Estimator for Equivalence Scales	SSRN Electronic Journal	journal-article
13	10.1016/0167-6423(88)90013-5	1988	10.1016/0167-6423(88)90013-5	Partially interpreted schemas for CSP programming	Science of Computer Programming	journal-article
14	10.2139/ssrn.2542257	2014	10.2139/ssrn.2542257	A Nonparametric Partially Identified Estimator for Equivalence Scales	SSRN Electronic Journal	journal-article
15	10.1075/jaic.4.3.03bra	2015	10.1075/jaic.4.3.03bra	Argumentative equivalence as the reproduction of strategic maneuvering in interpreted texts	Journal of Argumentation in Context	journal-article
16	10.2139/ssrn.6875241	2026	10.2139/ssrn.6875241	Graph as App: A GPU Dataflow Substrate for Domain-Agnostic Living Networks		posted-content
17	10.3997/2214-4609.201901513	2019	10.3997/2214-4609.201901513	Automatic Classification of Geologic Units in Seismic Images Using Partially Interpreted Examples	81st EAGE Conference and Exhibition 2019	proceedings-article
18	10.1007/978-3-030-13803-5_9	2019	10.1007/978-3-030-13803-5_9	Bitcoin Mining Using Maxeler DataFlow Computers	Computer Communications and Networks	book-chapter
19	10.1007/s10670-020-00346-w	2023	10.1007/s10670-020-00346-w	On Equivalence Relations Between Interpreted Languages, with an Application to Modal and First-Order Language	Erkenntnis	journal-article
20	10.1007/978-3-319-66125-4_3	2017	10.1007/978-3-319-66125-4_3	Binary Search in the DataFlow Paradigm	Computer Communications and Networks	book-chapter
21	10.2139/ssrn.4349055	2023	10.2139/ssrn.4349055	Partially-Defined Equivalence Relations: Relationship with Orthopartitions and Connection to Rough Sets		posted-content
22	10.1145/73103.73113	1989	10.1145/73103.73113	PARIS: a system for reusing partially interpreted schemas	Software reusability: vol. 1,  concepts and models	other
23	10.2139/ssrn.4481660	2023	10.2139/ssrn.4481660	Partially-Defined Equivalence Relations: Relationship with Orthopartitions and Connection to Rough Sets		posted-content
24	10.1109/icsmc.2004.1399926	None	10.1109/icsmc.2004.1399926	Regulation control in interpreted petri nets using trace equivalence	2004 IEEE International Conference on Systems, Man and Cybernetics (IEEE Cat. No.04CH37583)	proceedings-article
25	10.3233/fi-1995-22128	1995	10.3233/fi-1995-22128	AN ALGEBRA OF DATAFLOW NETWORKS	Fundamenta Informaticae	journal-article
26	10.1007/978-3-319-66125-4_2	2017	10.1007/978-3-319-66125-4_2	Solving the Poisson Equation by Using DataFlow Technology	Computer Communications and Networks	book-chapter
27	10.70675/79450ec3z4ba3z4908za267z58ffed3915eb	None	10.70675/79450ec3z4ba3z4908za267z58ffed3915eb	Joint design of deep neural networks and FPGA dataflow architectures for semantic segmentation in autonomous vehicles		dissertation
28	10.2478/s11533-011-0053-8	2011	10.2478/s11533-011-0053-8	Conditions for strong Morita equivalence of partially ordered semigroups	Open Mathematics	journal-article
29	10.1007/978-3-319-16229-4_1	2015	10.1007/978-3-319-16229-4_1	The DataFlow Paradigm	Computer Communications and Networks	book-chapter
30	10.4135/9781849209373.n4	1999	10.4135/9781849209373.n4	Equivalence and Cohesion	Introducing Social Networks	book-chapter
31	10.4018/978-1-7998-8350-0.ch006	2022	10.4018/978-1-7998-8350-0.ch006	Implementation Details of Neural Networks Using Dataflow	Advances in Systems Analysis, Software Engineering, and High Performance Computing	book-chapter
32	10.4135/9781412994170.n342	2011	10.4135/9781412994170.n342	Structural Equivalence	Encyclopedia of Social Networks	reference-entry
33	10.1007/bfb0013470	None	10.1007/bfb0013470	Dataflow networks are fibrations	Lecture Notes in Computer Science	book-chapter
34	10.1007/978-3-030-13803-5_8	2019	10.1007/978-3-030-13803-5_8	An Overview of Selected DataFlow Applications in Physics Simulations	Computer Communications and Networks	book-chapter
35	10.1016/j.ifacol.2018.06.338	2018	10.1016/j.ifacol.2018.06.338	A Signal-Interpreted Approach to the Supervisory Control Theory – Extension to Partially Controllable Signals	IFAC-PapersOnLine	journal-article
