rank	source_id	year	doi	title	venue	type
1	10.1016/b978-0-12-810495-8.00024-5	2017	10.1016/b978-0-12-810495-8.00024-5	Omission of Relevant Variables, Inclusion of Irrelevant Variables, and Model Selection	Probability, Statistics and Econometrics	book-chapter
2	10.1017/9781108874144.011	2024	10.1017/9781108874144.011	Multivariate Enumeration	Analytic Combinatorics in Several Variables	book-part
3	10.1017/9781108874144.003	2024	10.1017/9781108874144.003	Combinatorial Enumeration	Analytic Combinatorics in Several Variables	book-part
4	10.70675/c7a5fb51z8a3bz478ez81c3z3133f376ed91	None	10.70675/c7a5fb51z8a3bz478ez81c3z3133f376ed91	Analytic Combinatorics in Several Variables : Effective Asymptotics and Lattice Path Enumeration		dissertation
5	10.1093/acprof:oso/9780198566427.003.0003	2005	10.1093/acprof:oso/9780198566427.003.0003	Aging and the ability to ignore irrelevant information in visual search and enumeration tasks	Measuring the Mind: Speed, control, and age	book-chapter
6	10.1515/dma.2010.018	2010	10.1515/dma.2010.018	On learning monotone Boolean functions with irrelevant variables	Discrete Mathematics and Applications	journal-article
7	10.1016/j.artint.2025.104346	2025	10.1016/j.artint.2025.104346	Disjoint projected enumeration for SAT and SMT without blocking clauses	Artificial Intelligence	journal-article
8	10.4211/hs.392a8db2e9854c96a34c67c3ba774b03	2018	10.4211/hs.392a8db2e9854c96a34c67c3ba774b03	Measured and projected hydrometeorological variables for three páramos in Colombia	HydroShare Resources	dataset
9	10.1103/physrevb.31.1554	1985	10.1103/physrevb.31.1554	Irrelevant variables, Landau expansions, and cubic anisotropy	Physical Review B	journal-article
10	10.1109/access.2019.2927041	2019	10.1109/access.2019.2927041	Augmenting Negation Normal Form With Irrelevant Variables	IEEE Access	journal-article
11	10.1016/0375-9601(88)91025-0	1988	10.1016/0375-9601(88)91025-0	Multicritical behavior, irrelevant variables, and Landau theory	Physics Letters A	journal-article
12	10.3390/en12132530	2019	10.3390/en12132530	Effect of Irrelevant Variables on Faulty Wafer Detection in Semiconductor Manufacturing	Energies	journal-article
13	10.2139/ssrn.5217493	2025	10.2139/ssrn.5217493	Hyfuzzer: State-Aware Protocol Fuzzing Through Hybrid Analysis of Persistent Enumeration Variables		posted-content
14	10.1103/physreva.30.2708	1984	10.1103/physreva.30.2708	Elimination of irrelevant variables in nonlinear systems	Physical Review A	journal-article
15	10.31274/rtd-180813-9775	None	10.31274/rtd-180813-9775	A study of selected variables associated with projected voting behavior in a community college tax referendum		dissertation
16	10.1016/0165-1765(81)90036-7	1981	10.1016/0165-1765(81)90036-7	Loss of efficiency in regression analysis due to irrelevant variables	Economics Letters	journal-article
17	10.1111/obes.12322	2020	10.1111/obes.12322	Bias of OLS Estimators due to Exclusion of Relevant Variables and Inclusion of Irrelevant Variables	Oxford Bulletin of Economics and Statistics	journal-article
18	10.7717/peerj-cs.3885/fig-1	None	10.7717/peerj-cs.3885/fig-1	Figure 1: Working flow of the projected model.		component
19	10.1016/s0020-0190(99)00063-0	1999	10.1016/s0020-0190(99)00063-0	Exact learning when irrelevant variables abound	Information Processing Letters	journal-article
20	10.2139/ssrn.437221	2003	10.2139/ssrn.437221	Irrelevant Internalities, Irrelevant Externalities, and Irrelevant Anxieties		posted-content
21	10.1103/physrevb.35.3299	1987	10.1103/physrevb.35.3299	Phenomenology and neglect of irrelevant variables for ferromagnetic systems	Physical Review B	journal-article
22	10.1002/nav.3800190115	1972	10.1002/nav.3800190115	Generalized implicit enumeration using bounds on variables for solving linear programs with zero‐one variables	Naval Research Logistics Quarterly	journal-article
23	10.1016/j.econlet.2018.12.012	2019	10.1016/j.econlet.2018.12.012	Detecting irrelevant variables in possible proxies for the latent factors in macroeconomics and finance	Economics Letters	journal-article
24	10.1103/physrevb.33.7811	1986	10.1103/physrevb.33.7811	"Comment on ""Irrelevant variables, Landau expansions, and cubic anisotropy"""	Physical Review B	journal-article
25	10.1007/3-540-49097-3_8	1999	10.1007/3-540-49097-3_8	Exact Learning when Irrelevant Variables Abound	Lecture Notes in Computer Science	book-chapter
