rank	openalex_id	year	doi	title	venue	type
1	W2736601468	2017	https://doi.org/10.4230/oasics.dx.2024.16	Diagnosing Non-Intermittent Anomalies in Reinforcement Learning Policy Executions (Short Paper)	arXiv (Cornell University)	preprint
2	W2066353350	2012	https://doi.org/10.1145/2338965.2336771	Memoized symbolic execution		conference-paper
3	W2080703024	2009	https://doi.org/10.1145/1595696.1595702	Symbolic pruning of concurrent program executions		conference-paper
4	W1994451575	2003	https://doi.org/10.1016/s0004-3702(02)00374-0	Weak, strong, and strong cyclic planning via symbolic model checking	Artificial Intelligence	article
5	W3003257820	2020	https://doi.org/10.1038/s41592-019-0686-2	SciPy 1.0: fundamental algorithms for scientific computing in Python	Nature Methods	article
6	W2067392744	2013	https://doi.org/10.1109/csf.2013.11	Memory Trace Oblivious Program Execution		conference-paper
7	W2118450335	1982	https://doi.org/10.1145/357172.357173	Symbolic Debugging of Optimized Code	ACM Transactions on Programming Languages and Systems	article
8	W2925685215	2019	https://doi.org/10.1109/sp.2019.00022	CaSym: Cache Aware Symbolic Execution for Side Channel Detection and Mitigation		conference-paper
9	W1985039455	2001	https://doi.org/10.1145/504083.504085	Parallel execution of prolog programs	ACM Transactions on Programming Languages and Systems	article
10	W1553940723	2003		Implementation of symbolic model checking for probabilistic systems	University of Birmingham Institutional Research Archive (University of Birmingham)	dissertation
11	W1969947998	1989	https://doi.org/10.1145/73141.74845	Determining average program execution times and their variance		conference-paper
12	W2112448454	2014	https://doi.org/10.1145/2541940.2541977	Prototyping symbolic execution engines for interpreted languages		conference-paper
13	W2947081899	2019	https://doi.org/10.14722/ndss.2019.23530	Neuro-Symbolic Execution: Augmenting Symbolic Execution with Neural Constraints		conference-paper
14	W3123681665	1994	https://doi.org/10.1145/183019.183032	Shade: a fast instruction-set simulator for execution profiling	ACM SIGMETRICS Performance Evaluation Review	article
15	W2981731882	2019	https://doi.org/10.1016/j.inffus.2019.12.012	Explainable Artificial Intelligence (XAI): Concepts, taxonomies, opportunities and challenges toward responsible AI	Information Fusion	article
16	W2790911601	2018	https://doi.org/10.1145/3236024.3236085	Code vectors: understanding programs through embedded abstracted symbolic traces		conference-paper
17	W4324144553	2023	https://doi.org/10.1016/j.cose.2023.103180	A survey on the (in)security of trusted execution environments	Computers & Security	article
18	W4385965642	2023	https://doi.org/10.48550/arxiv.2308.08155	AIKernel Semantic DSL Compiler and Deterministic Agent Execution Architecture	arXiv (Cornell University)	preprint
19	W2964590009	2019		A Systematic Evaluation of Transient Execution Attacks and Defenses	Lirias	conference-paper
20	W2120230074	1995	https://doi.org/10.1145/223982.224449	Simultaneous multithreading		conference-paper
21	W2161786546	2005	https://doi.org/10.1007/978-3-540-31980-1_23	Symbolic Test Selection Based on Approximate Analysis	Lecture notes in computer science	conference-paper
22	W2894151403	2018	https://doi.org/10.1145/3208952	Shadow Symbolic Execution for Testing Software Patches	ACM Transactions on Software Engineering and Methodology	article
23	W1699755414	2012	https://doi.org/10.4230/lipics.fsttcs.2012.24	Test Generation Using Symbolic Execution	DROPS (Schloss Dagstuhl – Leibniz Center for Informatics)	article
24	W1788683850	2007	https://doi.org/10.1186/1752-0509-1-4	Qualitative networks: a symbolic approach to analyze biological signaling networks	BMC Systems Biology	article
25	W2528040273	2018	https://doi.org/10.1145/3182657	A Survey of Symbolic Execution Techniques	ACM Computing Surveys	article
26	W4296412272	2022	https://doi.org/10.1145/3563344	Symbolic execution for randomized programs	Proceedings of the ACM on Programming Languages	article
27	W2591046212	2017	https://doi.org/10.1515/bpasts-2017-0003	Symbolic integration with respect to the Haar measure on the unitary groups	Bulletin of the Polish Academy of Sciences Technical Sciences	article
28	W3132151609	2021	https://doi.org/10.1007/s00165-020-00527-y	Symbolic execution formally explained	Formal Aspects of Computing	article
29	W3103145119	2019	https://doi.org/10.17863/cam.64134	SciPy 1.0: fundamental algorithms for scientific computing in Python	Monash University Research Portal (Monash University)	article
30	W2078162013	2013	https://doi.org/10.5555/2555754.2555780	Verification of annotated models from executions	Illinois Digital Environment for Access to Learning and Scholarship (University of Illinois at Urbana-Champaign)	report
31	W2145071552	2004	https://doi.org/10.1109/tdsc.2004.2	Basic concepts and taxonomy of dependable and secure computing	IEEE Transactions on Dependable and Secure Computing	article
32	W2514041296	2016	https://doi.org/10.1145/2970276.2970299	StraightTaint: decoupled offline symbolic taint analysis		conference-paper
33	W1991339794	2000	https://doi.org/10.1145/337180.337364	Verification of time partitioning in the DEOS scheduler kernel		conference-paper
34	W3016155638	2020	https://doi.org/10.1109/sp40000.2020.00024	VerX: Safety Verification of Smart Contracts		conference-paper
35	W2124076185	2005	https://doi.org/10.1007/978-3-540-30576-7_10	Adaptive Security of Symbolic Encryption	Lecture notes in computer science	conference-paper
36	W2884635497	2018	https://doi.org/10.1007/978-3-319-96145-3_23	The Learnability of Symbolic Automata	Lecture notes in computer science	conference-paper
37	W2132118738	2009	https://doi.org/10.1115/1.3178729	Optimal Partitioning and Coordination Decisions in Decomposition-Based Design Optimization	Journal of Mechanical Design	article
38	W4410694526	2025	https://doi.org/10.3390/math13111707	AI Reasoning in Deep Learning Era: From Symbolic AI to Neural–Symbolic AI	Mathematics	article
39	W2060993374	2009	https://doi.org/10.1016/j.entcs.2009.05.051	Symbolic Model-based Test Selection	Electronic Notes in Theoretical Computer Science	article
40	W1490569620	2000	https://doi.org/10.1007/3-540-46419-0_11	Symbolic Model Checking for Rectangular Hybrid Systems	Lecture notes in computer science	conference-paper
41	W2090106217	1997	https://doi.org/10.1145/244795.244800	Abstract interpretation of reactive systems	ACM Transactions on Programming Languages and Systems	conference-abstract
42	W2626217303	2017	https://doi.org/10.1145/3062341.3062378	Decomposition instead of self-composition for proving the absence of timing channels		conference-paper
43	W3138456218	2021	https://doi.org/10.14722/ndss.2021.24531	NetPlier: Probabilistic Network Protocol Reverse Engineering from Message Traces		conference-paper
44	W1513444661	1999	https://doi.org/10.1007/3-540-49059-0_15	Symbolic Verification of Lossy Channel Systems: Application to the Bounded Retransmission Protocol	Lecture notes in computer science	conference-paper
45	W4394769336	2024	https://doi.org/10.1145/3597503.3639212	Combining Structured Static Code Information and Dynamic Symbolic Traces for Software Vulnerability Prediction		conference-paper
46	W1546956568	2015	https://doi.org/10.1109/sp.2015.50	Program-Adaptive Mutational Fuzzing		conference-paper
47	W2078065502	1999	https://doi.org/10.1145/307418.307541	Symbolic functional vector generation for VHDL specifications		conference-paper
48	W2946774019	2019	https://doi.org/10.1007/978-3-030-19212-9_1	Constraint Programming for Dynamic Symbolic Execution of JavaScript	Lecture notes in computer science	conference-paper
49	W3205422842	2021	https://doi.org/10.1145/3471621.3471865	SyML: Guiding Symbolic Execution Toward Vulnerable States Through Pattern Learning		conference-paper
50	W2163014826	1999	https://doi.org/10.1145/301177.301523	Scheduling hardware/software systems using symbolic techniques		conference-paper
