rank	source_id	year	doi	title	venue	type
1	10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	None	10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	Mechanized semantics and verified compilation for a dataflow synchronous language with reset		dissertation
2	10.1145/3609131	2023	10.1145/3609131	A Constructive State-based Semantics and Interpreter for a Synchronous Data-flow Language with State Machines	ACM Transactions on Embedded Computing Systems	journal-article
3	10.1145/215465.215582	1995	10.1145/215465.215582	Clock analysis of synchronous dataflow programs	Proceedings of the 1995 ACM SIGPLAN symposium on Partial evaluation and semantics-based program manipulation  - PEPM '95	proceedings-article
4	10.2139/ssrn.4530612	2023	10.2139/ssrn.4530612	A Differential Dataflow Interpreter	SSRN Electronic Journal	journal-article
5	10.1145/3373108	2019	10.1145/3373108	Models, Algorithms, and Proofs for &amp;quot;Mechanized Semantics and Verified Compilation for a Dataflow Synchronous Language with Reset&amp;quot;	Artifact Digital Object Group	dataset
6	10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	None	10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	Mechanized semantics for circuits : from dataflow to hardware		dissertation
7	10.17771/pucrio.acad.30650	None	10.17771/pucrio.acad.30650	DATAFLOW SEMANTICS FOR END-USER PROGRAMMABLE APPLICATIONS		dissertation
8	10.1145/331119.331418	1996	10.1145/331119.331418	Specification of a functional synchronous dataflow language for parallel implementations with the denotational semantics	Proceedings of the 1996 ACM symposium on Applied Computing  - SAC '96	proceedings-article
9	10.1109/compsac51774.2021.00018/video	None	10.1109/compsac51774.2021.00018/video	Video for Synthesis of Heterogeneous Dataflow Models from Synchronous Specifications		component
10	10.3990/1.9789036540414	None	10.3990/1.9789036540414	On the analysis of synchronous dataflow graphs		dissertation
11	10.1145/3371112	2020	10.1145/3371112	Mechanized semantics and verified compilation for a dataflow synchronous language with reset	Proceedings of the ACM on Programming Languages	journal-article
12	10.1111/j.1749-6632.1992.tb26038.x	1992	10.1111/j.1749-6632.1992.tb26038.x	The LUSTRE Synchronous Dataflow Programming Language: Design and Semantics	Annals of the New York Academy of Sciences	journal-article
13	10.70675/39a5d53bzce3fz4517z9ee1z77b5242313f9	None	10.70675/39a5d53bzce3fz4517z9ee1z77b5242313f9	Verified compilation of a synchronous dataflow language with state machines		dissertation
14	10.1093/oso/9780198739548.003.0008	2018	10.1093/oso/9780198739548.003.0008	Interpretation and the Interpreter	The Science of Meaning	book-chapter
15	10.1007/978-1-4419-6345-1_30	2010	10.1007/978-1-4419-6345-1_30	Decidable Signal Processing Dataflow Graphs: Synchronous and Cyclo-Static Dataflow Graphs	Handbook of Signal Processing Systems	book-chapter
16	10.1007/978-0-387-70628-3_4	None	10.1007/978-0-387-70628-3_4	Constructive Behavioral Semantics	Compiling Esterel	book-chapter
17	10.1007/978-0-387-70628-3_5	None	10.1007/978-0-387-70628-3_5	Constructive Operational Semantics	Compiling Esterel	book-chapter
18	10.23860/diss-kaplan-michael-2014	None	10.23860/diss-kaplan-michael-2014	A CONSTRUCTIVE SEMANTICS FOR REWRITING LOGIC		dissertation
19	10.1007/s00236-015-0238-x	2015	10.1007/s00236-015-0238-x	Denotational fixed-point semantics for constructive scheduling of synchronous concurrency	Acta Informatica	journal-article
20	10.1017/cbo9781139171892.013	1987	10.1017/cbo9781139171892.013	Interpreter for Chapter 5	A Practical Introduction to Denotational Semantics	other
21	10.1007/978-1-4614-6859-2_33	2013	10.1007/978-1-4614-6859-2_33	Decidable Dataflow Models for Signal Processing: Synchronous Dataflow and Its Extensions	Handbook of Signal Processing Systems	book-chapter
22	10.70675/6f1bb95ez3f2fz485fz94f7z7b9e2575e76a	None	10.70675/6f1bb95ez3f2fz485fz94f7z7b9e2575e76a	Modeling, Scheduling, Pipelining and Configuration of Synchronous Dataflow Graphs with Throughput Constraints		dissertation
23	10.1007/978-1-4615-4325-1_12	2000	10.1007/978-1-4615-4325-1_12	Synchronous Dataflow	Languages for Digital Embedded Systems	book-chapter
24	10.1017/cbo9780511770524.005	2009	10.1017/cbo9780511770524.005	The semantics of dataflow with firing	From Semantics to Computer Science	book-chapter
25	10.1109/tcad.2023.3239538	2023	10.1109/tcad.2023.3239538	Efficient Computation of the Max-Plus Semantics of Synchronous Dataflow Graphs	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems	journal-article
26	10.17918/00001103	None	10.17918/00001103	Mapping DNNs onto a NoC-based MPSoC using synchronous dataflow graphs		dissertation
27	10.67486/tsr.2026.9	2026	10.67486/tsr.2026.9	Behavioral Ontology Part 4: Interpreter Semantics	The Scientific Review	journal-article
28	10.1007/978-1-4613-1389-2_3	1996	10.1007/978-1-4613-1389-2_3	Synchronous dataflow	The Kluwer International Series in Engineering and Computer Science	book-chapter
29	10.2307/j.ctt1pwt849.7	2017	10.2307/j.ctt1pwt849.7	Jenson as Theological Interpreter	The Promise of Robert W. Jenson’s Theology	book-chapter
30	10.1109/icpp.2009.66	2009	10.1109/icpp.2009.66	Optimizing Communication Scheduling Using Dataflow Semantics	2009 International Conference on Parallel Processing	proceedings-article
31	10.1023/a:1009753625663	1997	10.1023/a:1009753625663	Constructive Negation of Arithmetic Constraints Using Dataflow Graphs	Constraints	journal-article
32	10.1007/978-3-030-21313-8_8	2019	10.1007/978-3-030-21313-8_8	Constructive Semantics: On the Necessity of an Appropriate Concept of Schematization	Logic, Epistemology, and the Unity of Science	book-chapter
33	10.1007/bfb0022475	None	10.1007/bfb0022475	An extensional treatment of dataflow deadlock	Lecture Notes in Computer Science	book-chapter
