rank	source_id	year	doi	title	venue	type
1	10.4095/308412	2018	10.4095/308412	Radar Earth observation methods towards hydrokinetic site selection: a literature review		report
2	10.5040/9798216986324.ch-006	1999	10.5040/9798216986324.ch-006	Site Evaluation and Selection	Site Selection for Growing Companies	other
3	10.1364/ofc.2016.tu3f.1	2016	10.1364/ofc.2016.tu3f.1	Regenerator site selection in impairment-aware elastic optical networks	Optical Fiber Communication Conference	proceedings-article
4	10.1525/si.1994.17.3.239	1994	10.1525/si.1994.17.3.239	Naturalistic Observation in the Laboratory	Symbolic Interaction	journal-article
5	10.7287/peerj.preprints.26577v1/supp-4	None	10.7287/peerj.preprints.26577v1/supp-4		Supplemental Information 4: Site-by-site results for selection obtained from six different selection analyses	dataset
6	10.7287/peerj.preprints.26577v3/supp-4	None	10.7287/peerj.preprints.26577v3/supp-4		Supplemental Information 4: Site-by-site results for selection obtained from three different selection analyses	dataset
7	10.7287/peerj.preprints.26577v2/supp-4	None	10.7287/peerj.preprints.26577v2/supp-4		Supplemental Information 4: Site-by-site results for selection obtained from three different selection analyses	dataset
8	10.1093/oso/9780197515235.003.0002	2022	10.1093/oso/9780197515235.003.0002	What Motivates Site Selection?	On Site	book-chapter
9	10.1109/tevc.2026.3698776/mm1	None	10.1109/tevc.2026.3698776/mm1	Symbolic Regression with Physics-Informed Residual and Structural Sensitivity Pruning_supp1-3698776.pdf		component
10	10.1525/si.1991.14.4.449	1991	10.1525/si.1991.14.4.449	The Uses of Observation in French Sociology	Symbolic Interaction	journal-article
11	10.7717/peerj.4953/supp-5	None	10.7717/peerj.4953/supp-5	Supplemental Information 5: Table S4. Site-by-site results for selection obtained from three different selection analyses.		component
12	10.2115/fiber.54.9_467	1998	10.2115/fiber.54.9_467	Surface Characterization of Rosin Sizing Agent of Paper. Observation of Rosin Distribution and Water Penetrated Site in Paper Sheet by Using Electron Microprobe Analysis.	Sen'i Gakkaishi	journal-article
13	10.1145/2442942.2442944	2012	10.1145/2442942.2442944	An adaptive observation site selection strategy for road traffic data assimilation	Proceedings of the 5th ACM SIGSPATIAL International Workshop on Computational Transportation Science	proceedings-article
14	10.1109/isctis65944.2025.11066012	2025	10.1109/isctis65944.2025.11066012	Design of Site Selection System for GeoStar Intelligent Fire Observation Tower	2025 5th International Symposium on Computer Technology and Information Science (ISCTIS)	proceedings-article
15	10.7287/peerj.preprints.26577v4/supp-4	None	10.7287/peerj.preprints.26577v4/supp-4		Supplemental Information 4: Supplementary Table S4. Site-by-site results for selection obtained from three different selection analyses	dataset
16	10.7287/peerj.preprints.26577/supp-4	None	10.7287/peerj.preprints.26577/supp-4		Supplemental Information 4: Supplementary Table S4. Site-by-site results for selection obtained from three different selection analyses	dataset
17	10.1007/978-1-349-04084-1_6	1979	10.1007/978-1-349-04084-1_6	Participant Observation	The Making of Symbolic Interactionism	book-chapter
18	10.1525/si.2003.26.4.515	2003	10.1525/si.2003.26.4.515	Residual Categories and Disciplinary Knowledge: Personal Identity in Sociological and Forensic Investigations	Symbolic Interaction	journal-article
19	10.3390/s21217198	2021	10.3390/s21217198	Influence of Topography on the Site Selection of a Moon-Based Earth Observation Station	Sensors	journal-article
