rank	source_id	year	doi	title	venue	type
1	10.1145/2786805.2786841	2015	10.1145/2786805.2786841	Assertion guided symbolic execution of multithreaded programs	Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering	proceedings-article
2	10.1145/3377812.3390895	2020	10.1145/3377812.3390895	Summary-guided incremental symbolic execution	Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Companion Proceedings	proceedings-article
3	10.14711/thesis-b1477728	None	10.14711/thesis-b1477728	Context and precondition-guided search strategies in dynamic symbolic execution		dissertation
4	10.1063/1.5114357	2019	10.1063/1.5114357	Source code assertion verification using backward symbolic execution	AIP Conference Proceedings	proceedings-article
5	10.1145/2830719.2830729	2015	10.1145/2830719.2830729	Distributed Assertion Checking Using Symbolic Execution	ACM SIGSOFT Software Engineering Notes	journal-article
6	10.1007/978-3-658-12680-3_6	2016	10.1007/978-3-658-12680-3_6	Heuristic Symbolic Subsumption	Complete Symbolic Simulation of SystemC Models	book-chapter
7	10.32604/cmc.2025.062743	2025	10.32604/cmc.2025.062743	Advancing Code Obfuscation: Novel Opaque Predicate Techniques to Counter Dynamic Symbolic Execution	Computers, Materials &amp; Continua	journal-article
8	10.1115/1.860045_ch114	2012	10.1115/1.860045_ch114	HOE: Hot-Guided Symbolic Execution	International Conference on Advanced Computer Theory and Engineering, 5th (ICACTE 2012)	book-chapter
9	10.54499/ui/bd/154568/2022	2023	10.54499/ui/bd/154568/2022			grant
10	10.1007/springerreference_26145	None	10.1007/springerreference_26145	symbolic execution	SpringerReference	reference-entry
11	10.1007/11691617_10	2006	10.1007/11691617_10	Symbolic Execution with Abstract Subsumption Checking	Lecture Notes in Computer Science	book-chapter
12	10.1145/3649476.3658782	2024	10.1145/3649476.3658782	Detecting Hardware Trojans using Model Guided Symbolic Execution	Proceedings of the Great Lakes Symposium on VLSI 2024	proceedings-article
13	10.1007/978-3-658-12680-3_5	2016	10.1007/978-3-658-12680-3_5	State Subsumption Reduction	Complete Symbolic Simulation of SystemC Models	book-chapter
14	10.7763/ijcee.2010.v2.138	2010	10.7763/ijcee.2010.v2.138	Modified Architectural Support for Predicate Execution of Instruction level Parallelism	International Journal of Computer and Electrical Engineering	journal-article
15	10.1109/saner48275.2020.9054815	2020	10.1109/saner48275.2020.9054815	Reinforcement Learning Guided Symbolic Execution	2020 IEEE 27th International Conference on Software Analysis, Evolution and Reengineering (SANER)	proceedings-article
16	10.3390/sym18071226	2026	10.3390/sym18071226	A Symmetry-Theoretic Framework for AI-Guided Symbolic Execution in Embedded Systems	Symmetry	journal-article
17	10.1109/apsec60848.2023.00019	2023	10.1109/apsec60848.2023.00019	Reinforcement Learning Guided Symbolic Execution for Ethereum Smart Contracts	2023 30th Asia-Pacific Software Engineering Conference (APSEC)	proceedings-article
18	10.5040/9798216386445.ch-008	2012	10.5040/9798216386445.ch-008	Predicate Logic Derivations	Symbolic Logic	other
19	10.1016/s0747-7171(08)80107-1	1992	10.1016/s0747-7171(08)80107-1	On subsumption and semiunification in feature algebras	Journal of Symbolic Computation	journal-article
20	10.3724/sp.j.1016.2013.02406	2014	10.3724/sp.j.1016.2013.02406	Predicate Execution-Sequence Based Fault Localization Algorithm	Chinese Journal of Computers	journal-article
21	10.1109/icse.2015.80	2015	10.1109/icse.2015.80	Regular Property Guided Dynamic Symbolic Execution	2015 IEEE/ACM 37th IEEE International Conference on Software Engineering	proceedings-article
