rank	source_id	year	doi	title	venue	type
1	10.37099/mtu.dc.etdr/487	None	10.37099/mtu.dc.etdr/487	Performance Comparison of Binarized Neural Network with Convolutional Neural Network		dissertation
2	10.1109/devic57758.2023.10134830	2023	10.1109/devic57758.2023.10134830	FPGA-based Design of a Fault Injector for Binarized Convolutional Neural Network	2023 IEEE Devices for Integrated Circuit (DevIC)	proceedings-article
3	10.1109/iscas45731.2020.9180634/video	None	10.1109/iscas45731.2020.9180634/video	Video for MuBiNN: Multi-Level Binarized Recurrent Neural Network for EEG Signal Classification		component
4	10.1002/cta.3573	2023	10.1002/cta.3573	A low‐power charge‐based integrate‐and‐fire circuit for binarized‐spiking neural network	International Journal of Circuit Theory and Applications	journal-article
5	10.1142/s0218126619400048	2019	10.1142/s0218126619400048	A High-Efficiency FPGA-Based Accelerator for Binarized Neural Network	Journal of Circuits, Systems and Computers	journal-article
6	10.12792/iciae2022.026	2022	10.12792/iciae2022.026	Evaluation of the Design Exploration of a Binarized Neural Network for FPGA using HDLRuby	The Proceedings of The 10th IIAE International Conference on Industrial Application Engineering 2022	proceedings-article
7	10.1109/access.2023.3238715	2023	10.1109/access.2023.3238715	Binarized Neural Network With Parameterized Weight Clipping and Quantization Gap Minimization for Online Knowledge Distillation	IEEE Access	journal-article
8	10.1109/isocc.2018.8649929	2018	10.1109/isocc.2018.8649929	Energy Efficient Analog Synapse/Neuron Circuit for Binarized Neural Networks	2018 International SoC Design Conference (ISOCC)	proceedings-article
9	10.1016/j.knosys.2024.112039	2024	10.1016/j.knosys.2024.112039	Optimizing energy-efficient cluster head selection in wireless sensor networks using a binarized spiking neural network and honey badger algorithm	Knowledge-Based Systems	journal-article
10	10.1109/mind67540.2025.11351933	2025	10.1109/mind67540.2025.11351933	BKD-BSNN: Blurred Knowledge Distillation-Enhanced Binarized Spiking Neural Network for Efficient Neuromorphic Vision	2025 International Conference on Machine Intelligence and Nature-Inspired Computing (MIND)	proceedings-article
11	10.7287/peerj-cs.842v0.1/reviews/2	2022	10.7287/peerj-cs.842v0.1/reviews/2	"Peer Review #2 of ""PresB-Net: parametric binarized neural network with learnable activations and shuffled grouped convolution (v0.1)"""		peer-review
12	10.7287/peerj-cs.842v0.2/reviews/2	2022	10.7287/peerj-cs.842v0.2/reviews/2	"Peer Review #2 of ""PresB-Net: parametric binarized neural network with learnable activations and shuffled grouped convolution (v0.2)"""		peer-review
13	10.1109/icivc66358.2025.11200383	2025	10.1109/icivc66358.2025.11200383	A Knowledge Distillation Based Binarized Separable Convolutional Neural Network for Underwater Acoustic Target Recognition	2025 10th International Conference on Image, Vision and Computing (ICIVC)	proceedings-article
14	10.7287/peerj-cs.842v0.2/reviews/1	2022	10.7287/peerj-cs.842v0.2/reviews/1	"Peer Review #1 of ""PresB-Net: parametric binarized neural network with learnable activations and shuffled grouped convolution (v0.2)"""		peer-review
