rank	source_id	year	doi	title	venue	type
1	10.1007/springerreference_26144	None	10.1007/springerreference_26144	symbolic description map	SpringerReference	reference-entry
2	10.1080/00031305.1987.10475457	1987	10.1080/00031305.1987.10475457	Diagnostic Value of Residual and Partial Residual Plots	The American Statistician	journal-article
3	10.1017/cft.2022.7.pr5	2022	10.1017/cft.2022.7.pr5	Decision: The unique value proposition for using drones to map coastal ecosystems — R0/PR5		peer-review
4	10.1017/cft.2022.7.pr10	2022	10.1017/cft.2022.7.pr10	Decision: The unique value proposition for using drones to map coastal ecosystems — R1/PR10		peer-review
5	10.1201/9781003585961-3	2025	10.1201/9781003585961-3	IRPSM for the Solution of Partial Differential Equations with Boundary Value Problems	The Improved Residual Power Series Method for Boundary Value Problems	book-chapter
6	10.1680/wlvbdmam.60616.019	2016	10.1680/wlvbdmam.60616.019	Stage B: Develop the value map	Whole-Life Value-Based Decision-Making in Asset Management	book-chapter
7	10.7717/peerj-cs.3647/fig-5	None	10.7717/peerj-cs.3647/fig-5	Figure 5: Image distortion simulation effect map and residual map with cover image.		component
8	10.1109/cdc.2005.1583452	None	10.1109/cdc.2005.1583452	On Jacobian evaluation for numerical integration of DAEs with partial symbolic information	Proceedings of the 44th IEEE Conference on Decision and Control	proceedings-article
9	10.2139/ssrn.3800673	2021	10.2139/ssrn.3800673	The Symbolic Meaning Value in the Purchasing Decision Making Process of Smartphone Brand	SSRN Electronic Journal	journal-article
10	10.3133/gp961	1984	10.3133/gp961	Residual total intensity magnetic map of Ohio		report
11	10.1007/springerreference_2362	None	10.1007/springerreference_2362	Residual Value	SpringerReference	reference-entry
12	10.4324/9781315873503-5	2014	10.4324/9781315873503-5	Online Communities and Open Innovation: Governance and Symbolic Value Creation	Online Communities and Open Innovation	book-chapter
13	10.7554/elife.46080.028	None	10.7554/elife.46080.028	Figure 4—source data 1. Activation table for map in Figure 4; PPI for value-based decision trials with hippocampus seed modulated by RT.		component
14	10.4095/216419	1996	10.4095/216419	Magnetic anomaly map (residual total field), map 96-13B, Bathurst, New Brunswick		report
15	10.4095/216417	1996	10.4095/216417	Magnetic anomaly map (residual total field), map 96-11B, Sevogle, New Brunswick		report
16	10.1109/cdc.2011.6161328	2011	10.1109/cdc.2011.6161328	Reducing computational load in Moving-Horizon Observers using partial explicit map inversion	IEEE Conference on Decision and Control and European Control Conference	proceedings-article
17	10.1016/s1098-3015(10)73131-4	2009	10.1016/s1098-3015(10)73131-4	HM2 USING DECISION MODELING TO MAP PHARMACISTS INTERVENTIONS TO OUTCOMES FOR PATIENTS WITH DIABETES	Value in Health	journal-article
18	10.4095/216413	1996	10.4095/216413	Magnetic anomaly map (residual total field), map 96-7B, Nepisiguit Lakes, New Brunswick		report
19	10.4095/216418	1996	10.4095/216418	Magnetic anomaly map (residual total field), map 96-12B, Nepisiguit Falls, New Brunswick		report
20	10.1201/9781420023688.ch3	2003	10.1201/9781420023688.ch3	Symbolic Calculus	Partial Difference Equations	book-chapter
21	10.4095/216415	1996	10.4095/216415	Magnetic anomaly map (residual total field), map 96-9B, Tetagouche Lakes, New Brunswick		report
22	10.1109/ase51524.2021.9678584	2021	10.1109/ase51524.2021.9678584	ASE: A Value Set Decision Procedure for Symbolic Execution	2021 36th IEEE/ACM International Conference on Automated Software Engineering (ASE)	proceedings-article
23	10.4095/216412	1996	10.4095/216412	Magnetic anomaly map (residual total field), map 96-6B, Serpentine Lake, New Brunswick		report
24	10.4095/216414	1996	10.4095/216414	Magnetic anomaly map (residual total field), map 96-8B, California Lake, New Brunswick		report
25	10.4095/216416	1996	10.4095/216416	Magnetic anomaly map (residual total field), map 96-10B, Upsalquitch Lakes, New Brunswick		report
26	10.1109/tevc.2026.3698776/mm1	None	10.1109/tevc.2026.3698776/mm1	Symbolic Regression with Physics-Informed Residual and Structural Sensitivity Pruning_supp1-3698776.pdf		component
27	10.1007/978-3-7091-0794-2_14	2012	10.1007/978-3-7091-0794-2_14	Linear Partial Differential Equations and Linear Partial Differential Operators in Computer Algebra	Texts &amp; Monographs in Symbolic Computation	book-chapter
