rank	source_id	year	doi	title	venue	type
1	10.1561/9781680836530.ch6	2020	10.1561/9781680836530.ch6	From Activations to Spikes	SpiNNaker: A Spiking Neural Network Architecture	book-chapter
2	10.7287/peerj-cs.842v0.1/reviews/2	2022	10.7287/peerj-cs.842v0.1/reviews/2	"Peer Review #2 of ""PresB-Net: parametric binarized neural network with learnable activations and shuffled grouped convolution (v0.1)"""		peer-review
3	10.7287/peerj-cs.842v0.2/reviews/2	2022	10.7287/peerj-cs.842v0.2/reviews/2	"Peer Review #2 of ""PresB-Net: parametric binarized neural network with learnable activations and shuffled grouped convolution (v0.2)"""		peer-review
4	10.1088/1741-2552/ada4df	2025	10.1088/1741-2552/ada4df	EMG-based wake gestures eliminate false activations during out-of-set activities of daily living: an online myoelectric control study	Journal of Neural Engineering	journal-article
5	10.7287/peerj-cs.842v0.2/reviews/1	2022	10.7287/peerj-cs.842v0.2/reviews/1	"Peer Review #1 of ""PresB-Net: parametric binarized neural network with learnable activations and shuffled grouped convolution (v0.2)"""		peer-review
6	10.22541/au.170999570.04216064/v1	2024	10.22541/au.170999570.04216064/v1	BDD Efficiency: Survey of BDD Edge Ordering Algorithms in Network Reliability		posted-content
7	10.7287/peerj-cs.842v0.1/reviews/1	2022	10.7287/peerj-cs.842v0.1/reviews/1	"Peer Review #1 of ""PresB-Net: parametric binarized neural network with learnable activations and shuffled grouped convolution (v0.1)"""		peer-review
8	10.1109/ijcnn.2015.7280706	2015	10.1109/ijcnn.2015.7280706	Symbolic associations in neural network activations: Representations in the emergence of communication	2015 International Joint Conference on Neural Networks (IJCNN)	proceedings-article
9	10.1561/9781680836523.ch6	2020	10.1561/9781680836523.ch6	6. From Activations to Spikes	SpiNNaker: A Spiking Neural Network Architecture	book-chapter
10	10.1561/978-1-68083-653-020251007	2020	10.1561/978-1-68083-653-020251007	From Activations to Spikes	SpiNNaker - A Spiking Neural Network Architecture	book-chapter
11	10.7717/peerj-cs.842	2022	10.7717/peerj-cs.842	PresB-Net: parametric binarized neural network with learnable activations and shuffled grouped convolution	PeerJ Computer Science	journal-article
12	10.31590/ejosat.713601	2020	10.31590/ejosat.713601	Dorsal Hand Vein Identification Based on Deep Convolutional Neural Networks and Visualizing Intermediate Layer Activations	European Journal of Science and Technology	journal-article
13	10.31590/ejosat.araconf66	2020	10.31590/ejosat.araconf66	Dorsal Hand Vein Identification Based on Deep Convolutional Neural Networks and Visualizing Intermediate Layer Activations	European Journal of Science and Technology	journal-article
14	10.33612/diss.215191995	None	10.33612/diss.215191995	Deviations in neural activity and network integration underpinning the co-occurrence of emotion dysregulation and attention-deficit/hyperactivity disorder: Analyses of fMRI task activations and functional brain network topology		dissertation
15	10.1002/qre.562	2004	10.1002/qre.562	Neural Network Selection Mechanism for BDD Construction	Quality and Reliability Engineering International	journal-article
16	10.1021/acs.jpclett.1c01272.s001	None	10.1021/acs.jpclett.1c01272.s001	Neural Network Quantum Molecular Dynamics, Intermediate Range Order in GeSe2, and Neutron Scattering Experiments		component
17	10.58530/2024/3279	None	10.58530/2024/3279	Automatic Detection of BOLD Activations using a Semi-supervised Bidirectional LSTM Neural Network	ISMRM Annual Meeting	proceedings-article
18	10.1109/csit56902.2022.10000739	2022	10.1109/csit56902.2022.10000739	Feed-forward Neural Network Classifiers with Bithreshold-like Activations	2022 IEEE 17th International Conference on Computer Sciences and Information Technologies (CSIT)	proceedings-article
19	10.1101/2024.01.20.576341	2024	10.1101/2024.01.20.576341	Explorations of using a convolutional neural network to understand brain activations during movie watching		posted-content
20	10.46719/npsc2024.32.02	2024	10.46719/npsc2024.32.02	Quaternary Delayed Cohen-Grossberg Fuzzy Neural Network Synchronization with Non-continuous Activations	Neural, Parallel, and Scientific Computations	journal-article
