rank	source_id	year	doi	title	venue	type
1	10.1109/cicsyn.2013.26	2013	10.1109/cicsyn.2013.26	Representing Guard Dependencies in Dataflow Execution Traces	2013 Fifth International Conference on Computational Intelligence, Communication Systems and Networks	proceedings-article
2	10.1109/spl.2007.371755	2007	10.1109/spl.2007.371755	Execution of Algorithms Using a Dynamic Dataflow Model for Reconfigurable Hardware - Commands in Dataflow Graph	2007 3rd Southern Conference on Programmable Logic	proceedings-article
3	10.70675/c85685a6za3efz43c8z9c3bz5a3494700415	None	10.70675/c85685a6za3efz43c8z9c3bz5a3494700415	Execution trace management to support dynamic V&amp;V for executable DSMLs		dissertation
4	10.1109/dfm.2012.13	2012	10.1109/dfm.2012.13	Incorporating Dynamic Communication Patterns in a Static Dataflow Notation	2012 Data-Flow Execution Models for Extreme Scale Computing	proceedings-article
5	10.1109/tmscs.2018.2790921	2018	10.1109/tmscs.2018.2790921	Execution Trace Graph of Dataflow Process Networks	IEEE Transactions on Multi-Scale Computing Systems	journal-article
6	10.1109/acssc.2017.8335388	2017	10.1109/acssc.2017.8335388	Execution trace graph based interface synthesis of signal processing dataflow programs for heterogeneous MPSoCs	2017 51st Asilomar Conference on Signals, Systems, and Computers	proceedings-article
7	10.1109/globalsip.2015.7418326	2015	10.1109/globalsip.2015.7418326	Multicore execution of dynamic dataflow programs on the distributed application layer	2015 IEEE Global Conference on Signal and Information Processing (GlobalSIP)	proceedings-article
8	10.1109/vlsisoc.2006.313268	2006	10.1109/vlsisoc.2006.313268	Automatic Dataflow Execution with Reconfiguration and Dynamic Instruction Merging	2006 IFIP International Conference on Very Large Scale Integration	proceedings-article
9	10.1002/9780470690284.ch5	2002	10.1002/9780470690284.ch5	Enable or Disable: Evidence‐Based Clinical Problem‐Solving	Stroke Rehabilitation	other
10	10.1109/iscas45731.2020.9181275/video	None	10.1109/iscas45731.2020.9181275/video	Video for Decoupling the Multi-Rate Dataflow Execution in Coarse-Grained Reconfigurable Array		component
11	10.1109/iintec.2018.8695280	2018	10.1109/iintec.2018.8695280	A Model-based Synthesis Framework for the Execution of Dynamic Dataflow Actors	2018 International Conference on Internet of Things, Embedded Systems and Communications (IINTEC)	proceedings-article
12	10.3390/jlpea12030040	2022	10.3390/jlpea12030040	Dynamic SIMD Parallel Execution on GPU from High-Level Dataflow Synthesis	Journal of Low Power Electronics and Applications	journal-article
13	10.1093/acprof:oso/9780190213466.003.0002	2015	10.1093/acprof:oso/9780190213466.003.0002	Words Enable and Disable Thought	Rethinking Thought	book-chapter
14	10.1007/springerreference_13942	None	10.1007/springerreference_13942	execution trace	SpringerReference	reference-entry
15	10.1109/dfm.2013.11	2013	10.1109/dfm.2013.11	Polyhedral Constraints for Bounded-Memory Execution of Synchronized Filtering Dataflow	2013 Data-Flow Execution Models for Extreme Scale Computing	proceedings-article
16	10.1016/0262-8856(84)90056-8	1984	10.1016/0262-8856(84)90056-8	Satellite stations control enable/disable for cable TV	Image and Vision Computing	journal-article
17	10.1007/s11265-017-1260-8	2017	10.1007/s11265-017-1260-8	Design Flow for GPU and Multicore Execution of Dynamic Dataflow Programs	Journal of Signal Processing Systems	journal-article
18	10.3390/jlpea12030036	2022	10.3390/jlpea12030036	Performance Estimation of High-Level Dataflow Program on Heterogeneous Platforms by Dynamic Network Execution	Journal of Low Power Electronics and Applications	journal-article
19	10.1109/iwsoc.2006.348219	2006	10.1109/iwsoc.2006.348219	Execution of algorithms using a Dynamic Dataflow Model for Reconfigurable Hardware - A purpose for Matching Data	2006 6th International Workshop on System on Chip for Real Time Applications	proceedings-article
20	10.1177/0533316416659869	2016	10.1177/0533316416659869	Defences that Disable and Enable the Group: Contempt	Group Analysis	journal-article
21	10.1109/dfm.2013.9	2013	10.1109/dfm.2013.9	An Approach for Direct Dataflow Execution on Contemporary Multicore Systems	2013 Data-Flow Execution Models for Extreme Scale Computing	proceedings-article
22	10.1109/dfm.2013.13	2013	10.1109/dfm.2013.13	The Flexible Preconditions Model for Macro-Dataflow Execution	2013 Data-Flow Execution Models for Extreme Scale Computing	proceedings-article
23	10.1142/9789812812377_0013	1989	10.1142/9789812812377_0013	ENABLE AND DISABLE OPERATIONS OF AN ACP	Input/Output System of Minicomputers	book-chapter
24	10.1109/ipdps.2002.1016493	2002	10.1109/ipdps.2002.1016493	Implementing openMP using dataflow execution model for data locality and efficient parallel execution	Proceedings 16th International Parallel and Distributed Processing Symposium	proceedings-article
25	10.1109/dfm.2011.10	2011	10.1109/dfm.2011.10	An Efficient Stream Buffer Mechanism for Dataflow Execution on Heterogeneous Platforms with GPUs	2011 First Workshop on Data-Flow Execution Models for Extreme Scale Computing	proceedings-article
26	10.1109/dasip.2014.7115623	2014	10.1109/dasip.2014.7115623	Execution trace graph analysis of dataflow programs: Bounded buffer scheduling and deadlock recovery using model predictive control	Proceedings of the 2014 Conference on Design and Architectures for Signal and Image Processing	proceedings-article
27	10.1109/aina.2007.92	2007	10.1109/aina.2007.92	Modeling and Analysis of Interrupt Disable-Enable Scheme	21st International Conference on Advanced Networking and Applications (AINA '07)	proceedings-article
28	10.1109/dfm.2011.12	2011	10.1109/dfm.2011.12	GoDEL: A Multidirectional Dataflow Execution Model for Large-Scale Computing	2011 First Workshop on Data-Flow Execution Models for Extreme Scale Computing	proceedings-article
29	10.1007/11802839_54	2006	10.1007/11802839_54	Dynamic Instruction Merging and a Reconfigurable Array: Dataflow Execution with Software Compatibility	Lecture Notes in Computer Science	book-chapter
30	10.17587/it.27.625-633	2021	10.17587/it.27.625-633	Dynamic Control of Computation Consistency in the Parallel Dataflow Computing System	Informacionnye Tehnologii	journal-article
31	10.5220/0014832800004018	2026	10.5220/0014832800004018	AranduFlow: Towards Using Performance and Domain Metadata to Predict and Optimize Dataflow Execution in HPC Environments	Proceedings of the 28th International Conference on Enterprise Information Systems	proceedings-article
32	10.1201/9780429091346-13	2019	10.1201/9780429091346-13	Disable to enable: morbidity and quality-of-life challenges in adolescents with Crohn’s disease	Paediatric Gastrointestinal Disorders	book-chapter
33	10.1109/ipps.1992.222978	None	10.1109/ipps.1992.222978	A functional execution model for a non-dataflow tagged token architecture	Proceedings Sixth International Parallel Processing Symposium	proceedings-article
34	10.1002/9781118891261.ch7	2013	10.1002/9781118891261.ch7	Socially Enable Your Execution	Return on Impact	other
35	10.1109/ispa.2009.106	2009	10.1109/ispa.2009.106	A Domain Specific Language and Workflow Execution Engine to Enable Dynamic Workflows	2009 IEEE International Symposium on Parallel and Distributed Processing with Applications	proceedings-article
36	10.1201/b17724-37	2014	10.1201/b17724-37	3R (Retiming, Regeneration, Reshaping) Dataflow Engine to Enable Online Professional Health Care	mHealth Multidisciplinary Verticals	book-chapter
