rank	source_id	year	doi	title	venue	type
1	10.1109/iceict61637.2024.10671389	2024	10.1109/iceict61637.2024.10671389	Exact Observation Based Phase Preservation Bistatic SAR Sparse Imaging: Initial Result	2024 IEEE 7th International Conference on Electronic Information and Communication Technology (ICEICT)	proceedings-article
2	10.1109/icsidp62679.2024.10869034	2024	10.1109/icsidp62679.2024.10869034	Sparse SAR Separation Imaging via Exact Observation: Initial Result	2024 IEEE International Conference on Signal, Information and Data Processing (ICSIDP)	proceedings-article
3	10.21236/ada316165	1996	10.21236/ada316165	Site Assessment Report for F-16 Crash Site Albany County, Wyoming. Volume 1. 140th Fighter Wing Colorado Air National Guard Buckley Air National Guard Base Aurora, Colorado.		report
4	10.1097/00149078-198812010-00011	1988	10.1097/00149078-198812010-00011	ON-SITE INCINERATION REQUESTED FOR LOW-LEVEL RADIOACTIVE WASTE	Biomedical Safety &amp; Standards	journal-article
5	10.2139/ssrn.6618549	2026	10.2139/ssrn.6618549	Exact waveguide backbones for sparse precursors to tropical-cyclone rapid intensification		posted-content
6	10.1109/lsp.2026.3653383/mm1	None	10.1109/lsp.2026.3653383/mm1	An Extended Sparse Linear System for Exact Marginal Inference on Factor Graphs_supp1-3653383.pdf		component
7	10.3386/t0194	1996	10.3386/t0194	Exact Maximum Likelihood Estimation of Observation-Driven Econometric   Models		report
8	10.1214/10-ejs578	2010	10.1214/10-ejs578	Sparse regression with exact clustering	Electronic Journal of Statistics	journal-article
9	10.21203/rs.3.rs-660529/v1	2021	10.21203/rs.3.rs-660529/v1	Exact recovery of sparse signals with side information		posted-content
10	10.2514/6.2004-4905	2004	10.2514/6.2004-4905	Exact Algorithm for Sparse Multitarget Multisensor Tracking	AIAA Guidance, Navigation, and Control Conference and Exhibit	proceedings-article
11	10.5194/cp-2017-28-rc1	2017	10.5194/cp-2017-28-rc1	Requested Review		peer-review
12	10.5194/gmd-2019-24-rc2	2019	10.5194/gmd-2019-24-rc2	Requested review		peer-review
13	10.21236/ada297611	1995	10.21236/ada297611	Site Inspection Quality Control Plan,  Bennett Army National Guard Facility Bennett, Colorado.		report
14	10.32614/cran.package.wex	2025	10.32614/cran.package.wex	wex: Exact Observation Weights for the Kalman Filter and Smoother	CRAN: Contributed Packages	dataset
15	10.5957/attc-2001-002	2001	10.5957/attc-2001-002	Full-Scale Observation of Propeller Cavitation on a U.S Coast Guard Ship	SNAME 26th American Towing Tank Conference	proceedings-article
16	10.1109/icdm65498.2025.00018	2025	10.1109/icdm65498.2025.00018	Exact Sparse Orthogonal Dictionary Learning	2025 IEEE International Conference on Data Mining (ICDM)	proceedings-article
17	10.1109/indiancc.2018.8307958	2018	10.1109/indiancc.2018.8307958	Exact recovery of sparse signals from binary measurements	2018 Indian Control Conference (ICC)	proceedings-article
18	10.5194/gmd-2016-95-rc2	2016	10.5194/gmd-2016-95-rc2	Requested review		peer-review
19	10.5194/gmd-2016-95-rc5	2016	10.5194/gmd-2016-95-rc5	Requested review		peer-review
20	10.1093/jof/73.11.724	1975	10.1093/jof/73.11.724	Logging Around an Osprey Nest Site–An Observation	Journal of Forestry	journal-article
21	10.21203/rs.3.rs-6872673/v1	2025	10.21203/rs.3.rs-6872673/v1	Uncertainty Estimation Strategy for Grouped Target Tracking under Sparse Observation		posted-content
22	10.32388/cx7gu8	2020	10.32388/cx7gu8	Performed Observation Approach Anatomic Site Code	Definitions	reference-entry
23	10.1109/nana.2016.41	2016	10.1109/nana.2016.41	Exact Secrecy Throughput of MANETs with Guard Zone	2016 International Conference on Networking and Network Applications (NaNA)	proceedings-article
24	10.5194/se-2019-41-ec2	2019	10.5194/se-2019-41-ec2	requested changes		peer-review
25	10.32388/z2nm41	2020	10.32388/z2nm41	Defined Observation Target Anatomic Site Code	Definitions	reference-entry
26	10.1007/bf00348455	1988	10.1007/bf00348455	R. G. Boscovich's determination of instrumental errors in observation	Archive for History of Exact Sciences	journal-article
27	10.1093/oxfordhb/9780199931637.013.029	2016	10.1093/oxfordhb/9780199931637.013.029	Policing and Site Protection, Guard Posts, and Enclosure Walls	Oxford Handbooks Online	book
28	10.3366/edinburgh/9781474475969.003.0004	2021	10.3366/edinburgh/9781474475969.003.0004	‘Drama[s] of exact observation’: Spark and the Nouveau Roman	Muriel Spark's Early Fiction	book-chapter
29	10.2307/j.ctt5hjn3x.3	None	10.2307/j.ctt5hjn3x.3	AS REQUESTED	Imperial	book-chapter
30	10.1214/25-ejs2374	2025	10.1214/25-ejs2374	Exact variable selection in sparse nonparametric models	Electronic Journal of Statistics	journal-article
31	10.1007/978-3-642-28050-4_8	2012	10.1007/978-3-642-28050-4_8	Sparse Solutions of Sparse Linear Systems: Fixed-Parameter Tractability and an Application of Complex Group Testing	Lecture Notes in Computer Science	book-chapter
32	10.21437/interspeech.2010-621	2010	10.21437/interspeech.2010-621	Observation uncertainty measures for sparse imputation	Interspeech 2010	proceedings-article
33	10.1007/978-3-7643-8994-9_8	2009	10.1007/978-3-7643-8994-9_8	Non-harmonic Fourier Series and Exact Observability	Observation and Control for Operator Semigroups	book-chapter
34	10.1137/1.9781611977042.5	2022	10.1137/1.9781611977042.5	McSparse: Exact Solutions of Sparse Maximum Cut and Sparse Unconstrained Binary Quadratic Optimization Problems	2022 Proceedings of the Symposium on Algorithm Engineering and Experiments (ALENEX)	book-chapter
35	10.32388/5rc18o	2020	10.32388/5rc18o	Defined Observation Target Anatomic Site Laterality Code	Definitions	reference-entry
36	10.32920/ryerson.14661834.v1	2021	10.32920/ryerson.14661834.v1	Recommender system on social networking site with domain specific and sparse data		posted-content
37	10.32388/1mchwl	2020	10.32388/1mchwl	Performed Observation Approach Anatomic Site Laterality Code	Definitions	reference-entry
38	10.1021/jacs.6b11525.s001	None	10.1021/jacs.6b11525.s001	Direct Observation of Nanosecond Water Exchange Dynamics at a Protein Metal Site		component
39	10.7717/peerj-cs.1626/table-5	None	10.7717/peerj-cs.1626/table-5	Table 5: Requested action satisfaction policy.		component
40	10.5194/cp-2016-78-rc1	2016	10.5194/cp-2016-78-rc1	Review requested by journal editor		peer-review
41	10.21236/ada284596	1994	10.21236/ada284596	Rapid Response Initiative Underground Storage Tank Investigations. Site Assessment for Underground Storage Tank Closure Report for Hardwood Range Site, Wisconsin Air National Guard, Volk Field, Camp Douglas, Wisconsin		report
42	10.32388/padn7l	2020	10.32388/padn7l	Defined Observation Result Target Anatomic Site Code	Definitions	reference-entry
43	10.32920/ryerson.14661834	2021	10.32920/ryerson.14661834	Recommender system on social networking site with domain specific and sparse data		posted-content
44	10.1007/s10915-024-02584-4	2024	10.1007/s10915-024-02584-4	Continuous Exact Relaxation and Alternating Proximal Gradient Algorithm for Partial Sparse and Partial Group Sparse Optimization Problems	Journal of Scientific Computing	journal-article
45	10.1109/iccv.2017.536	2017	10.1109/iccv.2017.536	Sparse Exact PGA on Riemannian Manifolds	2017 IEEE International Conference on Computer Vision (ICCV)	proceedings-article
46	10.1007/s00180-008-0147-3	2009	10.1007/s00180-008-0147-3	An exact approach to sparse principal component analysis	Computational Statistics	journal-article
47	10.32614/cran.package.sequencespikeslab	2019	10.32614/cran.package.sequencespikeslab	SequenceSpikeSlab: Exact Bayesian Model Selection Methods for the Sparse Normal Sequence Model	CRAN: Contributed Packages	dataset
48	10.1007/s004070050040	1999	10.1007/s004070050040	A Likely Source of an Observation Report in Ptolemy's Almagest	Archive for History of Exact Sciences	journal-article
49	10.1287/ijoc.2022.0372.cd	2024	10.1287/ijoc.2022.0372.cd	Code and Data Repository for Exact and Approximation Algorithms for Sparse Principal Component Analysis	INFORMS Journal on Computing	journal-article
