rank	openalex_id	year	doi	title	venue	type
1	W2105197197	2002	https://doi.org/10.1613/jair.989	A Knowledge Compilation Map	Journal of Artificial Intelligence Research	article
2	W2142410027	2008		Extending the Knowledge Compilation Map: Krom, Horn, Affine and Beyond	HAL (Le Centre pour la Communication Scientifique Directe)	preprint
3	W1567115194	2008	https://doi.org/10.3233/978-1-58603-891-5-50	Extending the Knowledge Compilation Map: Closure Principles	Frontiers in artificial intelligence and applications	book-chapter
4	W1740708312	2013		Towards a Knowledge Compilation Map for Heterogeneous Representation Languages	HAL (Le Centre pour la Communication Scientifique Directe)	preprint
5	W2283015166	2014		Expander CNFs have Exponential DNNF Size.		article
6	W2183788701	2014	https://doi.org/10.1609/aaai.v28i1.8853	A Knowledge Compilation Map for Ordered Real-Valued Decision Diagrams	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
7	W3009066664	2010		Knowledge Compilation Map		book
8	W3034487340	2020	https://doi.org/10.24963/ijcai.2020/229	Switch-List Representations in a Knowledge Compilation Map		conference-paper
9	W2965433331	2019	https://doi.org/10.24963/ijcai.2019/804	Evaluating the Interpretability of the Knowledge Compilation Map: Communicating Logical Statements Effectively		conference-paper
10	W3080169062	2020	https://doi.org/10.24963/kr.2020/86	On Tractable XAI Queries based on Compiled Representations		conference-paper
11	W3097852793	2020	https://doi.org/10.1613/jair.1.12199	Properties of Switch-List Representations of Boolean Functions	Journal of Artificial Intelligence Research	article
12	W1558392588	2010	https://doi.org/10.1609/aaai.v24i1.7587	Knowledge Compilation in the Modal Logic S5	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
13	W2786964119	2018	https://doi.org/10.1007/s00224-018-9904-z	On the Relative Succinctness of Sentential Decision Diagrams	Theory of Computing Systems	article
14	W37712801	2014	https://doi.org/10.48550/arxiv.1410.6690	On the Complexity of Optimization Problems based on Compiled NNF Representations	arXiv (Cornell University)	preprint
15	W4390095010	2024	https://doi.org/10.1007/s10472-024-09935-9	An extended knowledge compilation map for conditional preference statements-based and generalized additive utilities-based languages	Annals of Mathematics and Artificial Intelligence	article
16	W4297670974	2015	https://doi.org/10.1609/aaai.v29i1.9763	Compile!	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
17	W4393147601	2024	https://doi.org/10.1609/aaai.v38i9.28926	A Compiler for Weak Decomposable Negation Normal Form	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
18	W3175110185	2022	https://doi.org/10.1613/jair.1.13283	On the Tractability of SHAP Explanations	Journal of Artificial Intelligence Research	article
19	W2062818807	2007	https://doi.org/10.1016/j.artint.2007.11.002	On probabilistic inference by weighted model counting	Artificial Intelligence	article
20	W3175442486	2021	https://doi.org/10.1609/aaai.v35i5.16501	Backdoor Decomposable Monotone Circuits and Propagation Complete Encodings	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
21	W4409365482	2025	https://doi.org/10.1609/aaai.v39i14.33657	Tensor Decomposition Meets Knowledge Compilation: A Study Comparing Tensor Trains with OBDDs	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
22	W2102506621	2014	https://doi.org/10.1017/s1471068414000076	Inference and learning in probabilistic logic programs using weighted Boolean formulas	Theory and Practice of Logic Programming	article
23	W2163949730	2005	https://doi.org/10.1016/j.ijar.2005.10.001	Compiling relational Bayesian networks for exact inference	International Journal of Approximate Reasoning	article
24	W4367667787	2013		Towards a Knowledge Compilation Map for Heterogeneous Representation Language	Open Archive Toulouse Archive Ouverte (University of Toulouse)	conference-paper
25	W2154055561	2007	https://doi.org/10.1016/j.artint.2006.11.003	AND/OR search spaces for graphical models	Artificial Intelligence	article
