rank	openalex_id	year	doi	title	venue	type
1	W2024955813	2009	https://doi.org/10.1016/j.tcs.2009.06.014	Configuration structures, event structures and Petri nets	Theoretical Computer Science	article
2	W2080873675	2012	https://doi.org/10.1371/journal.pgen.1002453	Inference of Population Structure using Dense Haplotype Data	PLoS Genetics	article
3	W3035686316	2020	https://doi.org/10.1016/j.ijinfomgt.2020.102168	Setting the future of digital and social media marketing research: Perspectives and research propositions	International Journal of Information Management	article
4	W2296604987	2002	https://doi.org/10.1109/lics.1995.523257	Configuration structures		conference-paper
5	W2126278534	2004	https://doi.org/10.1037/0033-295x.111.1.205	Structure and Deterioration of Semantic Memory: A Neuropsychological and Computational Investigation.	Psychological Review	article
6	W2738241474	2017	https://doi.org/10.1016/j.lrp.2017.06.007	Business models and dynamic capabilities	Long Range Planning	article
7	W2319234805	2013	https://doi.org/10.1093/jopart/mut039	Combining Structure, Governance, and Context: A Configurational Approach to Network Effectiveness	Journal of Public Administration Research and Theory	article
8	W2101421856	2001	https://doi.org/10.1093/nar/29.18.3705	Structure and function of type II restriction endonucleases	Nucleic Acids Research	article
9	W2105232709	2009	https://doi.org/10.1016/j.jmp.2009.04.005	Quantum structure in cognition	Journal of Mathematical Psychology	article
10	W2158135958	2000	https://doi.org/10.1086/316962	The Social Structure of Entrepreneurial Activity: Geographic Concentration of Footwear Production in the United States, 1940–1989	American Journal of Sociology	article
11	W2021089599	1996	https://doi.org/10.1017/cbo9780511569951	A Compositional Approach to Performance Modelling	Cambridge University Press eBooks	book
12	W1886309537	1986	https://doi.org/10.1042/bj2360313	Structure and function of heparan sulphate proteoglycans	Biochemical Journal	article
13	W2264050319	2016	https://doi.org/10.3390/su8010043	Designing the Business Models for Circular Economy—Towards the Conceptual Framework	Sustainability	article
14	W1983440413	1991	https://doi.org/10.2307/415107	Structure and intonation	Language	article
15	W2153524047	1977	https://doi.org/10.1111/j.1540-6261.1977.tb03267.x	DEBT AND TAXES*	The Journal of Finance	article
16	W2766023562	2017	https://doi.org/10.1002/per.2115	Integrating Personality Structure, Personality Process, and Personality Development	European Journal of Personality	article
17	W1034999313	2015	https://doi.org/10.1016/j.tecto.2015.07.003	Mantle structure and tectonic history of SE Asia	Tectonophysics	article
18	W2010870281	1985	https://doi.org/10.1016/0079-6107(85)90001-x	The role of the α-helix dipole in protein function and structure	Progress in Biophysics and Molecular Biology	article
19	W2103810259	2007	https://doi.org/10.1287/orsc.1060.0232	Business Model Design and the Performance of Entrepreneurial Firms	Organization Science	article
20	W4322499406	2023	https://doi.org/10.15845/nwr.v11.3677	Tractatus Logico-Philosophicus	Nordic Wittgenstein Review	article
21	W2079527332	1974	https://doi.org/10.3758/bf03196896	A propositional theory of recognition memory	Memory & Cognition	article
22	W1976195354	1992	https://doi.org/10.1016/0304-3975(92)90182-f	Conditional rewriting logic as a unified model of concurrency	Theoretical Computer Science	article
23	W1970326465	2001	https://doi.org/10.1006/inco.2001.3060	Contextual Petri Nets, Asymmetric Event Structures, and Processes	Information and Computation	article
24	W1999690985	1998	https://doi.org/10.1016/s0010-0277(97)00041-3	Two dogmas of conceptual empiricism: implications for hybrid models of the structure of knowledge	Cognition	article
25	W1748219629	2005		Event structure in American Sign Language	Texas ScholarWorks (Texas Digital Library)	dissertation
