rank	source_id	year	doi	title	venue	type
1	10.1145/1869542.1869544	2010	10.1145/1869542.1869544	now happens-before later	Proceedings of the ACM international conference companion on Object oriented programming systems languages and applications companion	proceedings-article
2	10.1145/2858788.2688533	2015	10.1145/2858788.2688533	The lazy happens-before relation: better partial-order reduction for systematic concurrency testing	ACM SIGPLAN Notices	journal-article
3	10.1145/2688500.2688533	2015	10.1145/2688500.2688533	The lazy happens-before relation: better partial-order reduction for systematic concurrency testing	Proceedings of the 20th ACM SIGPLAN Symposium on Principles and Practice of Parallel Programming	proceedings-article
4	10.2307/j.ctv1g4rvh7.19	2021	10.2307/j.ctv1g4rvh7.19	The Lazy Susan	Peach State	book-chapter
5	10.1126/science.aah7353	2021	10.1126/science.aah7353	Can ‘predictive policing' prevent crime before it happens?	AAAS Articles DO Group	dataset
6	10.64628/ab.vu7ft4qjk	2013	10.64628/ab.vu7ft4qjk	Spotting the collapse of a species before it happens		posted-content
7	10.1021/acs.jcim.5b00331.s001	None	10.1021/acs.jcim.5b00331.s001	H274Ys Effect on Oseltamivir Resistance: What Happens Before the Drug Enters the Binding Site		component
8	10.1145/2632362.2632365	2014	10.1145/2632362.2632365	Approximating happens-before order: interplay between static analysis and state space traversal	Proceedings of the 2014 International SPIN Symposium on Model Checking of Software	proceedings-article
9	10.2139/ssrn.6327478	2026	10.2139/ssrn.6327478	The Epistemic Tension Metric: Quantifying Model Breakdown Before It Happens		posted-content
10	10.4324/9781315566863-23	2016	10.4324/9781315566863-23	What happens before service design?	An Introduction to Industrial Service Design	book-chapter
11	10.63620/mkjcnr.2026.1067	2026	10.63620/mkjcnr.2026.1067	Clinical Emotional Forecasting: A Conceptual Framework for How Nurses Anticipate a Patient’s Next Emotional State Before It Happens	Journal of Clinical Nursing &amp; Reports	journal-article
12	10.3133/fs20043060	2004	10.3133/fs20043060	Mapping a flood before it happens	Fact Sheet	report-component
13	10.1037/e564312006-002	1995	10.1037/e564312006-002	Controlling Crime Before It Happens: Risk-Focused Prevention	PsycEXTRA Dataset	dataset
14	10.5040/9798400670077.ch-005	2012	10.5040/9798400670077.ch-005	Teaching, and what Happens Before and After	Information Basics for College Students	other
15	10.32674/3c7ks911	2024	10.32674/3c7ks911	Don’t Quit Before the Miracle Happens	Bridging Cultures, Empowering Futures: Global Citizenship and International Education	book-chapter
