rank	openalex_id	year	doi	title	venue	type
1	W2112796928	1998	https://doi.org/10.1109/5.726791	Gradient-based learning applied to document recognition	Proceedings of the IEEE	article
2	W2169015768	2001	https://doi.org/10.1103/physreve.64.026118	Random graphs with arbitrary degree distributions and their applications	Physical review. E, Statistical physics, plasmas, fluids, and related interdisciplinary topics	article
3	W3010336026	2021	https://doi.org/10.1145/3447772	Knowledge Graphs	ACM Computing Surveys	article
4	W2913663755	1995	https://doi.org/10.1016/0304-3975(94)00172-f	Symbolic bisimulations	Theoretical Computer Science	article
5	W3046238651	2020	https://doi.org/10.1016/j.jbi.2020.103655	The role of explainability in creating trustworthy artificial intelligence for health care: A comprehensive survey of the terminology, design choices, and evaluation strategies	Journal of Biomedical Informatics	article
6	W2132544882	2004	https://doi.org/10.1007/s10207-004-0055-7	OFMC: A symbolic model checker for security protocols	International Journal of Information Security	article
7	W3003257820	2020	https://doi.org/10.1038/s41592-019-0686-2	SciPy 1.0: fundamental algorithms for scientific computing in Python	Nature Methods	article
8	W2124026197	2010	https://doi.org/10.1107/s0907444910007493	Features and development of <i>Coot</i>	Acta Crystallographica Section D Biological Crystallography	article
9	W4243417134	2006	https://doi.org/10.2166/hydro.2006.020b	A symbolic data-driven technique based on evolutionary polynomial regression	Journal of Hydroinformatics	article
10	W2605974740	1991	https://doi.org/10.1023/a:1022602303196	Symbolic and Neural Learning Algorithms: An Experimental Comparison	Machine Learning	article
11	W4390502602	2024	https://doi.org/10.1007/s10462-023-10622-0	Interpretable scientific discovery with symbolic regression: a review	Artificial Intelligence Review	article
12	W3172335055	2021	https://doi.org/10.18653/v1/2021.naacl-main.45	QA-GNN: Reasoning with Language Models and Knowledge Graphs for Question Answering		conference-paper
13	W2159211495	2011	https://doi.org/10.1107/s0907444911001314	<i>REFMAC</i>5 for the refinement of macromolecular crystal structures	Acta Crystallographica Section D Biological Crystallography	article
14	W2555077524	2016	https://doi.org/10.1007/s10618-016-0483-9	The great time series classification bake off: a review and experimental evaluation of recent algorithmic advances	Data Mining and Knowledge Discovery	article
15	W2997704374	2020	https://doi.org/10.1609/aaai.v34i07.6989	When Radiology Report Generation Meets Knowledge Graph	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
16	W1606255099	2012	https://doi.org/10.4230/lipics.stacs.2016.50	Knapsack in Graph Groups, HNN-Extensions and Amalgamated Products	arXiv (Cornell University)	preprint
17	W2950457956	2019	https://doi.org/10.18653/v1/p19-1081	OpenDialKG: Explainable Conversational Reasoning with Attention-based Walks over Knowledge Graphs		conference-paper
18	W4321011699	2023	https://doi.org/10.48550/arxiv.2302.06675	Symbolic Discovery of Optimization Algorithms	arXiv (Cornell University)	preprint
19	W2787066086	2018	https://doi.org/10.1613/jair.5575	From Skills to Symbols: Learning Symbolic Representations for Abstract High-Level Planning	Journal of Artificial Intelligence Research	article
20	W1546842539	2008	https://doi.org/10.63317/4jz3ofdiea49	A Comparative Evaluation of Term Recognition Algorithms		conference-paper
21	W1838714828	2016	https://doi.org/10.1109/tac.2016.2593947	Feedback Refinement Relations for the Synthesis of Symbolic Controllers	IEEE Transactions on Automatic Control	article
22	W1965675974	2002	https://doi.org/10.1145/544220.544231	A graph-based recommender system for digital library		conference-paper
23	W4366429305	2023	https://doi.org/10.1007/s11831-023-09922-z	Artificial Intelligence in Physical Sciences: Symbolic Regression Trends and Perspectives	Archives of Computational Methods in Engineering	article
24	W2169063148	2010	https://doi.org/10.1145/1831708.1831732	Parallel symbolic execution for structural test generation		conference-paper
25	W1968448471	2001	https://doi.org/10.1016/s0304-3975(00)00103-1	Symbolic model checking with rich assertional languages	Theoretical Computer Science	article
26	W1992419399	1999	https://doi.org/10.1145/331499.331504	Data clustering	ACM Computing Surveys	article
27	W2152132697	2001	https://doi.org/10.1109/34.954602	Structural graph matching using the EM algorithm and singular value decomposition	IEEE Transactions on Pattern Analysis and Machine Intelligence	article
28	W2610547191	2007	https://doi.org/10.55630/sjc.2007.1.131-156	On Graph-Based Cryptography and Symbolic Computations	Serdica Journal of Computing	article
29	W3210179814	2021	https://doi.org/10.1016/j.artint.2021.103627	Knowledge graphs as tools for explainable machine learning: A survey	Artificial Intelligence	article
30	W2997062749	2020	https://doi.org/10.1609/aaai.v34i01.5354	Knowledge Graph Alignment Network with Gated Multi-Hop Neighborhood Aggregation	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
31	W2066353350	2012	https://doi.org/10.1145/2338965.2336771	Memoized symbolic execution		conference-paper
32	W2100288455	2003	https://doi.org/10.1002/asi.10372	A graph model for E‐commerce recommender systems	Journal of the American Society for Information Science and Technology	article
33	W3124474911	2021	https://doi.org/10.1016/j.inffus.2021.01.008	Towards multi-modal causability with Graph Neural Networks enabling information fusion for explainable AI	Information Fusion	article
34	W2604799547	2018	https://doi.org/10.1613/jair.5477	Survey of the State of the Art in Natural Language Generation: Core tasks, applications and evaluation	Journal of Artificial Intelligence Research	article
35	W3088836971	2020	https://doi.org/10.3233/ia-190036	On the integration of symbolic and sub-symbolic techniques for XAI: A survey	Intelligenza Artificiale	article
36	W3090369187	2021	https://doi.org/10.1145/3477141	Computing Graph Neural Networks: A Survey from Algorithms to Accelerators	ACM Computing Surveys	article
37	W2615447451	2006		Results of the Ontology Alignment Evaluation Initiative	MADOC (University of Mannheim)	conference-paper
