rank	source_id	year	doi	title	venue	type
1	10.32388/dce24k	2020	10.32388/dce24k	Delayed Release Granule for Suspension Dosage Form	Definitions	reference-entry
2	10.32388/ukrrxc	2020	10.32388/ukrrxc	Delayed Release Granule for Oral Suspension Dosage Form	Definitions	reference-entry
3	10.26226/morressier.604907f41a80aac83ca25cc6	2021	10.26226/morressier.604907f41a80aac83ca25cc6	Nondeterministic and co-Nondeterministic Implies Deterministic, for Data Languages		posted-content
4	10.1016/0141-1187(83)90018-4	1983	10.1016/0141-1187(83)90018-4	Nondeterministic wave force on fixed small vertical piles	Applied Ocean Research	journal-article
5	10.1007/978-3-7091-1306-6_6	2012	10.1007/978-3-7091-1306-6_6	Combined Methods in Nondeterministic Mechanics	Nondeterministic Mechanics	book-chapter
6	10.21236/ada262414	1989	10.21236/ada262414	Force Distribution in the Suspension Lines of Cross Parachutes		report
7	10.17816/0321-4443-625949-4221463	None	10.17816/0321-4443-625949-4221463	Fig. 3. Stiffness curves of the pneumatic wheel with the spring-hydraulic mini-suspension at the inclination angle α = 55°: 1 — elastic force of the tire of the proposed wheel; 2 — vertical force of the mini-suspension at the sprung support roller; 3 — total elastic force of the proposed wheel; 4 — elastic force of a pneumatic tire of a normal wheel; Рст and hст — force and deformation of the wheel tire under static load; Рст.пш and Рст.мп — elastic force of the tire of the proposed wheel and vertical force of the mini-suspension at the sprung roller under static load.		component
8	10.3901/jme.2021.03.247	2021	10.3901/jme.2021.03.247	Suspension Force Capacity of Polishing Tool during Hydrodynamic Suspension Polishing	Journal of Mechanical Engineering	journal-article
9	10.15659/ijaat.17.04.515	2017	10.15659/ijaat.17.04.515	INVESTIGATION OF ACTIVE SUSPENSION CONTROL STRATEGIES ONLY WITH WHEEL MOTION MEASUREMENTS: DELAYED RESONATOR AND GROUND HOOK	INTERNATIONAL JOURNAL OF ADVANCES ON AUTOMOTIVE AND TECHNOLOGY	journal-article
10	10.2139/ssrn.5339606	2025	10.2139/ssrn.5339606	A Compactor-Soil Coupling Model Considering Mechanical Inertia and its Delayed Feedback Active Suspension Control		posted-content
11	10.1021/acs.iecr.0c06130.s001	None	10.1021/acs.iecr.0c06130.s001	Controlling Drying Stress and Mechanical Properties of Battery Electrodes Using a Capillary Force-Induced Suspension System		component
12	10.2139/ssrn.5111477	2025	10.2139/ssrn.5111477	Fractional Delayed Feedback for Semi-Active Suspension Control of Nonlinear Jumping Quarter Car Model		posted-content
13	10.1016/s0031-398x(08)70230-3	2008	10.1016/s0031-398x(08)70230-3	Patanase Nasal Spray, Prilosec Delayed- Release Oral Suspension	Pediatric News	journal-article
14	10.2172/469111	1996	10.2172/469111	Dynamic stability of repulsive-force maglev suspension systems		report
15	10.5194/esurf-2016-33-sc1	2016	10.5194/esurf-2016-33-sc1	on the use of clear-water turbulence characteristics in the suspension criterion's force balance		peer-review
16	10.1016/j.automatica.2019.06.022	2019	10.1016/j.automatica.2019.06.022	Bisimilarity enforcing supervisory control of nondeterministic discrete event systems with nondeterministic specifications	Automatica	journal-article
17	10.1109/eurcon.2009.5167743	2009	10.1109/eurcon.2009.5167743	Delayed feedback control as applied to active suspension of a ground vehicle	IEEE EUROCON 2009	proceedings-article
18	10.1109/cca.2004.1387232	None	10.1109/cca.2004.1387232	Multiple robot force control with delayed force measurements	Proceedings of the 2004 IEEE International Conference on Control Applications, 2004.	proceedings-article
19	10.2139/ssrn.4700371	2024	10.2139/ssrn.4700371	Delayed Feedback Active Suspension Control for Chaos in Quarter Car Model with Jumping Nonlinearity		posted-content
20	10.1109/icaml54311.2021.00082	2021	10.1109/icaml54311.2021.00082	Research on the Suspension Force Model for the Large-Air-Gap Permanent-Magnet Suspension Belt Conveyor	2021 3rd International Conference on Applied Machine Learning (ICAML)	proceedings-article
21	10.1109/ccc.1997.612300	None	10.1109/ccc.1997.612300	Nondeterministic polynomial time versus nondeterministic logarithmic space: time-space tradeoffs for satisfiability	Proceedings of Computational Complexity. Twelfth Annual IEEE Conference	proceedings-article
22	10.1109/cdc.2018.8618909	2018	10.1109/cdc.2018.8618909	Maximally Permissive Supervisory Control of Nondeterministic Discrete Event Systems with Nondeterministic Specifications	2018 IEEE Conference on Decision and Control (CDC)	proceedings-article
23	10.4028/www.scientific.net/aef.2-3.1099	2011	10.4028/www.scientific.net/aef.2-3.1099	Improvement of Zero Suspension Force Performance Using a Special Magnet for a Magnetic Suspension Device	Advanced Engineering Forum	journal-article
24	10.1093/oed/8789195279	2023	10.1093/oed/8789195279	nondeterministic, adj.	Oxford English Dictionary	book-chapter
25	10.3403/00604270	None	10.3403/00604270	General methods of test for pigments and extenders		standard
26	10.1007/978-3-030-41728-4_6	2020	10.1007/978-3-030-41728-4_6	Bounds on Complexity and Algorithms for Construction of Nondeterministic and Strongly Nondeterministic Decision Trees for Decision Tables	Intelligent Systems Reference Library	book-chapter
27	10.3403/00604270u	None	10.3403/00604270u	General methods of test for pigments and extenders		standard
