rank	source_id	year	doi	title	venue	type
1	10.1109/access.2019.2894352	2019	10.1109/access.2019.2894352	Minimum Initial Marking Estimation in Labeled Petri Nets With Unobservable Transitions	IEEE Access	journal-article
2	10.1109/etfa.2013.6648063	2013	10.1109/etfa.2013.6648063	Marking estimation of Time Petri nets with unobservable transitions	2013 IEEE 18th Conference on Emerging Technologies &amp; Factory Automation (ETFA)	proceedings-article
3	10.1109/tase.2013.2290314	2014	10.1109/tase.2013.2290314	State Estimation of Timed Labeled Petri Nets With Unobservable Transitions	IEEE Transactions on Automation Science and Engineering	journal-article
4	10.1109/tsmc.2014.2353575	2015	10.1109/tsmc.2014.2353575	Marking Estimation of P-Time Petri Nets With Unobservable Transitions	IEEE Transactions on Systems, Man, and Cybernetics: Systems	journal-article
5	10.1109/tii.2022.3200598	2023	10.1109/tii.2022.3200598	Digital-Twin Consistency Checking Based on Observed Timed Events With Unobservable Transitions in Smart Manufacturing	IEEE Transactions on Industrial Informatics	journal-article
6	10.1109/tsmc.2024.3357742	2024	10.1109/tsmc.2024.3357742	Minimum Initial Marking Estimation in Labeled Petri Nets With Unobservable Transitions Based on Minimal Explanations	IEEE Transactions on Systems, Man, and Cybernetics: Systems	journal-article
7	10.7717/peerj.6089/fig-3	None	10.7717/peerj.6089/fig-3	Figure 3: Morphological criteria marking transitions to P0–P8.		component
8	10.1109/icnp.1993.340890	None	10.1109/icnp.1993.340890	Probabilistic conformance testing of protocols with unobservable transitions	1993 International Conference on Network Protocols	proceedings-article
9	10.1093/oso/9780198789611.003.0007	2019	10.1093/oso/9780198789611.003.0007	Marking Times and Transitions	The Figure of the Child in Contemporary Evangelicalism	book-chapter
10	10.2139/ssrn.4843143	2024	10.2139/ssrn.4843143	Exact Solution to a Machine Maintenance Problem with Multiple Unobservable States	SSRN Electronic Journal	journal-article
11	10.1007/978-1-4899-6782-4_3	1981	10.1007/978-1-4899-6782-4_3	A Drop of Milk: Observer, Observation, Observable and Unobservable	Mathematics and Physics	book-chapter
12	10.1007/978-3-030-57628-8_9	2020	10.1007/978-3-030-57628-8_9	Active Learning of Timed Automata with Unobservable Resets	Lecture Notes in Computer Science	book-chapter
13	10.1080/0005772x.2016.1205327	2016	10.1080/0005772x.2016.1205327	Observation Hive Marking Apparatus (OHMA): An Inexpensive Method For Mass-Marking Honey Bees In Observation Hives	Bee World	journal-article
14	10.20944/preprints202409.2044.v1	2024	10.20944/preprints202409.2044.v1	On Deadlock Analysis and Characterization of Labeled Petri Nets with Undistinguishable and Unobservable Transitions		posted-content
15	10.7717/peerj.4877/fig-5	None	10.7717/peerj.4877/fig-5	Figure 5: An example of Timed Continuous Petri net where ‘○’ represents places and ‘□’ represents transitions.		component
16	10.1109/cdc.1996.577490	None	10.1109/cdc.1996.577490	Supervisory control of Petri nets with uncontrollable/unobservable transitions	Proceedings of 35th IEEE Conference on Decision and Control	proceedings-article
17	10.1007/978-1-4615-5711-1_4	1998	10.1007/978-1-4615-5711-1_4	Uncontrollable and Unobservable Transitions	Supervisory Control of Discrete Event Systems Using Petri Nets	book-chapter
18	10.3390/math13040563	2025	10.3390/math13040563	Verification of Detectability for Time Labeled Petri Net Systems with Unobservable Transitions	Mathematics	journal-article
19	10.1002/9781119619727.ch7	2020	10.1002/9781119619727.ch7	Supervisor Synthesis with Uncontrollable and Unobservable Transitions	Supervisory Control and Scheduling of Resource Allocation Systems	other
20	10.1515/9781400827992.51	2009	10.1515/9781400827992.51	Observation	Marking Time	book-chapter
21	10.3390/math12223523	2024	10.3390/math12223523	On Deadlock Analysis and Characterization of Labeled Petri Nets with Undistinguishable and Unobservable Transitions	Mathematics	journal-article
22	10.1007/978-1-4615-2688-9_4	1994	10.1007/978-1-4615-2688-9_4	Exact Delay Computation	Timed Boolean Functions	book-chapter
23	10.1007/978-1-4615-2688-9_6	1994	10.1007/978-1-4615-2688-9_6	Exact Circuit Performance Validation	Timed Boolean Functions	book-chapter
24	10.1007/978-94-015-9391-5_19	2000	10.1007/978-94-015-9391-5_19	Observation, Contextuality, and Realism	Boston Studies in the Philosophy of Science	book-chapter
25	10.1021/acsestair.5c00504.s001	None	10.1021/acsestair.5c00504.s001	Improving Source-Sink Analysis of Atmospheric Species Using Observation-Based Box Model with Reaction Marking		component
26	10.1109/icsmc.2007.4413809	2007	10.1109/icsmc.2007.4413809	Marking estimation of fuzzy timed marked graphs	2007 IEEE International Conference on Systems, Man and Cybernetics	proceedings-article
