rank	source_id	year	doi	title	venue	type
1	10.21203/rs.3.rs-3257081/v1	2023	10.21203/rs.3.rs-3257081/v1	Dynamic Partial Order Reduction Based on Interference Solution		posted-content
2	10.1007/978-3-658-12680-3_4	2016	10.1007/978-3-658-12680-3_4	Dynamic Partial Order Reduction in Stateful Model Checking	Complete Symbolic Simulation of SystemC Models	book-chapter
3	10.70675/f5fc5032zc27dz4fffza3cbzd9a01566f10d	None	10.70675/f5fc5032zc27dz4fffza3cbzd9a01566f10d	Partial order reduction for timed systems		dissertation
4	10.1115/1.2801119	1995	10.1115/1.2801119	Well-Conditioned Observer Design for Observer-Based Monitoring Systems	Journal of Dynamic Systems, Measurement, and Control	journal-article
5	10.1109/fmcad.2016.7886672	2016	10.1109/fmcad.2016.7886672	Hybrid partial order reduction with under-approximate dynamic points-to and determinacy information	2016 Formal Methods in Computer-Aided Design (FMCAD)	proceedings-article
6	10.1145/3293882.3338987	2019	10.1145/3293882.3338987	Conditional dynamic partial order reduction and optimality results	Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis	proceedings-article
7	10.1145/1047659.1040315	2005	10.1145/1047659.1040315	Dynamic partial-order reduction for model checking software	ACM SIGPLAN Notices	journal-article
8	10.1115/imece1996-0342	1996	10.1115/imece1996-0342	Discrete-Time Well-Conditioned State Observer Design and Evaluation	Dynamic Systems and Control	proceedings-article
9	10.1145/2578855.2535845	2014	10.1145/2578855.2535845	Optimal dynamic partial order reduction	ACM SIGPLAN Notices	journal-article
10	10.1145/2813885.2737956	2015	10.1145/2813885.2737956	Dynamic partial order reduction for relaxed memory models	ACM SIGPLAN Notices	journal-article
11	10.1145/1040305.1040315	2005	10.1145/1040305.1040315	Dynamic partial-order reduction for model checking software	Proceedings of the 32nd ACM SIGPLAN-SIGACT symposium on Principles of programming languages	proceedings-article
12	10.1515/9783111636146-010	2025	10.1515/9783111636146-010	10 Reduction of some partial dynamic equations	Partial Dynamic Equations	book-chapter
13	10.1515/9783111636146-001	2025	10.1515/9783111636146-001	1 Classification of second-order partial dynamic equations	Partial Dynamic Equations	book-chapter
14	10.7763/ijmo.2014.v4.380	2014	10.7763/ijmo.2014.v4.380	Partial Order Reduction for Verification of WS-BPEL	International Journal of Modeling and Optimization	journal-article
15	10.1007/978-3-642-35632-2_4	2013	10.1007/978-3-642-35632-2_4	Scalable Dynamic Partial Order Reduction	Lecture Notes in Computer Science	book-chapter
16	10.1145/2535838.2535845	2014	10.1145/2535838.2535845	Optimal dynamic partial order reduction	Proceedings of the 41st ACM SIGPLAN-SIGACT Symposium on Principles of Programming Languages	proceedings-article
17	10.1007/978-3-540-85361-9_21	2008	10.1007/978-3-540-85361-9_21	Dynamic Partial Order Reduction Using Probe Sets	Lecture Notes in Computer Science	book-chapter
18	10.1007/978-3-540-73370-6_6	None	10.1007/978-3-540-73370-6_6	Distributed Dynamic Partial Order Reduction Based Verification of Threaded Software	Lecture Notes in Computer Science	book-chapter
19	10.1007/978-3-540-85114-1_20	None	10.1007/978-3-540-85114-1_20	Efficient Stateful Dynamic Partial Order Reduction	Lecture Notes in Computer Science	book-chapter
20	10.26226/morressier.604907f51a80aac83ca25d7e	2021	10.26226/morressier.604907f51a80aac83ca25d7e	Partial Order Reduction for Deep Bug Finding in Synchronous Hardware		posted-content
21	10.1145/3360550	2019	10.1145/3360550	Value-centric dynamic partial order reduction	Proceedings of the ACM on Programming Languages	journal-article
22	10.1145/2642937.2642998	2014	10.1145/2642937.2642998	Assertion guided abstraction	Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering	proceedings-article
23	10.1145/2737924.2737956	2015	10.1145/2737924.2737956	Dynamic partial order reduction for relaxed memory models	Proceedings of the 36th ACM SIGPLAN Conference on Programming Language Design and Implementation	proceedings-article
24	10.1007/11901433_9	2006	10.1007/11901433_9	Stateful Dynamic Partial-Order Reduction	Lecture Notes in Computer Science	book-chapter
25	10.70675/138dc2a5zc12az40e9zab61zddbb416de5a2	None	10.70675/138dc2a5zc12az40e9zab61zddbb416de5a2	Stateful partial-order reduction methods for concurrent systems with blocking instructions		dissertation
26	10.1145/3364452.3364457	2019	10.1145/3364452.3364457	A Sound Dynamic Partial Order Reduction Engine for Java Pathfinder	ACM SIGSOFT Software Engineering Notes	journal-article
27	10.26226/morressier.604907f51a80aac83ca25d72	2021	10.26226/morressier.604907f51a80aac83ca25d72	The Inconsistent Labelling Problem of Stutter-Preserving Partial-Order Reduction		posted-content
