rank	source_id	year	doi	title	venue	type
1	10.1109/samos.2016.7818327	2016	10.1109/samos.2016.7818327	Processes and actors: Translating Kahn processes to dataflow with firing	2016 International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation (SAMOS)	proceedings-article
2	10.1017/cbo9780511770524.005	2009	10.1017/cbo9780511770524.005	The semantics of dataflow with firing	From Semantics to Computer Science	book-chapter
3	10.1109/emsoft.2015.7318265	2015	10.1109/emsoft.2015.7318265	Executing dataflow actors as kahn processes	2015 International Conference on Embedded Software (EMSOFT)	proceedings-article
4	10.1017/cbo9780511770524.018	2009	10.1017/cbo9780511770524.018	A constructive denotational semantics for Kahn networks in Coq	From Semantics to Computer Science	book-chapter
5	10.5040/9781350318618.0020	2025	10.5040/9781350318618.0020	‘When the Students Entered the Stage, They Were Actors’	Making Interdisciplinary Performance	other
6	10.1007/978-3-662-01089-1_10	1981	10.1007/978-3-662-01089-1_10	Semantics of Distributed Processes Derived by Translation	Informatik-Fachberichte	book-chapter
7	10.1017/cbo9780511770524.008	2009	10.1017/cbo9780511770524.008	Program semantics and infinite regular terms	From Semantics to Computer Science	book-chapter
8	10.51708/apptrans.v13n1.145	2019	10.51708/apptrans.v13n1.145	Translation technique term and semantics	Applied Translation	journal-article
9	10.1163/9789004490093_006	2003	10.1163/9789004490093_006	Translation from the Perspective of Corporeal Semantics	Translation Translation	book-chapter
10	10.1017/cbo9780511770524.011	2009	10.1017/cbo9780511770524.011	Semantics of program representation graphs	From Semantics to Computer Science	book-chapter
11	10.4324/9781315638140-3	2016	10.4324/9781315638140-3	The actors and processes of economic policy-making	Chinese Economic Diplomacy	book-chapter
12	10.1007/bfb0022459	1979	10.1007/bfb0022459	Semantics of Concurrent Computation	Lecture Notes in Computer Science	book
13	10.1145/2541329.2541332	2013	10.1145/2541329.2541332	Semantics-preserving sharing actors	Proceedings of the 2013 workshop on Programming based on actors, agents, and decentralized control	proceedings-article
14	10.1515/ling.1974.12.141.27	1974	10.1515/ling.1974.12.141.27	ALGEBRAIC SEMANTICS FOR NARRATIVE	Linguistics	journal-article
15	10.1007/bfb0039592	None	10.1007/bfb0039592	Natural semantics	Lecture Notes in Computer Science	book-chapter
16	10.1017/cbo9780511770524.006	2009	10.1017/cbo9780511770524.006	Kahn networks at the dawn of functional programming	From Semantics to Computer Science	book-chapter
17	10.1017/cbo9780511770524.023	2009	10.1017/cbo9780511770524.023	Reflections on INRIA and the role of Gilles Kahn	From Semantics to Computer Science	book-chapter
18	10.1017/cbo9780511770524.016	2009	10.1017/cbo9780511770524.016	Theorem-proving support in programming language semantics	From Semantics to Computer Science	book-chapter
19	10.1017/cbo9780511770524.001	2009	10.1017/cbo9780511770524.001	Preface	From Semantics to Computer Science	book-chapter
20	10.5040/9781474202916.ch-014	None	10.5040/9781474202916.ch-014	Non-State Actors in International Relations: Actors, Processes, and an Agenda for Multifaceted Dialogue	Non-State Actors in International Law	book-chapter
