rank	openalex_id	year	doi	title	venue	type
1	W2681883877	2011	https://doi.org/10.1017/s0956796811000189	Purely functional lazy nondeterministic programming	Journal of Functional Programming	article
2	W778229461	2012	https://doi.org/10.4230/lipics.iclp.2012.130	Improving Lazy Non-Deterministic Computations by Demand Analysis	DROPS (Schloss Dagstuhl – Leibniz Center for Informatics)	article
3	W2905350678	2019	https://doi.org/10.1609/aaai.v33i01.33012694	Enhancing Lazy Grounding with Lazy Normalization in Answer-Set Programming	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
4	W2953958793	2019	https://doi.org/10.1145/3314221.3314618	Lazy counterfactual symbolic execution		conference-paper
5	W2063521547	1999	https://doi.org/10.1016/s0743-1066(98)10029-8	An approach to declarative programming based on a rewriting logic	The Journal of Logic Programming	article
6	W2079333278	1998	https://doi.org/10.1016/s0743-1066(98)10005-5	Theory and practice of constraint handling rules	The Journal of Logic Programming	article
7	W2134287022	2002	https://doi.org/10.1016/s0304-3975(01)00359-0	Maude: specification and programming in rewriting logic	Theoretical Computer Science	article
8	W2135084927	2005	https://doi.org/10.1017/s0956796805005666	The logic of demand in Haskell	Journal of Functional Programming	article
9	W1976503857	1998	https://doi.org/10.1016/s0304-3975(97)00154-0	Interactive foundations of computing	Theoretical Computer Science	article
10	W2911601159	2011	https://doi.org/10.1017/s1471068411000494	SWI-Prolog	Theory and Practice of Logic Programming	article
11	W2033358909	1997	https://doi.org/10.1145/248621.248623	Algebraic approaches to nondeterminism—an overview	ACM Computing Surveys	article
12	W1966037709	1993	https://doi.org/10.1145/162685.162705	Systematic concurrent object-oriented programming	Communications of the ACM	article
13	W2001907377	1998	https://doi.org/10.1145/280277.280280	Version models for software configuration management	ACM Computing Surveys	article
14	W1515930456	2005	https://doi.org/10.1007/11513988_34	Efficient Satisfiability Modulo Theories via Delayed Theory Combination	Lecture notes in computer science	conference-paper
15	W1524053243	2008	https://doi.org/10.5860/choice.46-0935	Software testing and analysis: process, principles, and techniques	Choice Reviews Online	book-review
16	W2121136774	2008	https://doi.org/10.2178/bsl/1231081370	A Natural Axiomatization of Computability and Proof of Church's Thesis	Bulletin of Symbolic Logic	article
17	W2967439377	2023	https://doi.org/10.1142/9789811278631_0015	A Scalable Verification Solution for Blockchains	Lecture notes series, Institute For Mathematical Sciences	book-chapter
18	W1640599491	2001	https://doi.org/10.48550/arxiv.cs/0106031	Complexity Results and Practical Algorithms for Logics in Knowledge Representation	arXiv (Cornell University)	preprint
19	W4402830483	2024	https://doi.org/10.1109/access.2024.3467375	Approximate Computing: Concepts, Architectures, Challenges, Applications, and Future Directions	IEEE Access	article
20	W3175365780	2002		Proof nets for linguistic analysis	Utrecht University Repository (Utrecht University)	dissertation
21	W1503235811	2004	https://doi.org/10.1017/s095679680400509x	FUNCTIONAL PEARL <i>Concurrent distinct choices</i>	Journal of Functional Programming	article
22	W4399198484	2025	https://doi.org/10.1145/3704849	Finite-Choice Logic Programming	Proceedings of the ACM on Programming Languages	article
23	W2360712630	2009	https://doi.org/10.6100/ir641816	Efficient rewriting techniques	TU/e Research Portal	other
