rank	source_id	year	doi	title	venue	type
1	10.1021/ja046667t.s001	None	10.1021/ja046667t.s001	Complete Thermal-Unfolding Profiles of  Oxidized and Reduced Cytochromes c		component
2	10.1016/j.beproc.2019.104014	2020	10.1016/j.beproc.2019.104014	Traffic restrictions for heavy vehicles: Leaf-cutting ants avoid extra-large loads when the foraging flow is high	Behavioural Processes	journal-article
3	10.11144/javeriana.10554.12732	None	10.11144/javeriana.10554.12732	"A hybrid encryption system with a
Token device to avoid leak of
information in corporate email"		dissertation
4	10.1002/hyp.1415	2004	10.1002/hyp.1415	Groundwater flow in anisotropic aquifers reduced to the isotropic case	Hydrological Processes	journal-article
5	10.21203/rs.3.rs-9528183/v1	2026	10.21203/rs.3.rs-9528183/v1	Teachers’ Performance Experiences amid Schools’ Isomorphic Forces Nexus to Accountability Processes		posted-content
6	10.22215/etd/1991-12476	None	10.22215/etd/1991-12476	Inferential processes in psychophysical judgment : an unfolding view.		dissertation
7	10.2139/ssrn.3690633	2020	10.2139/ssrn.3690633	Unfolding the Legal Component of Trustworthy AI: A Must to Avoid Ethics Washing	SSRN Electronic Journal	journal-article
8	10.3390/systems6020018	2018	10.3390/systems6020018	Modeling Isomorphic Systems Processes Using Monterey Phoenix	Systems	journal-article
9	10.1557/proc-9-149	1981	10.1557/proc-9-149	Liquid Materials and Flow Processes in Reduced Gravity	MRS Proceedings	journal-article
10	10.21070/acopen.10.2025.10696	2025	10.21070/acopen.10.2025.10696	Token Economy Application for Reduced Online Gaming Duration in Adolescents	Academia Open	journal-article
11	10.3390/pr13051455	2025	10.3390/pr13051455	Reduced-Order Modeling (ROM) of a Segmented Plug-Flow Reactor (PFR) for Hydrogen Separation in Integrated Gasification Combined Cycles (IGCC)	Processes	journal-article
12	10.1007/s00605-022-01779-x	2023	10.1007/s00605-022-01779-x	Ergodic quasi-exchangeable stationary processes are isomorphic to Bernoulli processes	Monatshefte für Mathematik	journal-article
13	10.1007/978-3-7091-3351-4_10	1980	10.1007/978-3-7091-3351-4_10	Isomorphic Material Structures (Isothermal Processes)	Recent Developments in Thermomechanics of Solids	book-chapter
14	10.3233/fi-2009-134	2009	10.3233/fi-2009-134	Unfolding Semantics of Petri Nets Based on Token Flows	Fundamenta Informaticae	journal-article
15	10.1109/12.29463	1989	10.1109/12.29463	Token relabeling in a tagged token data-flow architecture	IEEE Transactions on Computers	journal-article
16	10.22501/rc.382024	2019	10.22501/rc.382024	Orchestrating timbre - unfolding  processes of timbre and memory in improvisational piano performance		posted-content
17	10.1037/e528942014-279	2014	10.1037/e528942014-279	Type and Token Frequency in Distributional Learning of Morphological Processes	PsycEXTRA Dataset	dataset
18	10.2316/p.2012.757-098	2012	10.2316/p.2012.757-098	Unfolding Synchronous Data-Flow Graphs	Parallel and Distributed Computing and Systems	proceedings-article
19	10.31234/osf.io/xnrvy	2022	10.31234/osf.io/xnrvy	Humans as next-token predictors: Measuring the flow of memes through minds		posted-content
20	10.2316/p.2011.757-098	2011	10.2316/p.2011.757-098	Unfolding Synchronous Data-Flow Graphs	Parallel and Distributed Computing and Systems	proceedings-article
21	10.1515/9783110657326-202	2020	10.1515/9783110657326-202	Acknowledgements	Vigilant Innovation	book-chapter
