rank	source_id	year	doi	title	venue	type
1	10.1109/coase.2016.7743519	2016	10.1109/coase.2016.7743519	Reconstruction of unknown Petri net structures from asynchronous observations of token change sequences	2016 IEEE International Conference on Automation Science and Engineering (CASE)	proceedings-article
2	10.1007/978-3-642-75329-9_5	1992	10.1007/978-3-642-75329-9_5	Individual-Token Nets	Springer Compass International	book-chapter
3	10.1007/978-3-642-02424-5_2	2009	10.1007/978-3-642-02424-5_2	Unifying Petri Net Semantics with Token Flows	Lecture Notes in Computer Science	book-chapter
4	10.1109/dac.1996.545546	None	10.1109/dac.1996.545546	Verification of asynchronous circuits using time Petri net unfolding	33rd Design Automation Conference Proceedings, 1996	proceedings-article
5	10.1145/2590748.2590765	2014	10.1145/2590748.2590765	Token transportation in Petri net models of workflow patterns	Proceedings of the 7th India Software Engineering Conference	proceedings-article
6	10.4028/www.scientific.net/amm.20-23.220	2010	10.4028/www.scientific.net/amm.20-23.220	Web Service Automatic Composition Based on Extended Token of Petri Net	Applied Mechanics and Materials	journal-article
7	10.4108/icst.bict.2014.257936	2015	10.4108/icst.bict.2014.257936	Token Evolution in an Ill-posed Constraint Petri-net	Proceedings of the 8th International Conference on Bio-inspired Information and Communications Technologies (formerly BIONETICS)	proceedings-article
8	10.5772/10299	2010	10.5772/10299	Parallel Application Scheduling Model Based on Petri Net with Changeable Structure	Advances in Petri Net Theory and Applications	book-chapter
9	10.7146/brics.v5i17.19423	1998	10.7146/brics.v5i17.19423	A Comparison of Petri Net Semantics under the Collective Token Philosophy	BRICS Report Series	journal-article
10	10.1109/icmtma.2009.245	2009	10.1109/icmtma.2009.245	Agent-Oriented Boolean Token and Colored Transition Petri Net for Workflow Management	2009 International Conference on Measuring Technology and Mechatronics Automation	proceedings-article
11	10.1016/j.ins.2026.123515	2026	10.1016/j.ins.2026.123515	Petri net-driven expanding tent-sine chaotic keystream generator with adaptive token flow for image encryption	Information Sciences	journal-article
12	10.1109/cdc.2007.4434997	2007	10.1109/cdc.2007.4434997	Reconstruction of Transition Firing Sequences Based on Asynchronous Observations of Place Token Changes	2007 46th IEEE Conference on Decision and Control	proceedings-article
13	10.1007/978-3-031-61433-0_9	2024	10.1007/978-3-031-61433-0_9	Token Trail Semantics II - Petri Nets And Their Net Language	Lecture Notes in Computer Science	book-chapter
14	10.1007/s13198-014-0304-8	2018	10.1007/s13198-014-0304-8	A formal study on generative power of a class of array token Petri net structure	International Journal of System Assurance Engineering and Management	journal-article
15	10.1007/978-3-031-23612-9_12	2023	10.1007/978-3-031-23612-9_12	Adjunct Partial Array Token Petri Net Structure	Lecture Notes in Computer Science	book-chapter
16	10.1299/jsmemecjo.2005.7.0_259	2005	10.1299/jsmemecjo.2005.7.0_259	3934 Walking Robot Locomotion by Object Oriented Petri Net Control Structure	The proceedings of the JSME annual meeting	journal-article
17	10.1109/icsmc.1997.637372	None	10.1109/icsmc.1997.637372	Application of Petri net unfoldings to asynchronous design	1997 IEEE International Conference on Systems, Man, and Cybernetics. Computational Cybernetics and Simulation	proceedings-article
18	10.1049/ipr2.70255	2025	10.1049/ipr2.70255	Adaptive Petri Net Token Flow Approach for Enhanced Grayscale Image Segmentation	IET Image Processing	journal-article
