rank	source_id	year	doi	title	venue	type
1	10.1016/j.ins.2026.123515	2026	10.1016/j.ins.2026.123515	Petri net-driven expanding tent-sine chaotic keystream generator with adaptive token flow for image encryption	Information Sciences	journal-article
2	10.1109/pnpm.1991.238781	None	10.1109/pnpm.1991.238781	Performance Petri net analysis of communications protocol software by delay-equivalent aggregation	Proceedings of the Fourth International Workshop on Petri Nets and Performance Models PNPM91	proceedings-article
3	10.1109/cdc.1997.652508	None	10.1109/cdc.1997.652508	On a free-choice equivalent of a Petri net	Proceedings of the 36th IEEE Conference on Decision and Control	proceedings-article
4	10.1109/iceice.2011.5777954	2011	10.1109/iceice.2011.5777954	Equivalent textual description and lexical analysis of Petri Net	2011 International Conference on Electric Information and Control Engineering	proceedings-article
5	10.1142/9789814733878_0045	2016	10.1142/9789814733878_0045	Fault Diagnosis System of Wind Turbine Generator Based on Petri Net	Applied Mechanics, Mechatronics and Intelligent Systems	proceedings-article
6	10.1109/icnc.2010.5584594	2010	10.1109/icnc.2010.5584594	The equivalent transformation and algorithm from Coloured Petri Net to P/T net	2010 Sixth International Conference on Natural Computation	proceedings-article
7	10.5391/ijfis.2013.13.3.200	2013	10.5391/ijfis.2013.13.3.200	A Subclass of Petri Net with Reachability Equivalent to State Equation Satisfiability: Live Single Branch Petri Net	International Journal of Fuzzy Logic and Intelligent Systems	journal-article
8	10.1109/cdc.1997.652507	None	10.1109/cdc.1997.652507	Petri net state estimators based on event observation	Proceedings of the 36th IEEE Conference on Decision and Control	proceedings-article
9	10.5772/5321	2008	10.5772/5321	Timed Hierarchical Object-Oriented Petri Net	Petri Net, Theory and Applications	book-chapter
10	10.23940/ijpe.18.02.p10.290299	2018	10.23940/ijpe.18.02.p10.290299	Adaptive Short-Circuit Current Calculation Model based on Colored Petri Net	International Journal of Performability Engineering	journal-article
11	10.7551/mitpress/8811.003.0010	2011	10.7551/mitpress/8811.003.0010	Analyzing Petri Net Models	Modeling Business Processes	book-chapter
12	10.1007/springerreference_21281	None	10.1007/springerreference_21281	Petri net	SpringerReference	reference-entry
13	10.1007/978-3-540-68746-7_27	2008	10.1007/978-3-540-68746-7_27	Animated Graphical User Interface Generator Framework for Input-Output Place-Transition Petri Net Models	Lecture Notes in Computer Science	book-chapter
14	10.1109/mmmc.2005.26	None	10.1109/mmmc.2005.26	Color Time Petri Net for Interactive Adaptive Multimedia Objects	11th International Multimedia Modelling Conference	proceedings-article
15	10.1109/icsess.2014.6933565	2014	10.1109/icsess.2014.6933565	PCTL* stochastic model checking label-extended probabilistic Petri net system model	2014 IEEE 5th International Conference on Software Engineering and Service Science	proceedings-article
16	10.1007/978-3-030-12835-7_7	2020	10.1007/978-3-030-12835-7_7	Deadlock Detection in Petri Net Equivalent to IMDS	Studies in Computational Intelligence	book-chapter
17	10.3182/20140514-3-fr-4046.00060	2014	10.3182/20140514-3-fr-4046.00060	Observation Equivalence of Petri Net Generators	IFAC Proceedings Volumes	journal-article
18	10.5772/10294	2010	10.5772/10294	Petri Net as a Manufacturing System Scheduling Tool	Advances in Petri Net Theory and Applications	book-chapter
19	10.1109/icis.2014.6912160	2014	10.1109/icis.2014.6912160	Game theory semantics for PCTL model checking label-extended probabilistic Petri net	2014 IEEE/ACIS 13th International Conference on Computer and Information Science (ICIS)	proceedings-article
20	10.1007/978-3-540-40022-6_3	2003	10.1007/978-3-540-40022-6_3	Petri Net Transformations in the ≫Petri Net Baukasten≪	Lecture Notes in Computer Science	book-chapter
21	10.1007/978-3-642-10781-8_41	2010	10.1007/978-3-642-10781-8_41	Optimization of Adaptive Petri-Net Grid Genetic Algorithm Workflows	ICT Innovations 2009	book-chapter
22	10.1109/isic.1988.65508	None	10.1109/isic.1988.65508	Adaptive design of Petri net controllers for automatic error recovery	Proceedings IEEE International Symposium on Intelligent Control 1988	proceedings-article
23	10.1002/9781119262114.part1	2016	10.1002/9781119262114.part1	Short Review of Petri Net Modeling	Systems Dependability Assessment	other
24	10.1109/ecc.2016.7810455	2016	10.1109/ecc.2016.7810455	Adaptive certainty-equivalent approach for optimal generator dispatch under uncertainty	2016 European Control Conference (ECC)	proceedings-article
25	10.1142/9789814324298_0003	2012	10.1142/9789814324298_0003	Petri Net Processes and Extension Operators	Property-Preserving Petri Net Process Algebra in Software Engineering	book-chapter
26	10.5772/5323	2008	10.5772/5323	Error Recovery in Production Systems: A Petri Net Based Intelligent System Approach	Petri Net, Theory and Applications	book-chapter
27	10.1109/eurcon.2007.4400489	2007	10.1109/eurcon.2007.4400489	Transformation Methods of the BDSPN Model into an Equivalent Classical Petri Net	"EUROCON 2007 - The International Conference on ""Computer as a Tool"""	proceedings-article
28	10.5772/7499	2010	10.5772/7499	GPenSIM: A New Petri Net Simulator	Petri Nets Applications	book-chapter
29	10.5772/10297	2010	10.5772/10297	Modeling Multimedia Synchronization Using a Time Petri Net Based Approach	Advances in Petri Net Theory and Applications	book-chapter
30	10.5121/ijfcst.2012.2504	2012	10.5121/ijfcst.2012.2504	Modelling An Automatic Proof Generator For Functional Dependency Rules Using Colored Petri Net	International Journal in Foundations of Computer Science &amp; Technology	journal-article
31	10.1109/icsmc.1994.399917	1994	10.1109/icsmc.1994.399917	An automatic Petri-net generator for modeling a flexible manufacturing system	Proceedings of IEEE International Conference on Systems, Man and Cybernetics	proceedings-article
32	10.1109/cdc.2000.912800	None	10.1109/cdc.2000.912800	Petri net monitor design with control and observation costs	Proceedings of the 39th IEEE Conference on Decision and Control (Cat. No.00CH37187)	proceedings-article
33	10.1142/9789812839763_0007	1999	10.1142/9789812839763_0007	PETRI NET SIMULATION AND TOOLS	Modeling, Simulation, and Control of Flexible Manufacturing Systems	book-chapter
