rank	source_id	year	doi	title	venue	type
1	10.1007/s10957-007-9215-z	2007	10.1007/s10957-007-9215-z	Continuous Selection and Unique Polyhedral Representation of Solutions to Convex Parametric Quadratic Programs	Journal of Optimization Theory and Applications	journal-article
2	10.1007/s00209-004-0713-5	2005	10.1007/s00209-004-0713-5	A unique representation of polyhedral types. Centering via M�bius transformations	Mathematische Zeitschrift	journal-article
3	10.1007/springerreference_6082	None	10.1007/springerreference_6082	Representation theorem for polyhedral set	SpringerReference	reference-entry
4	10.1515/9783112472668-012	1988	10.1515/9783112472668-012	5.3. Polyhedral Subsets	Parametric Integer Optimization	book-chapter
5	10.70675/b123ad21z9cecz461dz8abeza6e96545d40b	None	10.70675/b123ad21z9cecz461dz8abeza6e96545d40b	New algorithmics for polyhedral calculus via parametric linear programming		dissertation
6	10.1090/s0002-9939-97-03507-7	1997	10.1090/s0002-9939-97-03507-7	Smooth representation of a parametric polyhedral convex set with application to sensitivity in optimization	Proceedings of the American Mathematical Society	journal-article
7	10.1155/2017/9317924	2017	10.1155/2017/9317924	On Fuzzy Portfolio Selection Problems: A Parametric Representation Approach	Complexity	journal-article
8	10.3390/axioms12111035	2023	10.3390/axioms12111035	On Unique Determination of Polyhedral Sets	Axioms	journal-article
9	10.18122/td.2081.boisestate	None	10.18122/td.2081.boisestate	Portable Sparse Polyhedral Framework Code Generation Using Multi Level Intermediate Representation		dissertation
10	10.1109/dac.1982.1585545	1982	10.1109/dac.1982.1585545	Modeling Polyhedral Solids Bounded by Multi-Curved Parametric Surfaces	19th Design Automation Conference	proceedings-article
11	10.3850/978-981-07-7393-9_076	2013	10.3850/978-981-07-7393-9_076	Incorporating Auto-Vectorization into Polyhedral Loop-Nest Optimizer	Proceedings of the Student Research Symposium (SRS'13)	proceedings-article
12	10.5220/0011524300003332	2022	10.5220/0011524300003332	New Evolutionary Selection Operators for Snake Optimizer	Proceedings of the 14th International Joint Conference on Computational Intelligence	proceedings-article
13	10.1090/crmp/048/03	2009	10.1090/crmp/048/03	Polyhedral representation conversion up to symmetries	CRM Proceedings and Lecture Notes	book-chapter
14	10.1007/978-3-030-00148-3_12	2018	10.1007/978-3-030-00148-3_12	Disjunctive Cuts from the V -Polyhedral Representation	Disjunctive Programming	book-chapter
15	10.1007/978-1-4419-1153-7_200706	2013	10.1007/978-1-4419-1153-7_200706	Representation Theorem for Polyhedral Set	Encyclopedia of Operations Research and Management Science	book-chapter
