rank	openalex_id	year	doi	title	venue	type
1	W4387294054	2023	https://doi.org/10.48550/arxiv.2309.17042	Enumeration Complexity: Incremental Time, Delay and Space	arXiv (Cornell University)	preprint
2	W2972882235	2019	https://doi.org/10.3390/a12090189	Parameterised Enumeration for Modification Problems	Algorithms	article
3	W4376639573	2023	https://doi.org/10.1145/3564246.3585157	Removing Additive Structure in 3SUM-Based Reductions		conference-paper
4	W2244330083	2019	https://doi.org/10.23638/dmtcs-21-3-22	Efficient enumeration of solutions produced by closure operations	Discrete Mathematics & Theoretical Computer Science	article
5	W7163598420	2026		Efficiently Listing Projected Trees, and Equivalence of Listing and Enumeration	arXiv (Cornell University)	preprint
6	W4313476522	2023	https://doi.org/10.1145/3578517	Tractable Orders for Direct Access to Ranked Answers of Conjunctive Queries	ACM Transactions on Database Systems	article
7	W2941882754	2019	https://doi.org/10.4230/dagrep.8.10.63	Algorithmic Enumeration: Output-sensitive, Input-Sensitive, Parameterized, Approximative (Dagstuhl Seminar 18421)	DROPS (Schloss Dagstuhl – Leibniz Center for Informatics)	article
8	W4405445128	2024	https://doi.org/10.3390/a17120576	Perfect Roman Domination: Aspects of Enumeration and Parameterization	Algorithms	article
9	W3121092302	2025	https://doi.org/10.46298/lmcs-21(3:27)2025	Enumeration Algorithms for Conjunctive Queries with Projection	Logical Methods in Computer Science	article
10	W4321649821	2023	https://doi.org/10.48550/arxiv.2302.11417	Hitting the Romans	arXiv (Cornell University)	preprint
11	W2965422163	2019	https://doi.org/10.4230/lipics.ccc.2019.31	A fine-grained analogue of schaefer's Theorem in P: dichotomy of ∃k∀-quantified first-order graph properties	DROPS (Schloss Dagstuhl – Leibniz Center for Informatics)	article
12	W4224903133	2022	https://doi.org/10.48550/arxiv.2204.00576	Modular SAT-based techniques for reasoning tasks in team semantics	arXiv (Cornell University)	preprint
13	W4391591855	2024	https://doi.org/10.48550/arxiv.2402.02001	PANDA: Query Evaluation in Submodular Width	arXiv (Cornell University)	preprint
14	W4409966620	2025	https://doi.org/10.46298/theoretics.25.12	PANDA: Query Evaluation in Submodular Width	TheoretiCS	article
15	W4399496200	2024	https://doi.org/10.1016/j.dam.2024.05.030	Polynomial-delay generation of functional digraphs up to isomorphism	Discrete Applied Mathematics	article
16	W2914595612	2019	https://doi.org/10.4230/lipics.ccc.2019.31	A Fine-Grained Analogue of Schaefer’s Theorem in P: Dichotomy of Exists^k-Forall-Quantified First-Order Graph Properties	arXiv (Cornell University)	preprint
17	W4392222668	2021		Algorithms on closure systems and their representations	HAL (Le Centre pour la Communication Scientifique Directe)	dissertation
18	W4404167827	2024	https://doi.org/10.1145/3703922.3703924	Ranked Enumeration for Database Queries	ACM SIGMOD Record	article
19	W4411329205	2025	https://doi.org/10.46298/lmcs-21(2:23)2025	Conjunctive Queries with Free Access Patterns under Updates	Logical Methods in Computer Science	article
20	W7106225473	2025	https://doi.org/10.1101/2025.11.21.689685	Compressed inverted indexes for scalable sequence similarity	bioRxiv (Cold Spring Harbor Laboratory)	preprint
21	W4411141648	2025	https://doi.org/10.1145/3725241	Output-Optimal Algorithms for Join-Aggregate Queries	Proceedings of the ACM on Management of Data	article
22	W4289785741	2022	https://doi.org/10.48550/arxiv.2208.01298	Conjunctive Queries for Logic-Based Information Extraction	arXiv (Cornell University)	preprint
23	W3110189766	2020		Sur le problème de dualisation dans les graphes, hypergraphes, et treillis	HAL (Le Centre pour la Communication Scientifique Directe)	dissertation
24	W7110035958	2025	https://doi.org/10.4230/oasics.grossi.19	Designing Output Sensitive Algorithms for Subgraph Enumeration	DROPS (Schloss Dagstuhl – Leibniz Center for Informatics)	article
25	W4322717446	2023	https://doi.org/10.48550/arxiv.2302.13832	Polynomial-delay generation of functional digraphs up to isomorphism	arXiv (Cornell University)	preprint
