rank	source_id	year	doi	title	venue	type
1	10.2307/30134435	1988	10.2307/30134435	Input on Leucocytozoonosis Requested	AAV Today	journal-article
2	10.1029/97eo00190	1997	10.1029/97eo00190	Community input requested	Eos, Transactions American Geophysical Union	journal-article
3	10.1364/ofs.2018.wf53	2018	10.1364/ofs.2018.wf53	Mitigation of Output Fluctuations due to Residual State of Input Polarization in a Compact Current Sensor	26th International Conference on Optical Fiber Sensors	proceedings-article
4	10.1097/00149078-198812010-00011	1988	10.1097/00149078-198812010-00011	ON-SITE INCINERATION REQUESTED FOR LOW-LEVEL RADIOACTIVE WASTE	Biomedical Safety &amp; Standards	journal-article
5	10.1021/ed077p296	2000	10.1021/ed077p296	Input Requested for a History of the Division of Chemical Education	Journal of Chemical Education	journal-article
6	10.7717/peerj.4844/table-9	None	10.7717/peerj.4844/table-9	Table 9: Gal4 variant prediction performance with residual profile vector input attributes.		component
7	10.2172/1574247	2019	10.2172/1574247	Site Sustainability Plan - Wastewater Input		report
8	10.5194/gmd-2019-24-rc2	2019	10.5194/gmd-2019-24-rc2	Requested review		peer-review
9	10.5194/cp-2017-28-rc1	2017	10.5194/cp-2017-28-rc1	Requested Review		peer-review
10	10.1016/j.yofte.2025.104243	2025	10.1016/j.yofte.2025.104243	Requested bandwidth adaptive network state based adaptive routing and spectrum allocation algorithms in Elastic Optical Network	Optical Fiber Technology	journal-article
11	10.5194/gmd-2016-95-rc2	2016	10.5194/gmd-2016-95-rc2	Requested review		peer-review
12	10.5194/gmd-2016-95-rc5	2016	10.5194/gmd-2016-95-rc5	Requested review		peer-review
13	10.5194/se-2019-41-ec2	2019	10.5194/se-2019-41-ec2	requested changes		peer-review
14	10.2307/j.ctt5hjn3x.3	None	10.2307/j.ctt5hjn3x.3	AS REQUESTED	Imperial	book-chapter
15	10.7717/peerj-cs.1626/table-5	None	10.7717/peerj-cs.1626/table-5	Table 5: Requested action satisfaction policy.		component
16	10.5194/cp-2016-78-rc1	2016	10.5194/cp-2016-78-rc1	Review requested by journal editor		peer-review
17	10.2172/5214109	1982	10.2172/5214109	Standarized input for Hanford environmental impact statements. Part II:  site description		report
18	10.5194/os-2016-31-rc1	2016	10.5194/os-2016-31-rc1	Requested review of the COSYNA manuscript		peer-review
19	10.1520/c1399_c1399m	None	10.1520/c1399_c1399m	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
20	10.1520/c1399_c1399m-10r15	None	10.1520/c1399_c1399m-10r15	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
21	10.1520/c1399_c1399m-10	None	10.1520/c1399_c1399m-10	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
22	10.1520/c1399-01	None	10.1520/c1399-01	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
23	10.1520/c1399-07	None	10.1520/c1399-07	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
24	10.1520/c1399-00	None	10.1520/c1399-00	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
25	10.1520/c1399-02	None	10.1520/c1399-02	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
26	10.7717/peerjcs.937/fig-1	None	10.7717/peerjcs.937/fig-1	Figure 1: Schematic view of text classification from the input big data using proposed RIWO-based Deep Residual Network.		component
27	10.1520/c1399-98	None	10.1520/c1399-98	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
28	10.70675/85c80bf5za792z42f9z8afazca2119993577	None	10.70675/85c80bf5za792z42f9z8afazca2119993577	Effect of residual stress on the elasticity of fiber networks		dissertation
29	10.1520/c1399-07a	None	10.1520/c1399-07a	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
30	10.1520/c1399-04	None	10.1520/c1399-04	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
31	10.3403/30424708u	None	10.3403/30424708u	Wind energy generation systems		standard
32	10.1787/888933953489	None	10.1787/888933953489	Figure 6.3. TFA Measures: Support Types Requested		component
33	10.3403/30424708	None	10.3403/30424708	Wind energy generation systems		standard
34	10.5194/bg-2016-313-sc1	2016	10.5194/bg-2016-313-sc1	requested review of manucript		peer-review
35	10.1021/acsenergylett.5c03999.s001	None	10.1021/acsenergylett.5c03999.s001	Dual-Site Competitive Coordination Eliminates Residual DMSO for Thermally and Moisture-Stable Perovskite Solar Cells		component
36	10.1364/ofc.1981.wi4	1981	10.1364/ofc.1981.wi4	Alternating current operation of the dual-input fiber-optic gyroscope	Integrated Optics and Optical Fiber Communication	proceedings-article
37	10.2172/10116257	1993	10.2172/10116257	Residual herbicide study on selected Hanford Site roadsides		report
38	10.17951/sil.2025.34.3.23-34	2025	10.17951/sil.2025.34.3.23-34	Some Remarks on Consumer-Requested Invalidity	Studia Iuridica Lublinensia	journal-article
39	10.5194/gi-2015-40-ec1	2016	10.5194/gi-2015-40-ec1	Authors' response requested		peer-review
40	10.5194/gmd-2020-359-rc1	2020	10.5194/gmd-2020-359-rc1	Important contribution - minor clarifications requested		peer-review
41	10.58837/chula.the.2022.17	None	10.58837/chula.the.2022.17	The requested record is temporarily suppressed.		dissertation
42	10.5194/amt-2019-197-rc1	2019	10.5194/amt-2019-197-rc1	Requested review by editorial office		peer-review
43	10.58837/chula.the.2022.295	None	10.58837/chula.the.2022.295	The requested record is temporarily suppressed.		dissertation
44	10.14359/12891	2003	10.14359/12891	Fiber Reinforced High Strength Concrete: Residual Strength and Pore Structure Subjected to High Temperatures	SP-216: Innovations in Fiber-Reinforced Concrete for Value	proceedings-article
45	10.1016/j.yofte.2018.02.009	2018	10.1016/j.yofte.2018.02.009	Hole-assisted fiber based fiber fuse terminator supporting 22 W input	Optical Fiber Technology	journal-article
46	10.1364/nfoec.2009.ntha2	2009	10.1364/nfoec.2009.ntha2	The Deployment and Operation of Fiber to the Cell Site	Optical Fiber Communication Conference and National Fiber Optic Engineers Conference	proceedings-article
47	10.1016/j.yofte.2024.103896	2024	10.1016/j.yofte.2024.103896	Towards optimal multimode fiber imaging by leveraging input polarization and deep learning	Optical Fiber Technology	journal-article
48	10.1520/c1399	1900	10.1520/c1399	Test Method for Obtaining Average Residual-Strength of Fiber-Reinforced Concrete		standard
49	10.58837/chula.the.2020.257	None	10.58837/chula.the.2020.257	The requested record is temporarily suppressed.		dissertation
50	10.32388/u9ztld	2020	10.32388/u9ztld	Booklet Return Not Requested	Definitions	reference-entry
51	10.1021/acsami.1c08977.s001	None	10.1021/acsami.1c08977.s001	Enhancing Interfacial Reliability of MetalThermoplastic Hybrid Joints via Adding Carbon Fiber and Adjusting Welding Heat Input		component
