rank	source_id	year	doi	title	venue	type
1	10.1007/978-3-658-12680-3_4	2016	10.1007/978-3-658-12680-3_4	Dynamic Partial Order Reduction in Stateful Model Checking	Complete Symbolic Simulation of SystemC Models	book-chapter
2	10.1007/978-3-658-12680-3_3	2016	10.1007/978-3-658-12680-3_3	Static Partial Order Reduction in Stateful Model Checking	Complete Symbolic Simulation of SystemC Models	book-chapter
3	10.1007/978-3-642-02658-4_31	2009	10.1007/978-3-642-02658-4_31	Monotonic Partial Order Reduction: An Optimal Symbolic Partial Order Reduction Technique	Lecture Notes in Computer Science	book-chapter
4	10.1007/0-387-23905-7_12	None	10.1007/0-387-23905-7_12	Hierarchical Symbolic Analysis and Hierarchical Model Order Reduction	Symbolic Analysis and Reduction of VLSI Circuits	book-chapter
5	10.1007/0-387-23905-7_3	None	10.1007/0-387-23905-7_3	Model-Order Reduction	Symbolic Analysis and Reduction of VLSI Circuits	book-chapter
6	10.1109/rtas54340.2022.00018	2022	10.1109/rtas54340.2022.00018	Partial-Order Reduction for Schedule-Abstraction-based Response-Time Analyses of Non-Preemptive Tasks	2022 IEEE 28th Real-Time and Embedded Technology and Applications Symposium (RTAS)	proceedings-article
7	10.1017/s1755020319000418	2019	10.1017/s1755020319000418	FIRST-ORDER POSSIBILITY MODELS AND FINITARY COMPLETENESS PROOFS	The Review of Symbolic Logic	journal-article
8	10.1023/a:1025824903683	2003	10.1023/a:1025824903683	Path Dependent Analysis of Logic Programs	Higher-Order and Symbolic Computation	journal-article
9	10.1023/a:1019964114625	2002	10.1023/a:1019964114625	A Formalised Proof of the Soundness and Completeness of a Simply Typed Lambda-Calculus with Explicit Substitutions	Higher-Order and Symbolic Computation	journal-article
10	10.1023/a:1010043619517	1999	10.1023/a:1010043619517	Partial Evaluation of Computation Process, Revisited	Higher-Order and Symbolic Computation	journal-article
11	10.1017/s1755020324000121	2025	10.1017/s1755020324000121	STRONG COMPLETENESS OF A FIRST-ORDER TEMPORAL LOGIC FOR REAL TIME	The Review of Symbolic Logic	journal-article
12	10.1023/a:1010004307057	1999	10.1023/a:1010004307057	Partial Evaluation of the Euclidean Algorithm, Revisited	Higher-Order and Symbolic Computation	journal-article
13	10.1017/s1755020318000229	2018	10.1017/s1755020318000229	COMPLETENESS OF SECOND-ORDER PROPOSITIONAL S4 AND H IN TOPOLOGICAL SEMANTICS	The Review of Symbolic Logic	journal-article
14	10.1023/a:1026551132647	2000	10.1023/a:1026551132647	Glossary for Partial Evaluation and Related Topics	Higher-Order and Symbolic Computation	journal-article
15	10.70675/f5fc5032zc27dz4fffza3cbzd9a01566f10d	None	10.70675/f5fc5032zc27dz4fffza3cbzd9a01566f10d	Partial order reduction for timed systems		dissertation
16	10.2307/2270290	1971	10.2307/2270290	A Weak Completeness Theorem for Infinite Valued First-Order Logic.	The Journal of Symbolic Logic	journal-article
17	10.1023/b:lisp.0000029447.02190.42	2004	10.1023/b:lisp.0000029447.02190.42	Cost-Augmented Partial Evaluation of Functional Logic Programs	Higher-Order and Symbolic Computation	journal-article
18	10.2307/2586575	2000	10.2307/2586575	A completeness theorem for higher order logics	Journal of Symbolic Logic	journal-article
19	10.1007/978-1-4615-3190-6_9	1993	10.1007/978-1-4615-3190-6_9	A Partial Order Approach	Symbolic Model Checking	book-chapter
20	10.2307/2586766	1999	10.2307/2586766	Intuitionistic completeness for first order classical logic	Journal of Symbolic Logic	journal-article
21	10.1023/a:1023063919574	2003	10.1023/a:1023063919574	Universal Regular Path Queries	Higher-Order and Symbolic Computation	journal-article
22	10.2307/2267044	1949	10.2307/2267044	The completeness of the first-order functional calculus	Journal of Symbolic Logic	journal-article
23	10.2178/jsl/1058448436	2003	10.2178/jsl/1058448436	The completeness of Heyting first-order logic	Journal of Symbolic Logic	journal-article
24	10.1007/978-3-642-20398-5_43	2011	10.1007/978-3-642-20398-5_43	Milestones: A Model Checker Combining Symbolic Model Checking and Partial Order Reduction	Lecture Notes in Computer Science	book-chapter
25	10.2307/2586693	2000	10.2307/2586693	Topological completeness for higher-order logic	Journal of Symbolic Logic	journal-article
26	10.1007/978-3-642-20398-5_29	2011	10.1007/978-3-642-20398-5_29	Combining Partial-Order Reduction and Symbolic Model Checking to Verify LTL Properties	Lecture Notes in Computer Science	book-chapter
27	10.1023/a:1010095604496	1999	10.1023/a:1010095604496	Partial Evaluation of Computation Process--An Approach to a Compiler-Compiler	Higher-Order and Symbolic Computation	journal-article
28	10.1023/a:1010072901408	1999	10.1023/a:1010072901408	An Early Use of Continuations and Partial Evaluation for Compiling Rules Written in First-Order Predicate Calculus	Higher-Order and Symbolic Computation	journal-article
29	10.1023/a:1012992731199	2001	10.1023/a:1012992731199	The Second Futamura Projection for Type-Directed Partial Evaluation	Higher-Order and Symbolic Computation	journal-article
