rank	source_id	year	doi	title	venue	type
1	10.1145/378267.378315	1988	10.1145/378267.378315	Update requested for arts education directory	ACM SIGGRAPH Computer Graphics	journal-article
2	10.7717/peerj-cs.2717/table-2	None	10.7717/peerj-cs.2717/table-2	Table 2: Comparison of nodes and edges between event graph (EG) and Periodic Event Graph (PEG) with residual nodes, classified as simple residual nodes (SR) or periodic residual nodes (PR), leading to various event graph variations.		component
3	10.1109/powercon58120.2023.10331583	2023	10.1109/powercon58120.2023.10331583	Short-Term Load Forecastiong Based on Residual Graph Convolutional Neural Network	2023 International Conference on Power System Technology (PowerCon)	proceedings-article
4	10.3390/en18205474	2025	10.3390/en18205474	Self-Supervised Condition Monitoring for Wind Turbine Gearboxes Based on Adaptive Feature Selection and Contrastive Residual Graph Neural Network	Energies	journal-article
5	10.20944/preprints202307.0848.v1	2023	10.20944/preprints202307.0848.v1	Graph-Root: Prediction of Root-Associated Proteins in Plants Based on Graph Convolutional Network and Network Embedding Method		posted-content
6	10.15690/vramn17390-145689	None	10.15690/vramn17390-145689	Fig. 7. Graph contours surrounding the root concept		component
7	10.1109/access.2026.3699629	2026	10.1109/access.2026.3699629	Physics–Causality Coupled Residual Graph Attention Networks (PCCResGAT) for Anomaly Detection and Root-Cause Localization in Distribution Grids	IEEE Access	journal-article
8	10.2139/ssrn.5076728	2024	10.2139/ssrn.5076728	Root Cause Diagnosis of Industrial Process Faults Using Long Short-Term Memory and Graph Attention Networks Based on Generalized Vector Autoregression		posted-content
9	10.1109/access.2023.3300232	2023	10.1109/access.2023.3300232	Spatio-Temporal Residual Graph Convolutional Network for Short-Term Traffic Flow Prediction	IEEE Access	journal-article
10	10.1021/acs.jafc.0c06796.s001	None	10.1021/acs.jafc.0c06796.s001	Selection of DNA Aptamers for Root Exudate lSerine Using Multiple Selection Strategies		component
11	10.1002/9781118663936.fmatter	2013	10.1002/9781118663936.fmatter	Front Matter	Residual Currents and Long-Term Transport	book-chapter
12	10.5194/gmd-2019-24-rc2	2019	10.5194/gmd-2019-24-rc2	Requested review		peer-review
13	10.5194/cp-2017-28-rc1	2017	10.5194/cp-2017-28-rc1	Requested Review		peer-review
14	10.7717/peerj.15587/supp-4	None	10.7717/peerj.15587/supp-4	Figure S2: Continuous observation of root hairs from birth to death		component
15	10.1002/9781118663936.oth1	2013	10.1002/9781118663936.oth1	List of Contributors	Residual Currents and Long-Term Transport	book-chapter
16	10.1093/oso/9780198570509.003.0010	2008	10.1093/oso/9780198570509.003.0010	Observation selection effects and global catastrophic risks	Global Catastrophic Risks	book-chapter
17	10.3390/ijgi11030185	2022	10.3390/ijgi11030185	Predicting Taxi-Calling Demands Using Multi-Feature and Residual Attention Graph Convolutional Long Short-Term Memory Networks	ISPRS International Journal of Geo-Information	journal-article
18	10.1016/j.psj.2026.106433	2026	10.1016/j.psj.2026.106433	Direct and correlated responses to long-term residual feed consumption–based selection in Brown Tsaiya ducks	Poultry Science	journal-article
19	10.5194/gmd-2016-95-rc2	2016	10.5194/gmd-2016-95-rc2	Requested review		peer-review
