rank	source_id	year	doi	title	venue	type
1	10.1145/2813885.2737975	2015	10.1145/2813885.2737975	Stateless model checking concurrent programs with maximal causality reduction	ACM SIGPLAN Notices	journal-article
2	10.1145/2737924.2737975	2015	10.1145/2737924.2737975	Stateless model checking concurrent programs with maximal causality reduction	Proceedings of the 36th ACM SIGPLAN Conference on Programming Language Design and Implementation	proceedings-article
3	10.1145/3092282.3092287	2017	10.1145/3092282.3092287	Stateless model checking of the Linux kernel's hierarchical read-copy-update (tree RCU)	Proceedings of the 24th ACM SIGSOFT International SPIN Symposium on Model Checking of Software	proceedings-article
4	10.1007/978-3-642-39176-7_16	2013	10.1007/978-3-642-39176-7_16	On the Synergy of Probabilistic Causality Computation and Causality Checking	Lecture Notes in Computer Science	book-chapter
5	10.1145/1379022.1375625	2008	10.1145/1379022.1375625	Fair stateless model checking	ACM SIGPLAN Notices	journal-article
6	10.1145/1375581.1375625	2008	10.1145/1375581.1375625	Fair stateless model checking	Proceedings of the 29th ACM SIGPLAN Conference on Programming Language Design and Implementation	proceedings-article
7	10.1145/2632362.2632371	2014	10.1145/2632362.2632371	SpinCause: a tool for causality checking	Proceedings of the 2014 International SPIN Symposium on Model Checking of Software	proceedings-article
8	10.1145/2889160.2891042	2016	10.1145/2889160.2891042	Maximally stateless model checking for concurrent bugs under relaxed memory models	Proceedings of the 38th International Conference on Software Engineering Companion	proceedings-article
9	10.1109/edaps.2010.5683023	2010	10.1109/edaps.2010.5683023	Bandwidth and density reduction of tabulated data using causality checking	2010 IEEE Electrical Design of Advanced Package &amp; Systems Symposium	proceedings-article
10	10.1145/3022671.2984036	2016	10.1145/3022671.2984036	Stateless model checking with data-race preemption points	ACM SIGPLAN Notices	journal-article
11	10.5353/th_b4129069	None	10.5353/th_b4129069	Passivity checking and enforcement in VLSI model reduction exercise		dissertation
12	10.1145/2858965.2814297	2015	10.1145/2858965.2814297	SATCheck: SAT-directed stateless model checking for SC and TSO	ACM SIGPLAN Notices	journal-article
13	10.1007/978-3-642-35873-9_16	2013	10.1007/978-3-642-35873-9_16	Causality Checking for Complex System Models	Lecture Notes in Computer Science	book-chapter
14	10.1007/3-540-46017-9_5	2002	10.1007/3-540-46017-9_5	Symmetry Reduction Criteria for Software Model Checking	Lecture Notes in Computer Science	book-chapter
15	10.1007/978-3-319-23404-5_14	2015	10.1007/978-3-319-23404-5_14	Symbolic Causality Checking Using Bounded Model Checking	Lecture Notes in Computer Science	book-chapter
16	10.1145/3022671.2984025	2016	10.1145/3022671.2984025	Maximal causality reduction for TSO and PSO	ACM SIGPLAN Notices	journal-article
17	10.1145/3276928	2018	10.1145/3276928	Replication Package for the paper	Artifact Digital Object Group	dataset
18	10.1109/iccad.2010.5653863	2010	10.1109/iccad.2010.5653863	Efficient state space exploration: Interleaving stateless and state-based model checking	2010 IEEE/ACM International Conference on Computer-Aided Design (ICCAD)	proceedings-article
19	10.21817/ijcsenet/2020/v9i3/200903013	2020	10.21817/ijcsenet/2020/v9i3/200903013	Stateless Model Checking for the C/C++11 Memory Model	International Journal of Computer Science Engineering	journal-article
20	10.1145/2983990.2984036	2016	10.1145/2983990.2984036	Stateless model checking with data-race preemption points	Proceedings of the 2016 ACM SIGPLAN International Conference on Object-Oriented Programming, Systems, Languages, and Applications	proceedings-article
21	10.1145/3360599	2019	10.1145/3360599	Effective lock handling in stateless model checking	Proceedings of the ACM on Programming Languages	journal-article
22	10.1109/lics.1995.523247	None	10.1109/lics.1995.523247	Model-checking of causality properties	Proceedings of Tenth Annual IEEE Symposium on Logic in Computer Science	proceedings-article
