rank	source_id	year	doi	title	venue	type
1	10.1007/springerreference_26145	None	10.1007/springerreference_26145	symbolic execution	SpringerReference	reference-entry
2	10.1109/csit56902.2022.10000433	2022	10.1109/csit56902.2022.10000433	Input decomposition by clusterization for symbolic execution	2022 IEEE 17th International Conference on Computer Sciences and Information Technologies (CSIT)	proceedings-article
3	10.1145/2642937.2642951	2014	10.1145/2642937.2642951	Targeted test input generation using symbolic-concrete backward execution	Proceedings of the 29th ACM/IEEE International Conference on Automated Software Engineering	proceedings-article
4	10.1109/apsec.2018.00104	2018	10.1109/apsec.2018.00104	A Preprocessing Method of Test Input Generation by Symbolic Execution for Enterprise Application	2018 25th Asia-Pacific Software Engineering Conference (APSEC)	proceedings-article
5	10.7717/peerjcs.769/fig-5	None	10.7717/peerjcs.769/fig-5	Figure 5: Execution time to partition arrays (in sequential).		component
6	10.70675/f84b3bcdzf391z4853zbe20zc055a6176e09	None	10.70675/f84b3bcdzf391z4853zbe20zc055a6176e09	Increasing the performance of symbolic execution by compiling symbolic handling into binaries		dissertation
7	10.2172/2430751	2023	10.2172/2430751	Symbolic Execution for Vulnerability Analysis: Improving Analyses with Symbolic Procedures [Poster]		report
8	10.14722/ndss.2019.23530	2019	10.14722/ndss.2019.23530	Neuro-Symbolic Execution: Augmenting Symbolic Execution with Neural Constraints	Proceedings 2019 Network and Distributed System Security Symposium	proceedings-article
9	10.1016/j.jsc.2016.07.023	2017	10.1016/j.jsc.2016.07.023	Replacing conjectures by positive knowledge: Inferring proven precise worst-case execution time bounds using symbolic execution	Journal of Symbolic Computation	journal-article
10	10.1109/icices.2013.6508273	2013	10.1109/icices.2013.6508273	GASE -an input domain reduction and branch coverage system based on Genetic Algorithm and Symbolic Execution	2013 International Conference on Information Communication and Embedded Systems (ICICES)	proceedings-article
11	10.5220/0012061000003538	2023	10.5220/0012061000003538	RPA Testing Using Symbolic Execution	Proceedings of the 18th International Conference on Software Technologies	proceedings-article
12	10.1109/apsec51365.2020.00066	2020	10.1109/apsec51365.2020.00066	A Program Simplification Method for Generating Test Input Values Using Symbolic Execution	2020 27th Asia-Pacific Software Engineering Conference (APSEC)	proceedings-article
13	10.1007/springerreference_26147	None	10.1007/springerreference_26147	symbolic input-output assignment	SpringerReference	reference-entry
14	10.21236/ada196451	1988	10.21236/ada196451	Optical Symbolic Processor for Expert System Execution		report
15	10.21236/ada224284	1989	10.21236/ada224284	Optical Symbolic Processor for Expert System Execution		report
16	10.21236/ada187882	1987	10.21236/ada187882	Optical Symbolic Processor for Expert System Execution		report
17	10.1109/ivmem53963.2021.00014	2021	10.1109/ivmem53963.2021.00014	Towards Symbolic Pointers Reasoning in Dynamic Symbolic Execution	2021 Ivannikov Memorial Workshop (IVMEM)	proceedings-article
18	10.5373/jardcs/v12sp3/20201233	2020	10.5373/jardcs/v12sp3/20201233	Useless Code Identification with Symbolic Execution	Journal of Advanced Research in Dynamical and Control Systems	journal-article
19	10.1007/978-3-031-02551-8_2	2020	10.1007/978-3-031-02551-8_2	Symbolic Execution: The Basics	Synthesis Lectures on Software Engineering	book-chapter
20	10.31274/td-20251215-13	None	10.31274/td-20251215-13	Neuro-symbolic program generation and execution for hybrid reasoning		dissertation
21	10.1163/9789004481787_012	1999	10.1163/9789004481787_012	Execution of Strasbourg and Geneva decisions in Norway	The Execution of Strasbourg and Geneva Human Rights Decisions in the National Legal Order	book-chapter
22	10.1145/3798243	2026	10.1145/3798243	Online Input Grammar Synthesis Aided Symbolic Execution	Proceedings of the ACM on Programming Languages	journal-article
23	10.1109/ast58925.2023.00012	2023	10.1109/ast58925.2023.00012	Structural Test Input Generation for 3-Address Code Coverage Using Path-Merged Symbolic Execution	2023 IEEE/ACM International Conference on Automation of Software Test (AST)	proceedings-article
24	10.15587/1729-4061.2023.286160	2023	10.15587/1729-4061.2023.286160	Improving the efficiency of symbolic execution by clustering the input data based on the complexity of test generation	Eastern-European Journal of Enterprise Technologies	journal-article
25	10.14711/thesis-b1477728	None	10.14711/thesis-b1477728	Context and precondition-guided search strategies in dynamic symbolic execution		dissertation
26	10.15368/theses.2012.212	None	10.15368/theses.2012.212	Automated Student Code Assessment with Symbolic Execution and Java PathFinder		dissertation
27	10.1080/10610014.2002.11502705	2002	10.1080/10610014.2002.11502705	Chapter 30. Proceedings in Cases Concerning the Challenge of Decisions of Arbitration Tribunals and Concerning the Issuance of Execution Orders for the Mandatory Execution of the Decisions of Arbitration Tribunals	Statutes and Decisions	journal-article
28	10.5220/0001992701440150	2009	10.5220/0001992701440150	SYMBOLIC EXECUTION FOR DYNAMIC, EVOLUTIONARY TEST DATA GENERATION	Proceedings of the 11th International Conference on Enterprise Information	proceedings-article
29	10.1016/j.jsc.2017.02.001	2018	10.1016/j.jsc.2017.02.001	Dancing samba with Ramanujan partition congruences	Journal of Symbolic Computation	journal-article
30	10.1016/j.jsc.2020.04.008	2021	10.1016/j.jsc.2020.04.008	A method of verifying partition congruences by symbolic computation	Journal of Symbolic Computation	journal-article
31	10.1016/j.jsc.2019.02.007	2019	10.1016/j.jsc.2019.02.007	Symbolic computation on the partition lattice of an n-set	Journal of Symbolic Computation	journal-article
32	10.1016/j.jsc.2016.07.012	2017	10.1016/j.jsc.2016.07.012	A generic framework for symbolic execution: A coinductive approach	Journal of Symbolic Computation	journal-article
33	10.21236/ada187494	1987	10.21236/ada187494	Optical Symbolic Processor for Expert System Execution		report
34	10.17918/00001738	None	10.17918/00001738	ObfuscatorDynamic-LLVM		dissertation
35	10.1145/3793655.3793740	2026	10.1145/3793655.3793740	Finding Missing Input Validation in TEEs via LLM-Assisted Symbolic Execution	Proceedings of the 2026 IEEE/ACM Third International Conference on AI Foundation Models and Software Engineering	proceedings-article
36	10.1016/s0747-7171(08)80064-8	1990	10.1016/s0747-7171(08)80064-8	A fast planar partition algorithm, I	Journal of Symbolic Computation	journal-article
37	10.1016/j.jsc.2024.102351	2025	10.1016/j.jsc.2024.102351	MacMahon's partition analysis XV: Parity	Journal of Symbolic Computation	journal-article
38	10.2139/ssrn.5287798	2025	10.2139/ssrn.5287798	The Symbolic Partition with Generalized Koopman Analysis		posted-content
39	10.1109/tetci.2026.3701390/mm1	None	10.1109/tetci.2026.3701390/mm1	Symbolic Ordinal Partition Reservoirs for Model-Free Forecasting of Chaotic Flows_supp1-3701390.pdf		component
40	10.7287/peerj.preprints.2250v1/supp-2	None	10.7287/peerj.preprints.2250v1/supp-2		Supplemental Information 2: Figure 2. Model input form (left) and execution log (right)	dataset
41	10.3724/sp.j.1016.2010.00589	2010	10.3724/sp.j.1016.2010.00589	Symbolic Test Generation and Execution of Route Protocol	Chinese Journal of Computers	journal-article
42	10.18122/td/1597/boisestate	None	10.18122/td/1597/boisestate	Suitability of Finite State Automata to Model String Constraints in Probablistic Symbolic Execution		dissertation
43	10.7287/peerj.preprints.2250/supp-2	None	10.7287/peerj.preprints.2250/supp-2		Supplemental Information 2: Figure 2. Model input form (left) and execution log (right)	dataset
