rank	source_id	year	doi	title	venue	type
1	10.1109/icdm.2010.84	2010	10.1109/icdm.2010.84	A Binary Decision Diagram-Based One-Class Classifier	2010 IEEE International Conference on Data Mining	proceedings-article
2	10.18137/cardiometry.2022.25.10171023	2023	10.18137/cardiometry.2022.25.10171023	Comparative Analysis of Hepatitis C Using Decision Tree Classifier and Artificial Neural Network Classifier	CARDIOMETRY	journal-article
3	10.1109/ijcnn52387.2021.9534201	2021	10.1109/ijcnn52387.2021.9534201	A Compressed Hidden Naive Bayesian Classifier	2021 International Joint Conference on Neural Networks (IJCNN)	proceedings-article
4	10.7717/peerj-cs.1591/fig-4	None	10.7717/peerj-cs.1591/fig-4	Figure 4: Weight distribution diagram under the MalConv classifier.		component
5	10.1016/j.neucom.2011.09.019	2012	10.1016/j.neucom.2011.09.019	Learning algorithm and hidden node selection scheme for local coupled feedforward neural network classifier	Neurocomputing	journal-article
6	10.7554/elife.02598.027	2014	10.7554/elife.02598.027	Decision letter: Hidden synaptic differences in a neural circuit underlie differential behavioral susceptibility to a neural injury		peer-review
7	10.7287/peerj.preprints.322/supp-8	None	10.7287/peerj.preprints.322/supp-8		Supplemental Information 8: Figure 8: Block-diagram of the automatic classifier.	dataset
8	10.7287/peerj.preprints.322v1/supp-8	None	10.7287/peerj.preprints.322v1/supp-8		Supplemental Information 8: Figure 8: Block-diagram of the automatic classifier.	dataset
9	10.1109/sist58284.2023.10223524	2023	10.1109/sist58284.2023.10223524	3-Layer Neural Network Classifier With the Heterogeneous Hidden Layers	2023 IEEE International Conference on Smart Information Systems and Technologies (SIST)	proceedings-article
10	10.7717/peerjcs.1599/fig-3	None	10.7717/peerjcs.1599/fig-3	Figure 3: End-to-end automatically DCNN-based AD classifier block diagram.		component
11	10.7717/peerjcs.1493/fig-7	None	10.7717/peerjcs.1493/fig-7	Figure 7: Workflow diagram of the proposed voting classifier (RF+ETC) model.		component
12	10.1016/j.neucom.2016.11.082	2017	10.1016/j.neucom.2016.11.082	A double-elimination-tournament-based competitive co-evolutionary artificial neural network classifier	Neurocomputing	journal-article
13	10.1109/icassp.1995.479762	None	10.1109/icassp.1995.479762	An integrated hybrid neural network and hidden Markov model classifier for sonar signal classification	1995 International Conference on Acoustics, Speech, and Signal Processing	proceedings-article
14	10.1063/5.0151444	2023	10.1063/5.0151444	Detection of dementia disease using artificial neural network classifier and comparing with decision tree classifier	AIP Conference Proceedings	proceedings-article
15	10.1007/s10726-023-09833-1	2023	10.1007/s10726-023-09833-1	The Determination and Elimination of Decision Makers’ Hidden Inherent Preference in Probabilistic Linguistic Group Decision-Making	Group Decision and Negotiation	journal-article
16	10.1007/3-540-45014-9_23	2000	10.1007/3-540-45014-9_23	Diversity between Neural Networks and Decision Trees for Building Multiple Classifier Systems	Lecture Notes in Computer Science	book-chapter
17	10.1007/s00521-011-0762-8	2012	10.1007/s00521-011-0762-8	DDC: distance-based decision classifier	Neural Computing and Applications	journal-article
18	10.1109/cdc.1990.203918	1990	10.1109/cdc.1990.203918	Convergence of a neural network classifier	29th IEEE Conference on Decision and Control	proceedings-article
19	10.1016/0167-9236(95)00031-3	1996	10.1016/0167-9236(95)00031-3	An intelligent approach to time series identification by a neural network-driven decision tree classifier	Decision Support Systems	journal-article
20	10.1109/icarcv.2010.5707389	2010	10.1109/icarcv.2010.5707389	Binary Neural Network Classifier and it's bound for the number of hidden layer neurons	2010 11th International Conference on Control Automation Robotics &amp; Vision	proceedings-article
21	10.7554/elife.80809.sa1	2022	10.7554/elife.80809.sa1	Decision letter: Bilateral JNK activation is a hallmark of interface surveillance and promotes elimination of aberrant cells		peer-review
22	10.1109/iconip.2002.1198207	None	10.1109/iconip.2002.1198207	VLSI implementation of a neural network classifier based on the saturating linear activation function	Proceedings of the 9th International Conference on Neural Information Processing, 2002. ICONIP '02.	proceedings-article
23	10.1016/j.neucom.2005.11.012	2006	10.1016/j.neucom.2005.11.012	A binary neural decision table classifier	Neurocomputing	journal-article
24	10.1109/ijcnn.1990.137548	1990	10.1109/ijcnn.1990.137548	Role of activation function on hidden units for sample recording in three-layer neural networks	1990 IJCNN International Joint Conference on Neural Networks	proceedings-article
