rank	source_id	year	doi	title	venue	type
1	10.1109/date.2011.5763043	2011	10.1109/date.2011.5763043	Pruning infeasible paths for tight WCRT analysis of synchronous programs	2011 Design, Automation &amp; Test in Europe	proceedings-article
2	10.4156/jdcta.vol5.issue5.18	2011	10.4156/jdcta.vol5.issue5.18	Research on Infeasible Branch-Based Infeasible Path in Program	International Journal of Digital Content Technology and its Applications	journal-article
3	10.70675/ad02174dzc59bz412az9e9dz59e075e8f728	None	10.70675/ad02174dzc59bz412az9e9dz59e075e8f728	Infeasible Path Detection : a Formal Model and an Algorithm		dissertation
4	10.1145/2024724.2024837	2011	10.1145/2024724.2024837	Efficient WCRT analysis of synchronous programs using reachability	Proceedings of the 48th Design Automation Conference	proceedings-article
5	10.1109/date.2009.5090639	2009	10.1109/date.2009.5090639	WCRT algebra and interfaces for esterel-style synchronous processing	2009 Design, Automation &amp; Test in Europe Conference &amp; Exhibition	proceedings-article
6	10.2139/ssrn.4760606	2024	10.2139/ssrn.4760606	Automatic Detection of Infeasible Paths in Large-Scale Program Based on Program Summaries		posted-content
7	10.1145/3302516.3307349	2019	10.1145/3302516.3307349	Path sensitive MFP solutions in presence of intersecting infeasible control flow path segments	Proceedings of the 28th International Conference on Compiler Construction	proceedings-article
8	10.1145/1629395.1629424	2009	10.1145/1629395.1629424	Tight WCRT analysis of synchronous C programs	Proceedings of the 2009 international conference on Compilers, architecture, and synthesis for embedded systems	proceedings-article
9	10.1109/icst.2010.13	2010	10.1109/icst.2010.13	Explanation-Based Generalization of Infeasible Path	2010 Third International Conference on Software Testing, Verification and Validation	proceedings-article
10	10.1109/qrs.2016.26	2016	10.1109/qrs.2016.26	A Method for Pruning Infeasible Paths via Graph Transformations and Symbolic Execution	2016 IEEE International Conference on Software Quality, Reliability and Security (QRS)	proceedings-article
11	10.1145/3126520	2017	10.1145/3126520	Timing Analysis of Synchronous Programs using WCRT Algebra	ACM Transactions on Embedded Computing Systems	journal-article
12	10.5220/0003986400430052	2012	10.5220/0003986400430052	A Survey of Infeasible Path Detection	Proceedings of the 7th International Conference on Evaluation of Novel Approaches to Software Engineering	proceedings-article
13	10.1007/978-3-540-69166-2_16	None	10.1007/978-3-540-69166-2_16	SLR: Path-Sensitive Analysis through Infeasible-Path Detection and Syntactic Language Refinement	Lecture Notes in Computer Science	book-chapter
