rank	source_id	year	doi	title	venue	type
1	10.46298/.7346	2023	10.46298/.7346	Maximal and minimal dynamic Petri net slicing	Fundamenta Informaticae	journal-article
2	10.3233/fi-222148	2023	10.3233/fi-222148	Maximal and Minimal Dynamic Petri Net Slicing	Fundamenta Informaticae	journal-article
3	10.1109/access.2022.3170094	2022	10.1109/access.2022.3170094	Dynamic Slicing of Time Petri Net Based on MTL Property	IEEE Access	journal-article
4	10.4304/jsw.9.3.582-588	2014	10.4304/jsw.9.3.582-588	A Fast Method for Extracting all Minimal Siphons from Maximal Unmarked Siphons of a Petri Net	Journal of Software	journal-article
5	10.4028/www.scientific.net/amr.490-495.1353	2012	10.4028/www.scientific.net/amr.490-495.1353	An Algorithm for Seeking the Minimal Cost Maximal Flow Based on Petri Net	Advanced Materials Research	journal-article
6	10.1007/978-3-642-75329-9_5	1992	10.1007/978-3-642-75329-9_5	Individual-Token Nets	Springer Compass International	book-chapter
7	10.1080/00207540500464942	2007	10.1080/00207540500464942	A correct minimal siphons extraction algorithm from a maximal unmarked siphon of a Petri net	International Journal of Production Research	journal-article
8	10.1007/978-3-642-02424-5_2	2009	10.1007/978-3-642-02424-5_2	Unifying Petri Net Semantics with Token Flows	Lecture Notes in Computer Science	book-chapter
9	10.1145/2590748.2590765	2014	10.1145/2590748.2590765	Token transportation in Petri net models of workflow patterns	Proceedings of the 7th India Software Engineering Conference	proceedings-article
10	10.1109/wodes.2002.1167694	None	10.1109/wodes.2002.1167694	On minimal representations of Petri net languages	Sixth International Workshop on Discrete Event Systems, 2002. Proceedings.	proceedings-article
11	10.1007/978-3-319-57861-3_8	2017	10.1007/978-3-319-57861-3_8	An Integrated Environment for Petri Net Slicing	Lecture Notes in Computer Science	book-chapter
12	10.5772/5315	2008	10.5772/5315	Modeling and Analysis of Hybrid Dynamic Systems Using Hybrid Petri Nets	Petri Net, Theory and Applications	book-chapter
13	10.4028/www.scientific.net/amm.20-23.220	2010	10.4028/www.scientific.net/amm.20-23.220	Web Service Automatic Composition Based on Extended Token of Petri Net	Applied Mechanics and Materials	journal-article
14	10.4108/icst.bict.2014.257936	2015	10.4108/icst.bict.2014.257936	Token Evolution in an Ill-posed Constraint Petri-net	Proceedings of the 8th International Conference on Bio-inspired Information and Communications Technologies (formerly BIONETICS)	proceedings-article
15	10.46354/i3m.2023.emss.014	2023	10.46354/i3m.2023.emss.014	PETRI NET DYNAMIC INTERPRETATION	Proceedings of the 35th European Modeling &amp; Simulation Symposium, EMSS	proceedings-article
16	10.7146/brics.v5i17.19423	1998	10.7146/brics.v5i17.19423	A Comparison of Petri Net Semantics under the Collective Token Philosophy	BRICS Report Series	journal-article
17	10.1109/icmtma.2009.245	2009	10.1109/icmtma.2009.245	Agent-Oriented Boolean Token and Colored Transition Petri Net for Workflow Management	2009 International Conference on Measuring Technology and Mechatronics Automation	proceedings-article
