rank	source_id	year	doi	title	venue	type
1	10.1109/tac.2016.2574120	2017	10.1109/tac.2016.2574120	Basis Marking Representation of Petri Net Reachability Spaces and Its Application to the Reachability Problem	IEEE Transactions on Automatic Control	journal-article
2	10.1109/tac.2020.2983088	2021	10.1109/tac.2020.2983088	Marking Estimation in Petri Nets Using Hierarchical Basis Reachability Graphs	IEEE Transactions on Automatic Control	journal-article
3	10.3724/sp.j.1001.2008.03111	2009	10.3724/sp.j.1001.2008.03111	Symbolic Reachability Analysis of Hybrid Systems	Journal of Software	journal-article
4	10.70675/f273f52az0906z443cza443z172023a62cf5	None	10.70675/f273f52az0906z443cza443z172023a62cf5	Automatic Symbolic Goal Abstraction via Reachability Analysis in Hierarchical Reinforcement Learning		dissertation
5	10.1007/978-1-4020-6254-4_10	2007	10.1007/978-1-4020-6254-4_10	Approximate Symbolic Reachability of Networks of Transition Systems	Next Generation Design and Verification Methodologies for Distributed Embedded Control Systems	book-chapter
6	10.1109/snr39519.2016	2016	10.1109/snr39519.2016	2016 International Workshop on Symbolic and Numerical Methods for Reachability Analysis (SNR)		proceedings
7	10.1007/978-3-642-15349-5_2	2010	10.1007/978-3-642-15349-5_2	Symbolic and Compositional Reachability for Timed Automata	Lecture Notes in Computer Science	book-chapter
8	10.1109/snr.2016.7479375	2016	10.1109/snr.2016.7479375	Copyright	2016 International Workshop on Symbolic and Numerical Methods for Reachability Analysis (SNR)	proceedings-article
9	10.1006/jsco.2001.0472	2001	10.1006/jsco.2001.0472	Symbolic Reachability Computation for Families of Linear Vector Fields	Journal of Symbolic Computation	journal-article
10	10.29007/249v	None	10.29007/249v	Symbolic-Numeric Reachability Analysis of Hybrid Systems	EPiC Series in Computing	proceedings-article
11	10.1109/snr.2016.7479374	2016	10.1109/snr.2016.7479374	Front cover	2016 International Workshop on Symbolic and Numerical Methods for Reachability Analysis (SNR)	proceedings-article
12	10.1016/0967-0661(93)91703-y	1993	10.1016/0967-0661(93)91703-y	072 External reachability for implicit descriptions	Control Engineering Practice	journal-article
13	10.1016/b978-0-08-042057-8.50081-1	1992	10.1016/b978-0-08-042057-8.50081-1	EXTERNAL REACHABILITY FOR IMPLICIT DESCRIPTIONS	System Structure and Control 1992	book-chapter
14	10.1002/9781119619727.ch12	2020	10.1002/9781119619727.ch12	Symbolic Heuristic Search	Supervisory Control and Scheduling of Resource Allocation Systems	other
