rank	source_id	year	doi	title	venue	type
1	10.1007/bfb0032041	None	10.1007/bfb0032041	Stability and sequentiality in dataflow networks	Lecture Notes in Computer Science	book-chapter
2	10.1007/bfb0013470	None	10.1007/bfb0013470	Dataflow networks are fibrations	Lecture Notes in Computer Science	book-chapter
3	10.1007/bf03259389	1994	10.1007/bf03259389	Stability, Sequentiality and Demand Driven Evaluation in Dataflow	Formal Aspects of Computing	journal-article
4	10.1109/lics.1991.151638	None	10.1109/lics.1991.151638	Sequentiality and strong stability	[1991] Proceedings Sixth Annual IEEE Symposium on Logic in Computer Science	proceedings-article
5	10.1201/9781003286363-49	2025	10.1201/9781003286363-49	Stability of Fibrations	ZAG Handbook of Algebraic Geometry	book-chapter
6	10.2422/2036-2145.201608_020	2019	10.2422/2036-2145.201608_020	Stability of coisotropic fibrations on holomorphic symplectic manifolds	ANNALI SCUOLA NORMALE SUPERIORE - CLASSE DI SCIENZE	journal-article
7	10.2139/ssrn.2219326	2013	10.2139/ssrn.2219326	The Benefit of Sequentiality in Social Networks	SSRN Electronic Journal	journal-article
8	10.1016/bs.adcom.2014.10.001	2015	10.1016/bs.adcom.2014.10.001	Sorting Networks on Maxeler Dataflow Supercomputing Systems	Advances in Computers	book-chapter
9	10.1016/0893-6080(88)90471-6	1988	10.1016/0893-6080(88)90471-6	Analysis of dataflow diagrams by neural network	Neural Networks	journal-article
10	10.1201/9781003286363-128	2025	10.1201/9781003286363-128	On K-stability of Calabi-Yau Fibrations	ZAG Handbook of Algebraic Geometry	book-chapter
11	10.1109/lics.1994.316082	None	10.1109/lics.1994.316082	On strong stability and higher-order sequentiality	Proceedings Ninth Annual IEEE Symposium on Logic in Computer Science	proceedings-article
12	10.1007/978-3-319-66125-4_1	2017	10.1007/978-3-319-66125-4_1	Implementing Neural Networks by Using the DataFlow Paradigm	Computer Communications and Networks	book-chapter
13	10.70930/tac/ko79n3q0	2018	10.70930/tac/ko79n3q0	Stability for inner fibrations revisited	Theory and Applications of Categories	journal-article
14	10.1515/9783112327562-006	1975	10.1515/9783112327562-006	NOTES	Models of Simultaneity and Sequentiality in Human Cognition	book-chapter
15	10.2139/ssrn.6875241	2026	10.2139/ssrn.6875241	Graph as App: A GPU Dataflow Substrate for Domain-Agnostic Living Networks		posted-content
16	10.1016/0040-9383(77)90034-9	1977	10.1016/0040-9383(77)90034-9	On stability of compact leaves and fibrations	Topology	journal-article
17	10.1007/978-3-030-13803-5_9	2019	10.1007/978-3-030-13803-5_9	Bitcoin Mining Using Maxeler DataFlow Computers	Computer Communications and Networks	book-chapter
18	10.1007/978-3-319-66125-4_3	2017	10.1007/978-3-319-66125-4_3	Binary Search in the DataFlow Paradigm	Computer Communications and Networks	book-chapter
19	10.1061/40996(330)115	2009	10.1061/40996(330)115	Research on the Dataflow Stability in Logistics Partner Information Exchange Protocol	Logistics	proceedings-article
20	10.5220/0005180800460054	2015	10.5220/0005180800460054	Inconsistency and Sequentiality in LTL	Proceedings of the International Conference on Agents and Artificial Intelligence	proceedings-article
21	10.70675/28c6ed2ez142bz46b3zaed1zdd6eced3d708	None	10.70675/28c6ed2ez142bz46b3zaed1zdd6eced3d708	Simplifying transducers using sequentiality		dissertation
22	10.1016/j.aim.2014.01.003	2014	10.1016/j.aim.2014.01.003	Stability and Fourier–Mukai transforms on elliptic fibrations	Advances in Mathematics	journal-article
23	10.3233/fi-1995-22128	1995	10.3233/fi-1995-22128	AN ALGEBRA OF DATAFLOW NETWORKS	Fundamenta Informaticae	journal-article
24	10.1007/978-3-319-66125-4_2	2017	10.1007/978-3-319-66125-4_2	Solving the Poisson Equation by Using DataFlow Technology	Computer Communications and Networks	book-chapter
25	10.70675/79450ec3z4ba3z4908za267z58ffed3915eb	None	10.70675/79450ec3z4ba3z4908za267z58ffed3915eb	Joint design of deep neural networks and FPGA dataflow architectures for semantic segmentation in autonomous vehicles		dissertation
26	10.1007/978-3-319-16229-4_1	2015	10.1007/978-3-319-16229-4_1	The DataFlow Paradigm	Computer Communications and Networks	book-chapter
