rank	source_id	year	doi	title	venue	type
1	10.1109/fdl.2018.8524052	2018	10.1109/fdl.2018.8524052	Scade 6: From a Kahn Semantics to a Kahn Implementation for Multicore	2018 Forum on Specification &amp; Design Languages (FDL)	proceedings-article
2	10.1109/samos.2016.7818327	2016	10.1109/samos.2016.7818327	Processes and actors: Translating Kahn processes to dataflow with firing	2016 International Conference on Embedded Computer Systems: Architectures, Modeling and Simulation (SAMOS)	proceedings-article
3	10.1109/emsoft.2015.7318265	2015	10.1109/emsoft.2015.7318265	Executing dataflow actors as kahn processes	2015 International Conference on Embedded Software (EMSOFT)	proceedings-article
4	10.1017/cbo9780511770524.005	2009	10.1017/cbo9780511770524.005	The semantics of dataflow with firing	From Semantics to Computer Science	book-chapter
5	10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	None	10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	Mechanized semantics for circuits : from dataflow to hardware		dissertation
6	10.17771/pucrio.acad.30650	None	10.17771/pucrio.acad.30650	DATAFLOW SEMANTICS FOR END-USER PROGRAMMABLE APPLICATIONS		dissertation
7	10.37661/1816-0301-2023-20-2-65-84	2023	10.37661/1816-0301-2023-20-2-65-84	Generation of shortest path search dataflow networks of actors for parallel multi-core implementation	Informatics	journal-article
8	10.1007/s11265-014-0956-2	2016	10.1007/s11265-014-0956-2	Scheduling of Parallelized Synchronous Dataflow Actors for Multicore Signal Processing	Journal of Signal Processing Systems	journal-article
9	10.70675/ad6bd080z2a9az4f97za38bz9e26df403cc0	None	10.70675/ad6bd080z2a9az4f97za38bz9e26df403cc0	Runtime multicore scheduling techniques for dispatching parameterized signal and vision dataflow applications on heterogeneous MPSoCs		dissertation
10	10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	None	10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	Mechanized semantics and verified compilation for a dataflow synchronous language with reset		dissertation
11	10.5772/28816	2012	10.5772/28816	Interaction Processes Between Key Actors – Understanding Implementation Processes of Legislation for Water Pollution Control, the Israeli Case	Water Pollution	book-chapter
