rank	source_id	year	doi	title	venue	type
1	10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	None	10.70675/33859af0z9c09z423dzb345z62ae1ec51d10	Mechanized semantics for circuits : from dataflow to hardware		dissertation
2	10.1145/3720432	2025	10.1145/3720432	A Mechanized Semantics for Dataflow Circuits	Proceedings of the ACM on Programming Languages	journal-article
3	10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	None	10.70675/0d242e5czfe16z49f6za04ezf51f4dabb08e	Mechanized semantics and verified compilation for a dataflow synchronous language with reset		dissertation
4	10.1109/tcasai.2026.3657358	2026	10.1109/tcasai.2026.3657358	Sparsity-Aware Streaming SNN Accelerator With Output-Channel Dataflow for Automatic Modulation Classification	IEEE Transactions on Circuits and Systems for Artificial Intelligence	journal-article
5	10.1201/9780203938515.ch8	2007	10.1201/9780203938515.ch8	Case histories	Mechanized Tunnelling in Urban Areas	book-chapter
6	10.1109/jssc.1969.1050002	1969	10.1109/jssc.1969.1050002	A triple-channel micropower operational amplifier	IEEE Journal of Solid-State Circuits	journal-article
7	10.1109/tcad.2024.3380555	2024	10.1109/tcad.2024.3380555	Mobileware: Distributed Architecture With Channel Stationary Dataflow for MobileNet Acceleration	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems	journal-article
8	10.1109/async.2003.1199172	None	10.1109/async.2003.1199172	An analysis of determinacy using a trace-theoretic model of asynchronous circuits	Ninth International Symposium on Asynchronous Circuits and Systems, 2003. Proceedings.	proceedings-article
9	10.1109/tcsii.2024.3359263	2024	10.1109/tcsii.2024.3359263	ALSCA: A Large-Scale Sparse CNN Accelerator Using Position-First Dataflow and Input Channel Merging Approach	IEEE Transactions on Circuits and Systems II: Express Briefs	journal-article
10	10.1145/3373108	2019	10.1145/3373108	Models, Algorithms, and Proofs for &amp;quot;Mechanized Semantics and Verified Compilation for a Dataflow Synchronous Language with Reset&amp;quot;	Artifact Digital Object Group	dataset
11	10.5194/nhess-2018-209-rc1	2018	10.5194/nhess-2018-209-rc1	Deriving customized terrain classes for avalanche risk management in mechanized skiing operations from operational terrain assessments		peer-review
12	10.1109/isscc.1984.1156588	1984	10.1109/isscc.1984.1156588	A monolithic P-channel JFET QUAD operational amplifier	1984 IEEE International Solid-State Circuits Conference. Digest of Technical Papers	proceedings-article
13	10.1016/b978-0-7506-9468-1.50005-9	1995	10.1016/b978-0-7506-9468-1.50005-9	Introduction to Operational Amplifier Circuits	Operational Amplifier Circuits	book-chapter
14	10.1590/s0100-69162011000400020	2011	10.1590/s0100-69162011000400020	Operational performance of the mechanized and semi-mechanized potato harvest	Engenharia Agrícola	journal-article
15	10.1109/async65240.2025.00020	2025	10.1109/async65240.2025.00020	Translating General Slack Elastic Programs into Dataflow Circuits	2025 29th IEEE International Symposium on Asynchronous Circuits and Systems (ASYNC)	proceedings-article
16	10.1201/9780203938515-8	2008	10.1201/9780203938515-8	Case histories	Mechanized Tunnelling in Urban Areas	book-chapter
17	10.1109/asic.1995.580746	None	10.1109/asic.1995.580746	High performance single chip dataflow processor	Proceedings of Eighth International Application Specific Integrated Circuits Conference	proceedings-article
18	10.1145/3371112	2020	10.1145/3371112	Mechanized semantics and verified compilation for a dataflow synchronous language with reset	Proceedings of the ACM on Programming Languages	journal-article
19	10.1057/9781137398444.0006	None	10.1057/9781137398444.0006	Arguing for Semantic Under-Determinacy	Semantic Under-determinacy and Communication	book-chapter
20	10.1109/iscas.1988.15104	None	10.1109/iscas.1988.15104	Analysis of dataflow program graphs	1988., IEEE International Symposium on Circuits and Systems	proceedings-article
21	10.1057/9781137398444.0007	None	10.1057/9781137398444.0007	The Peculiarity of Semantic Under-Determinacy	Semantic Under-determinacy and Communication	book-chapter
22	10.4324/9780203044308-10	2013	10.4324/9780203044308-10	The Blitzkrieg Concept A Mechanized Manipulation of Tactical Patterns	In Pursuit of Military Excellence	book-chapter
23	10.1016/j.econmod.2022.106112	2023	10.1016/j.econmod.2022.106112	Cost channel, determinacy, and monetary policy in a two-country new Keynesian model	Economic Modelling	journal-article
