rank	source_id	year	doi	title	venue	type
1	10.1007/s11192-017-2605-6	2018	10.1007/s11192-017-2605-6	Totalized input–output assessment of research productivity of nations using multi-dimensional input and output	Scientometrics	journal-article
2	10.1109/secon.1993.465763	None	10.1109/secon.1993.465763	An advanced dataflow processor architecture based on a multiple input node concept	Proceedings of Southeastcon '93	proceedings-article
3	10.1145/2072274.2072278	2011	10.1145/2072274.2072278	Model checking dataflow for malicious input	Proceedings of the Workshop on Embedded Systems Security	proceedings-article
4	10.7717/peerj-cs.940/table-2	None	10.7717/peerj-cs.940/table-2	Table 2: Selection of input differentials using input spread variable C.		component
5	10.1364/cleo_si.2012.cf3i.2	2012	10.1364/cleo_si.2012.cf3i.2	Dynamic Detector Selection for Multiple-Input Multiple-Output (MIMO) Multimode Fiber Links	Conference on Lasers and Electro-Optics 2012	proceedings-article
6	10.1109/2.86834	1991	10.1109/2.86834	A novel algorithm for discrete-event simulation: asynchronous distributed discrete-event simulation algorithm for cyclic circuits using a dataflow network	Computer	journal-article
7	10.4324/9780429425165-24	2020	10.4324/9780429425165-24	Militant goodness and totalized meanings	Routledge Handbook of Political Islam	book-chapter
8	10.1117/12.3007058	2023	10.1117/12.3007058	Event identification of φ-OTDR by dual input deep convolutional neural network	AOPC 2023: Optic Fiber Gyro	proceedings-article
9	10.2307/j.ctv6wgcs0.8	None	10.2307/j.ctv6wgcs0.8	Totalized Distortions and Fabrications	Unvarnishing Reality	book-chapter
10	10.1145/3629104.3666030	2024	10.1145/3629104.3666030	AquaLang: A Dataflow Programming Language	Proceedings of the 18th ACM International Conference on Distributed and Event-based Systems	proceedings-article
11	10.1145/3629104.3666029	2024	10.1145/3629104.3666029	Safe Shared State in Dataflow Systems	Proceedings of the 18th ACM International Conference on Distributed and Event-based Systems	proceedings-article
12	10.1007/978-3-0348-9120-2_2	1993	10.1007/978-3-0348-9120-2_2	Input/Output Discrete Event Processes and System Modeling	Discrete Event Systems: Modeling and Control	book-chapter
13	10.1117/12.3057916	2025	10.1117/12.3057916	Intelligent event recognition of ϕ-OTDR in pipeline leakage monitoring based on fully connected ANN with signal and features combined input	Advanced Fiber Laser Conference (AFL 2024)	proceedings-article
14	10.3403/30192868u	None	10.3403/30192868u	Ergonomics of human-system interaction		standard
15	10.3403/30192868	None	10.3403/30192868	Ergonomics of human-system interaction		standard
16	10.1109/hpca56546.2023.10070992	2023	10.1109/hpca56546.2023.10070992	INCA: Input-stationary Dataflow at Outside-the-box Thinking about Deep Learning Accelerators	2023 IEEE International Symposium on High-Performance Computer Architecture (HPCA)	proceedings-article
17	10.1016/j.jhydrol.2011.01.024	2011	10.1016/j.jhydrol.2011.01.024	Prediction of event-based stormwater runoff quantity and quality by ANNs developed using PMI-based input selection	Journal of Hydrology	journal-article
18	10.1109/sips.2000.886765	None	10.1109/sips.2000.886765	Systematic consolidation of input and output buffers in synchronous dataflow specifications	2000 IEEE Workshop on SiGNAL PROCESSING SYSTEMS. SiPS 2000. Design and Implementation (Cat. No.00TH8528)	proceedings-article
19	10.1117/12.3104760	2026	10.1117/12.3104760	Event detection and localization using a multiple-input-multiple-output distributed fiber sensor with birefringence and phase estimation	Optical Sensing and Detection IX	proceedings-article
20	10.1109/coase.2015.7294187	2015	10.1109/coase.2015.7294187	Discrete event dataflow as a formal approach to specification of industrial vision systems	2015 IEEE International Conference on Automation Science and Engineering (CASE)	proceedings-article
21	10.1007/3-540-26875-8_4	None	10.1007/3-540-26875-8_4	Input Selection and Rule Selection	Advanced Information Processing	book-chapter
22	10.32614/cran.package.sisal	2015	10.32614/cran.package.sisal	sisal: Sequential Input Selection Algorithm	CRAN: Contributed Packages	dataset
23	10.4324/9781315691008-18	2016	10.4324/9781315691008-18	Optimal input selection	Principles of Agricultural Economics	book-chapter
24	10.1016/j.entcs.2006.10.055	2007	10.1016/j.entcs.2006.10.055	Event Structure Spans for Nondeterministic Dataflow	Electronic Notes in Theoretical Computer Science	journal-article
25	10.1007/bf01516010	1994	10.1007/bf01516010	Input/output discrete event processes and communication delays	Discrete Event Dynamic Systems: Theory and Applications	journal-article
26	10.1007/978-1-4757-3552-9_10	2001	10.1007/978-1-4757-3552-9_10	Preparing the Input	Discrete-Event Simulation	book-chapter
27	10.3030/838342	2019	10.3030/838342			grant
28	10.1016/0141-9331(94)90085-x	1994	10.1016/0141-9331(94)90085-x	Distributed event-driven simulation of a novel dynamic dataflow multiprocessor system—PATTSY	Microprocessors and Microsystems	journal-article
29	10.7249/tl130	2014	10.7249/tl130	Diversity Outreach and Recruiting Event Site Selection (DORESS)		edited-book
30	10.1109/wsc.1995.478699	None	10.1109/wsc.1995.478699	Input modeling for discrete-event simulation	Winter Simulation Conference Proceedings, 1995.	proceedings-article
31	10.5220/0005100404560462	2014	10.5220/0005100404560462	Event Log Knowledge as a Complementary Simulation Model Construction Input	Proceedings of the 4th International Conference on Simulation and Modeling Methodologies, Technologies and Applications	proceedings-article
32	10.22215/etd/2021-14777	None	10.22215/etd/2021-14777	Selection Performance Using a Smartphone in VR with Redirected Input		dissertation
33	10.31274/rtd-180813-10003	None	10.31274/rtd-180813-10003	Nuclear plant diagnostics using neural networks with dynamic input selection		dissertation
34	10.1016/s1474-6670(17)33707-2	2003	10.1016/s1474-6670(17)33707-2	Reinterpretation of the IEC 61131 Ladder Diagram To Event Driven Program Based on the Dataflow Model	IFAC Proceedings Volumes	journal-article
35	10.23919/date56975.2023.10137254	2023	10.23919/date56975.2023.10137254	READ: Reliability-Enhanced Accelerator Dataflow Optimization using Critical Input Pattern Reduction	2023 Design, Automation &amp; Test in Europe Conference &amp; Exhibition (DATE)	proceedings-article
36	10.33140/pcii.06.03.06	2023	10.33140/pcii.06.03.06	Adoption of Pareto Charts in the Analysis of Input Variables Interaction and Selection of Input-Output Pairings in a Refinery Fluid Catalytic Cracking Unit	Petroleum and Chemical Industry International	journal-article
37	10.1093/oso/9780190093785.003.0010	2023	10.1093/oso/9780190093785.003.0010	Nation, Transnationality, and Global Community as Totalized Network	Biopolitical Ethics in Global Cinema	book-chapter
38	10.1016/b978-0-08-100958-1.00005-0	2017	10.1016/b978-0-08-100958-1.00005-0	Material selection of natural fiber composites	Materials Selection for Natural Fiber Composites	book-chapter
39	10.32657/10356/168245	None	10.32657/10356/168245	Input features for deep learning-based polyphonic sound event localization and detection		dissertation
40	10.1145/3731302.3731319	2026	10.1145/3731302.3731319	Advanced: Optimal Dataflow Programs and Dataflow SPLs	Science of Software Product Lines	book-chapter
41	10.1002/spe.4380210207	1991	10.1002/spe.4380210207	A dataflow approach to event‐based debugging	Software: Practice and Experience	journal-article
42	10.1036/1097-8542.181000	None	10.1036/1097-8542.181000	Dataflow systems	AccessScience	dataset
43	10.21203/rs.3.rs-3641990/v1	2023	10.21203/rs.3.rs-3641990/v1	Selection of input variables for electricity price forecast		posted-content
44	10.1145/3725843.3756027	2025	10.1145/3725843.3756027	LLMulator: Generalizable Cost Modeling for Dataflow Accelerators with Input-Adaptive Control Flow	Proceedings of the 58th IEEE/ACM International Symposium on Microarchitecture	proceedings-article
45	10.1163/9789004658813_009	1996	10.1163/9789004658813_009	Totalized (Auto-)Biography as Fragmented Intertextuality Shakespeare - Sterne - Joyce	Laurence Sterne in Modernism and Postmodernism	book-chapter
46	10.1109/iccad57390.2023.10323816	2023	10.1109/iccad57390.2023.10323816	READ: Reliability-Enhanced Accelerator Dataflow Optimization Using Critical Input Pattern Reduction	2023 IEEE/ACM International Conference on Computer Aided Design (ICCAD)	proceedings-article
47	10.1145/3486605.3486789	2021	10.1145/3486605.3486789	Dyninka: a FaaS framework for distributed dataflow applications	Proceedings of the 8th ACM SIGPLAN International Workshop on Reactive and Event-Based Languages and Systems	proceedings-article
48	10.1109/icpp.1993.66	1993	10.1109/icpp.1993.66	Dataflow Graph Optimization for Dataflow Architectures a Dataflow Otimizing Compiler	1993 International Conference on Parallel Processing - ICPP'93 Vol2	proceedings-article
49	10.1002/9781118732793.ch3	2013	10.1002/9781118732793.ch3	Input Modeling for Simulation	Modeling and Simulation of Discrete‐Event Systems	other
50	10.36227/techrxiv.17312426.v1	2021	10.36227/techrxiv.17312426.v1	dynamic input-based event-triggered control for a network resource constraint environment		posted-content
51	10.1109/asp-dac66049.2026.11420315	2026	10.1109/asp-dac66049.2026.11420315	NEURAL: An Elastic Neuromorphic Architecture with Hybrid Data-Event Execution and On-the-fly Attention Dataflow	2026 31st Asia and South Pacific Design Automation Conference (ASP-DAC)	proceedings-article
52	10.5220/0011718600003467	2023	10.5220/0011718600003467	Automated Input Data Management for Discrete Event Simulation Models of Emergency Departments	Proceedings of the 25th International Conference on Enterprise Information Systems	proceedings-article
