rank	source_id	year	doi	title	venue	type
1	10.1023/a:1008629725384	1997	10.1023/a:1008629725384	Stubborn Sets for Real-Time Petri Nets	Formal Methods in System Design	journal-article
2	10.1007/978-3-642-41115-1_5	2013	10.1007/978-3-642-41115-1_5	Petri Nets with Time Windows	Time and Petri Nets	book-chapter
3	10.1109/rtse.1998.766512	None	10.1109/rtse.1998.766512	Teaching real-time systems using Petri nets	Proceedings Real-Time Systems Education III	proceedings-article
4	10.1002/9781119420712.ch9	2017	10.1002/9781119420712.ch9	Timed Petri Nets	Real‐Time Embedded Systems	other
5	10.1007/978-3-642-41115-1_3	2013	10.1007/978-3-642-41115-1_3	Time Petri Nets	Time and Petri Nets	book-chapter
6	10.1007/978-3-642-68353-4_38	1982	10.1007/978-3-642-68353-4_38	Petri Nets and Reliable Real-Time Systems	Informatik-Fachberichte	book-chapter
7	10.1109/pnpm.1999.796566	None	10.1109/pnpm.1999.796566	Non equivalence between time Petri nets and time stream Petri nets	Proceedings 8th International Workshop on Petri Nets and Performance Models (Cat. No.PR00331)	proceedings-article
8	10.1109/emrts.2003.1212753	None	10.1109/emrts.2003.1212753	Modeling flexible real time systems with preemptive time Petri nets	15th Euromicro Conference on Real-Time Systems, 2003. Proceedings.	proceedings-article
9	10.1109/wpdrts.1995.470489	None	10.1109/wpdrts.1995.470489	Verification of schedulability of real-time systems with extended time Petri nets	Proceedings of Third Workshop on Parallel and Distributed Real-Time Systems	proceedings-article
10	10.1109/emwrt.1993.639096	1993	10.1109/emwrt.1993.639096	Real-Time Systems Control Based on Object Oriented Concepts and Petri Nets	Fifth Euromicro Workshop on Real-Time Systems	proceedings-article
11	10.1002/0471224626.ch8	2002	10.1002/0471224626.ch8	Timed Petri Nets	Real‐Time Systems	other
12	10.1109/cmpass.1991.161052	None	10.1109/cmpass.1991.161052	Specifying and verifying real-time systems using time Petri nets and real-time temporal logic	COMPASS '91, Proceedings of the Sixth Annual Conference on Computer Assurance	proceedings-article
13	10.1016/b978-0-08-029980-8.50072-x	1984	10.1016/b978-0-08-029980-8.50072-x	A REAL TIME MONITOR, ITS REPRESENTATION BY PETRI NETS AND AN APPLICATION	Real Time Digital Control Application	book-chapter
14	10.5220/0005841700050013	2016	10.5220/0005841700050013	Petri Nets Modeling for the Schedulability Analysis of Industrial Real Time Systems	Proceedings of the International Workshop on domAin specific Model-based AppRoaches to vErificaTion and validaTiOn	proceedings-article
15	10.1007/978-3-642-41115-1_4	2013	10.1007/978-3-642-41115-1_4	Timed Petri Nets	Time and Petri Nets	book-chapter
16	10.1145/2680541	2015	10.1145/2680541	Stubborn Sets for Time Petri Nets	ACM Transactions on Embedded Computing Systems	journal-article
17	10.1007/978-981-19-6309-4_8	2022	10.1007/978-981-19-6309-4_8	Time Petri Nets and Time-Soundness	Petri Nets	book-chapter
