rank	source_id	year	doi	title	venue	type
1	10.1016/0304-3975(88)90139-9	1988	10.1016/0304-3975(88)90139-9	An answer to a question about finite maximal prefix sets of words	Theoretical Computer Science	journal-article
2	10.1007/s00236-026-00525-2	2026	10.1007/s00236-026-00525-2	Structure of finite maximal prefix codes with constant average length 4	Acta Informatica	journal-article
3	10.1080/14763141.2018.1473479	2020	10.1080/14763141.2018.1473479	Phase analysis in maximal sprinting: an investigation of step-to-step technical changes between the initial acceleration, transition and maximal velocity phases	Sports Biomechanics	journal-article
4	10.31236/osf.io/bmhdg	2017	10.31236/osf.io/bmhdg	Phase analysis in maximal sprinting: an investigation of step-to-step technical changes between the initial acceleration, transition and maximal velocity phases.		posted-content
5	10.1109/icassp.2002.1005199	2002	10.1109/icassp.2002.1005199	Optimal maximal and maximal prefix codes equivalent to Huffman codes	IEEE International Conference on Acoustics Speech and Signal Processing	proceedings-article
6	10.1109/icassp.2002.5745161	2002	10.1109/icassp.2002.5745161	Optimal maximal and maximal prefix codes equivalent to Huffman codes	IEEE International Conference on Acoustics Speech and Signal Processing	proceedings-article
7	10.1007/bf02575011	1987	10.1007/bf02575011	Maximal prefix products	Semigroup Forum	journal-article
8	10.1007/978-3-662-53401-4_3	2016	10.1007/978-3-662-53401-4_3	Non-interference Notions Based on Reveals and Excludes Relations for Petri Nets	Lecture Notes in Computer Science	book-chapter
9	10.1142/9789812792037_0069	2000	10.1142/9789812792037_0069	THE OPTIMAL MAXIMAL PREFIX ENCODING SCHEMES	Algorithms and Architectures for Parallel Processing	proceedings-article
10	10.1007/bfb0017143	None	10.1007/bfb0017143	On maximal prefix sets of words	Lecture Notes in Computer Science	book-chapter
11	10.1017/cbo9781139192576.005	2013	10.1017/cbo9781139192576.005	Geometric maximal subgroups	The Maximal Subgroups of the Low-Dimensional Finite Classical Groups	book-chapter
12	10.1201/9780429444272-14	2019	10.1201/9780429444272-14	An efficient maximal frequent itemset mining algorithm based on linear prefix tree	Communication and Computing Systems	book-chapter
