rank	source_id	year	doi	title	venue	type
1	10.1016/0747-7171(92)90011-r	1992	10.1016/0747-7171(92)90011-r	Unification under a mixed prefix	Journal of Symbolic Computation	journal-article
2	10.1145/3313149.3313347	2019	10.1145/3313149.3313347	Compositional finite abstractions for large-scale stochastic switched systems	Proceedings of the Fifth International Workshop on Symbolic-Numeric methods for Reasoning about CPS and IoT	proceedings-article
3	10.3115/976909.979690	1997	10.3115/976909.979690	Compositional semantics of German prefix verbs	Proceedings of the 35th annual meeting on Association for Computational Linguistics  -	proceedings-article
4	10.1016/j.jsc.2019.03.002	2020	10.1016/j.jsc.2019.03.002	An adaptive prefix-assignment technique for symmetry reduction	Journal of Symbolic Computation	journal-article
5	10.1007/978-3-642-24580-0_13	2011	10.1007/978-3-642-24580-0_13	Compositional Random Testing Using Extended Symbolic Transition Systems	Lecture Notes in Computer Science	book-chapter
6	10.3115/979617.979690	1997	10.3115/979617.979690	Compositional semantics of German prefix verbs	Proceedings of the eighth conference on European chapter of the Association for Computational Linguistics  -	proceedings-article
7	10.20517/cf.2023.41	2023	10.20517/cf.2023.41	Credible transition plans for coal power sector: current disclosure framework and considerations for transition finance	Carbon Footprints	journal-article
8	10.1017/s1755020309990220	2009	10.1017/s1755020309990220	REDUCING COMPOSITIONAL TO DISQUOTATIONAL TRUTH	The Review of Symbolic Logic	journal-article
9	10.1525/si.1980.3.1.157	1980	10.1525/si.1980.3.1.157	Deliberation in Six Juries: A Participant Observer Study	Symbolic Interaction	journal-article
10	10.7287/peerj-cs.244v0.1/reviews/1	2019	10.7287/peerj-cs.244v0.1/reviews/1	"Peer Review #1 of ""Machine learning of symbolic compositional rules with genetic programming: dissonance treatment in Palestrina (v0.1)"""		peer-review
11	10.36227/techrxiv.177004074.49683474/v1	2026	10.36227/techrxiv.177004074.49683474/v1	Asymptotic Symbolic Completeness Beyond Finite Provability		posted-content
12	10.1016/j.jsc.2007.08.006	2007	10.1016/j.jsc.2007.08.006	Symbolic computation with finite biquandles	Journal of Symbolic Computation	journal-article
13	10.1016/j.jsc.2018.07.002	2019	10.1016/j.jsc.2018.07.002	A computable extension for D-finite functions: DD-finite functions	Journal of Symbolic Computation	journal-article
14	10.2307/2271987	1973	10.2307/2271987	Prefix classes of Krom formulas	Journal of Symbolic Logic	journal-article
15	10.1145/800161.805167	1970	10.1145/800161.805167	On the relationship between finite automata, finite monoids, and prefix codes.	Proceedings of the second annual ACM symposium on Theory of computing  - STOC '70	proceedings-article
16	10.1016/s0747-7171(02)00105-0	2003	10.1016/s0747-7171(02)00105-0	Implementing finite structures in Mathematica via a skeletal topos of finite sets	Journal of Symbolic Computation	journal-article
17	10.7287/peerj.preprints.27731v1	2019	10.7287/peerj.preprints.27731v1	Machine learning of symbolic compositional rules with genetic programming: Dissonance treatment in Palestrina		posted-content
18	10.1093/oxfordhb/9780199541072.013.0031	2012	10.1093/oxfordhb/9780199541072.013.0031	Non-Symbolic Compositional Representation and Its Neuronal Foundation: To wards An Emulative Semantics	Oxford Handbooks Online	edited-book
19	10.1515/9783110702682-003	2021	10.1515/9783110702682-003	3 Symbolic dynamics	Ergodic Theory – Finite and Infinite, Thermodynamic Formalism, Symbolic Dynamics and Distance Expanding Maps	book-chapter
20	10.1016/j.jsc.2006.03.002	2006	10.1016/j.jsc.2006.03.002	Symbolic computation with finite quandles	Journal of Symbolic Computation	journal-article
21	10.1016/s0747-7171(08)80075-2	1990	10.1016/s0747-7171(08)80075-2	The computer construction of matrix representationsof finite groups over finite fields	Journal of Symbolic Computation	journal-article
