rank	openalex_id	year	doi	title	venue	type
1	W2118622620	2016	https://doi.org/10.1145/2975585	Implementing Efficient All Solutions SAT Solvers	ACM Journal of Experimental Algorithmics	article
2	W4409921792	2025	https://doi.org/10.1016/j.artint.2025.104346	Disjoint projected enumeration for SAT and SMT without blocking clauses	Artificial Intelligence	article
3	W2901139830	2018	https://doi.org/10.4230/lipics.sat.2023.9	AllSAT for Combinational Circuits	arXiv (Cornell University)	preprint
4	W4393153254	2024	https://doi.org/10.1609/aaai.v38i8.28652	Disjoint Partial Enumeration without Blocking Clauses	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
5	W4286897120	2021	https://doi.org/10.4230/lipics.sat.2024.13	Entailing Generalization Boosts Enumeration	arXiv (Cornell University)	preprint
6	W4388412287	2023	https://doi.org/10.1007/s10472-023-09906-6	On the benefits of knowledge compilation for feature-model analyses	Annals of Mathematics and Artificial Intelligence	article
7	W2964722251	2019	https://doi.org/10.1016/j.artint.2019.08.001	How we designed winning algorithms for abstract argumentation and which insight we attained	Artificial Intelligence	article
8	W4412376392	2025	https://doi.org/10.1613/jair.1.16870	On CNF Conversion for SAT and SMT Enumeration	Journal of Artificial Intelligence Research	article
9	W4361230311	2023	https://doi.org/10.4230/lipics.sat.2023.15	On CNF Conversion for Disjoint SAT Enumeration	arXiv (Cornell University)	preprint
10	W7135156672	2026		Extending CDCL-based Model Enumeration with Weights	ArXiv.org	preprint
11	W4404306980	2024	https://doi.org/10.48550/arxiv.2410.18707	Disjoint Projected Enumeration for SAT and SMT without Blocking Clauses	arXiv (Cornell University)	preprint
12	W4379256180	2023	https://doi.org/10.48550/arxiv.2306.00461	Disjoint Partial Enumeration without Blocking Clauses	arXiv (Cornell University)	preprint
13	W4308648317	2022	https://doi.org/10.1145/3540250.3549161	SymMC: approximate model enumeration and counting using symmetry information for Alloy specifications	Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering	conference-paper
14	W3000605855	2020	https://doi.org/10.1371/journal.pone.0227745	Error metrics determination in functionally approximated circuits using SAT solvers	PLoS ONE	article
15	W4409974442	2025	https://doi.org/10.1007/978-3-031-90643-5_13	Formally Verifying a Transformation from MLTL Formulas to Regular Expressions	Lecture notes in computer science	conference-paper
16	W3183311420	2021	https://doi.org/10.47350/iccs-de.2021.11	Investigation of observability property of controlled binary dynamical systems: a logical approach		conference-paper
17	W2765751865	2017	https://doi.org/10.5075/epfl-thesis-7866	Exploiting Satisfiability Solvers for Efficient Logic Synthesis	Infoscience (Ecole Polytechnique Fédérale de Lausanne)	dissertation
18	W4414258948	2025	https://doi.org/10.1007/978-3-032-04167-8_7	Exploiting Partial-Assignment Enumeration in Optimization Modulo Theories	Lecture notes in computer science	conference-paper
19	W4409365854	2025	https://doi.org/10.1609/aaai.v39i11.33228	DiverSAT: A Novel and Effective Local Search Algorithm for Diverse SAT Problem	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
20	W7168152173	2026	https://doi.org/10.4230/lipics.cp.2026.51	Computing Short SAT Implicants via Ising/QUBO Encodings	DROPS (Schloss Dagstuhl – Leibniz Center for Informatics)	article
21	W7160968973	2026		Computing Short SAT Implicants via Ising/QUBO Encodings	arXiv (Cornell University)	preprint
22	W4402810769	2024	https://doi.org/10.46586/tches.v2024.i4.1-39	SAT-based Formal Verification of Fault Injection Countermeasures for Cryptographic Circuits	IACR Transactions on Cryptographic Hardware and Embedded Systems	article
23	W3014062306	2019	https://doi.org/10.15168/11572_368161	Effectively Encoding SAT and Other Intractable Problems into Ising Models for Quantum Computing	Iris (University of Trento)	dissertation
24	W4414360479	2025	https://doi.org/10.24963/ijcai.2025/290	A SAT-based Method for Counting All Singleton Attractors in Boolean Networks		conference-paper
25	W4390047266	2023	https://doi.org/10.48550/arxiv.2312.12026	An Approximate Skolem Function Counter	arXiv (Cornell University)	preprint
