rank	source_id	year	doi	title	venue	type
1	10.1007/978-3-658-12680-3_5	2016	10.1007/978-3-658-12680-3_5	State Subsumption Reduction	Complete Symbolic Simulation of SystemC Models	book-chapter
2	10.1007/11691617_10	2006	10.1007/11691617_10	Symbolic Execution with Abstract Subsumption Checking	Lecture Notes in Computer Science	book-chapter
3	10.1109/icse-companion55297.2022.9793817	2022	10.1109/icse-companion55297.2022.9793817	GARUDA: Heap aware symbolic execution	2022 IEEE/ACM 44th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)	proceedings-article
4	10.1145/3510454.3528650	2022	10.1145/3510454.3528650	GARUDA	Proceedings of the ACM/IEEE 44th International Conference on Software Engineering: Companion Proceedings	proceedings-article
5	10.1109/ase.2011.6100071	2011	10.1109/ase.2011.6100071	Heap cloning: Enabling dynamic symbolic execution of java programs	2011 26th IEEE/ACM International Conference on Automated Software Engineering (ASE 2011)	proceedings-article
6	10.1109/saner67736.2026.00112	2026	10.1109/saner67736.2026.00112	Path-Optimal Symbolic Execution of Heap-Manipulating Programs	2026 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)	proceedings-article
7	10.1109/icse-companion58688.2023.00059	2023	10.1109/icse-companion58688.2023.00059	Boosting Symbolic Execution for Heap-based Vulnerability Detection and Exploit Generation	2023 IEEE/ACM 45th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)	proceedings-article
8	10.1145/2786805.2786842	2015	10.1145/2786805.2786842	Symbolic execution of programs with heap inputs	Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering	proceedings-article
9	10.1007/978-3-658-12680-3_6	2016	10.1007/978-3-658-12680-3_6	Heuristic Symbolic Subsumption	Complete Symbolic Simulation of SystemC Models	book-chapter
10	10.1007/978-3-662-49122-5_10	2016	10.1007/978-3-662-49122-5_10	Exact Heap Summaries for Symbolic Execution	Lecture Notes in Computer Science	book-chapter
