rank	source_id	year	doi	title	venue	type
1	10.31234/osf.io/n5s6k	2023	10.31234/osf.io/n5s6k	Models of unforced choice		posted-content
2	10.5040/9781472563866.ch-005	None	10.5040/9781472563866.ch-005	The Conditions of (Valid) Consent I: Unforced and Informed Choice	Consent in the Law	book-chapter
3	10.1109/whc.2015.7177757	2015	10.1109/whc.2015.7177757	Performance simulation of unforced choice paradigms in parametric psychometric procedures	2015 IEEE World Haptics Conference (WHC)	proceedings-article
4	10.1121/1.426567	1999	10.1121/1.426567	Adaptive psychophysics based on unforced-choice tasks	The Journal of the Acoustical Society of America	journal-article
5	10.3758/bf03194549	2001	10.3758/bf03194549	Adaptive threshold estimation with unforced-choice tasks	Perception &amp; Psychophysics	journal-article
6	10.1515/9780773592162-011	2014	10.1515/9780773592162-011	The Art of Unforced Flourishing	Unforced Flourishing	book-chapter
7	10.1007/s00355-025-01584-z	2025	10.1007/s00355-025-01584-z	Observable interpersonal utility comparisons	Social Choice and Welfare	journal-article
8	10.5860/choice.49-2117	2011	10.5860/choice.49-2117	Introduction to enumeration	Choice Reviews Online	journal-article
9	10.1016/s1755-5345(13)70044-7	2011	10.1016/s1755-5345(13)70044-7	Does the Inclusion of a Cost Attribute in Forced and Unforced Choices Matter?	Journal of Choice Modelling	journal-article
10	10.5860/choice.37-5717	2000	10.5860/choice.37-5717	Combinatorial algorithms: generation, enumeration, and search	Choice Reviews Online	journal-article
11	10.3759/tropics.17.335	2008	10.3759/tropics.17.335	Unforced control of fishing activities as a result of coexistence with underwater protected areas in Lake Malawi National Park, East Africa	Tropics	journal-article
12	10.5860/choice.45-0923	2007	10.5860/choice.45-0923	Computing the continuous discretely: integer-point enumeration in polyhedra	Choice Reviews Online	journal-article
13	10.1515/9780773592162-toc	2014	10.1515/9780773592162-toc	Contents	Unforced Flourishing	book-chapter
14	10.1016/j.geb.2017.09.008	2017	10.1016/j.geb.2017.09.008	Introspective unawareness and observable choice	Games and Economic Behavior	journal-article
15	10.5860/choice.45-0325	2007	10.5860/choice.45-0325	A walk through combinatorics: an introduction to enumeration and graph theory	Choice Reviews Online	journal-article
16	10.1515/9780773592162-014	2014	10.1515/9780773592162-014	Index	Unforced Flourishing	book-chapter
17	10.1093/oed/4041461553	2023	10.1093/oed/4041461553	unforced, adj.	Oxford English Dictionary	book-chapter
18	10.1515/9780773592162	2014	10.1515/9780773592162	Unforced Flourishing		edited-book
19	10.1515/9780773592162-012	2014	10.1515/9780773592162-012	Notes	Unforced Flourishing	book-chapter
20	10.1515/9780773592162-013	2014	10.1515/9780773592162-013	Bibliography	Unforced Flourishing	book-chapter
21	10.1093/acprof:oso/9780195368130.003.0001	2008	10.1093/acprof:oso/9780195368130.003.0001	Unforced Marches	Imaginative Transcripts	book-chapter
22	10.1515/9780773592162-002	2014	10.1515/9780773592162-002	Preface	Unforced Flourishing	book-chapter
23	10.1007/bf00179982	1995	10.1007/bf00179982	The implementation of social choice functions via social choice correspondences: A general formulation and a limit result	Social Choice and Welfare	journal-article
24	10.1515/9780773592162-001	2014	10.1515/9780773592162-001	Acknowledgments	Unforced Flourishing	book-chapter
