rank	openalex_id	year	doi	title	venue	type
1	W2141082967	2007	https://doi.org/10.1007/s10479-007-0178-0	Models and solution techniques for frequency assignment problems	Annals of Operations Research	article
2	W88635354	1999	https://doi.org/10.26481/dis.19991104ak	Frequency assignment : models and algorithms		dissertation
3	W1997862012	1999	https://doi.org/10.1145/300830.300839	The ARBAC97 model for role-based administration of roles	ACM Transactions on Information and System Security	article
4	W2168909179	2001	https://doi.org/10.1038/35057062	Initial sequencing and analysis of the human genome	Nature	article
5	W2011124182	2002	https://doi.org/10.1016/s0004-3702(02)00187-x	Extending and implementing the stable model semantics	Artificial Intelligence	article
6	W2168405789	1992	https://doi.org/10.1287/trsc.26.1.4	Simplicial Decomposition with Disaggregated Representation for the Traffic Assignment Problem	Transportation Science	article
7	W2096091969	2007	https://doi.org/10.1111/j.1467-985x.2007.00471.x	Model-Based Clustering for Social Networks	Journal of the Royal Statistical Society Series A (Statistics in Society)	article
8	W2109716789	2001	https://doi.org/10.1016/s0166-218x(00)00221-3	On the fixed parameter complexity of graph enumeration problems definable in monadic second-order logic	Discrete Applied Mathematics	article
9	W2141165178	2003	https://doi.org/10.1093/nar/gkg770	Improving the Arabidopsis genome annotation using maximal transcript alignment assemblies	Nucleic Acids Research	article
10	W2026311529	1986	https://doi.org/10.1145/6462.6464	Model-based recognition in robot vision	ACM Computing Surveys	article
11	W2142096960	2005	https://doi.org/10.1109/tcbb.2005.48	Assignment of Orthologous Genes via Genome Rearrangement	IEEE Transactions on Computational Biology and Bioinformatics	article
12	W994990881	2015	https://doi.org/10.1016/j.cl.2015.06.001	Model-driven engineering: A survey supported by the unified conceptual model	Computer Languages	article
13	W2109409153	2007	https://doi.org/10.1016/j.artint.2007.04.010	The Carneades model of argument and burden of proof	Artificial Intelligence	article
14	W2058735307	2003	https://doi.org/10.1016/s0004-3702(02)00376-4	Equivalence notions and model minimization in Markov decision processes	Artificial Intelligence	article
15	W2167030131	1998	https://doi.org/10.1145/276393.276396	Isomorph-free model enumeration	ACM Transactions on Programming Languages and Systems	article
