rank	openalex_id	year	doi	title	venue	type
1	W4400842337	2024	https://doi.org/10.24963/kr.2024/48	Leveraging Decision-DNNF Compilation for Enumerating Disjoint Partial Models		conference-paper
2	W2154055561	2007	https://doi.org/10.1016/j.artint.2006.11.003	AND/OR search spaces for graphical models	Artificial Intelligence	article
3	W1873912000	2016	https://doi.org/10.1016/j.jal.2016.11.031	Algebraic model counting	Journal of Applied Logic	article
4	W4388412287	2023	https://doi.org/10.1007/s10472-023-09906-6	On the benefits of knowledge compilation for feature-model analyses	Annals of Mathematics and Artificial Intelligence	article
5	W4285605966	2022	https://doi.org/10.24963/ijcai.2022/358	On the Complexity of Enumerating Prime Implicants from Decision-DNNF Circuits		conference-paper
6	W4387323863	2023	https://doi.org/10.4230/lipics.icdt.2024.25	Ranked Enumeration for MSO on Trees via Knowledge Compilation	arXiv (Cornell University)	preprint
7	W4393153254	2024	https://doi.org/10.1609/aaai.v38i8.28652	Disjoint Partial Enumeration without Blocking Clauses	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
8	W4409921792	2025	https://doi.org/10.1016/j.artint.2025.104346	Disjoint projected enumeration for SAT and SMT without blocking clauses	Artificial Intelligence	article
9	W4385437241	2023	https://doi.org/10.24963/kr.2023/40	Knowledge Compilation and More with SharpSAT-TD		conference-paper
10	W3174643737	2021	https://doi.org/10.1609/aaai.v35i7.16776	Certifying Top-Down Decision-DNNF Compilers	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
11	W2966083108	2019	https://doi.org/10.24963/ijcai.2019/163	GANAK: A Scalable Probabilistic Exact Model Counter		conference-paper
12	W2802820630	2018	https://doi.org/10.4230/dagrep.7.9.62	Recent Trends in Knowledge Compilation (Dagstuhl Seminar 17381)	DROPS (Schloss Dagstuhl – Leibniz Center for Informatics)	article
13	W4361230311	2023	https://doi.org/10.4230/lipics.sat.2023.15	On CNF Conversion for Disjoint SAT Enumeration	arXiv (Cornell University)	preprint
14	W2115436681	2014	https://doi.org/10.1613/jair.4503	A Novel SAT-Based Approach to Model Based Diagnosis	Journal of Artificial Intelligence Research	article
15	W3080169062	2020	https://doi.org/10.24963/kr.2020/86	On Tractable XAI Queries based on Compiled Representations		conference-paper
16	W4386746824	2023	https://doi.org/10.1007/978-3-031-43369-6_11	An Abstract CNF-to-d-DNNF Compiler Based on Chronological CDCL	Lecture notes in computer science	conference-paper
17	W7463389	2021	https://doi.org/10.1609/aaai.v26i1.8222	Compiling Model-Based Diagnosis to Boolean Satisfaction	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
18	W2171620180	2011	https://doi.org/10.1017/s0269888910000251	Learning Bayesian networks: approaches and issues	The Knowledge Engineering Review	article
19	W2225294968	2008		Probabilistic Sequential Diagnosis by Compilation.		article
20	W2755376675	2018	https://doi.org/10.4230/lipics.icdt.2018.6	Connecting Width and Structure in Knowledge Compilation	DROPS (Schloss Dagstuhl – Leibniz Center for Informatics)	article
21	W2527145847	2016		Knowledge compilation and weighted model counting for inference in probabilistic logic programs	Lirias	conference-paper
22	W3175335281	2021	https://doi.org/10.1609/aaai.v35i5.16503	The Power of Literal Equivalence in Model Counting	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
23	W2937129136	2019	https://doi.org/10.1016/j.artint.2019.04.003	Advanced SMT techniques for weighted model integration	Artificial Intelligence	article
24	W3209351390	2024	https://doi.org/10.1016/j.dam.2024.10.021	On enumerating short projected models	Discrete Applied Mathematics	article
25	W811924890	2015	https://doi.org/10.1007/s10994-015-5494-z	Probabilistic (logic) programming concepts	Machine Learning	article
