rank	source_id	year	doi	title	venue	type
1	10.15760/etd.3564	None	10.15760/etd.3564	Implementing a Functional Logic Programming Language via the Fair Scheme		dissertation
2	10.1007/11562931_21	2005	10.1007/11562931_21	Nondeterminism Analysis of Functional Logic Programs	Lecture Notes in Computer Science	book-chapter
3	10.1007/1-4020-3069-x_7	None	10.1007/1-4020-3069-x_7	Nondeterminism	Applied Logic Series	book-chapter
4	10.7551/mitpress/4304.003.0032	1999	10.7551/mitpress/4304.003.0032	Bounded Nondeterminism of Logic Programs	Logic Programming	book-chapter
5	10.1145/99370.99400	1989	10.1145/99370.99400	Nondeterminism and unification in LogScheme: integrating logic and functional programming	Proceedings of the fourth international conference on Functional programming languages and computer architecture  - FPCA '89	proceedings-article
6	10.4064/-21-1-427-436	1988	10.4064/-21-1-427-436	Countable nondeterminism and logics of programs: fair-wellfoundedness of while-programs with nondeterministic assignments in the logic ALNA	Banach Center Publications	journal-article
7	10.1145/351268.351292	2000	10.1145/351268.351292	Type-based nondeterminism checking in functional logic programs	Proceedings of the 2nd ACM SIGPLAN international conference on Principles and practice of declarative programming	proceedings-article
8	10.1007/978-3-319-14125-1_12	2014	10.1007/978-3-319-14125-1_12	Compiling a Functional Logic Language: The Fair Scheme	Lecture Notes in Computer Science	book-chapter
9	10.15760/etd.914	2000	10.15760/etd.914	The Basic Scheme for the Evaluation of Functional Logic Programs		report
10	10.1002/malq.19970430302	1997	10.1002/malq.19970430302	On Nondeterminism, Enumeration Reducibility and Polynomial Bounds	Mathematical Logic Quarterly	journal-article
11	10.1016/0743-1066(95)00091-7	1996	10.1016/0743-1066(95)00091-7	Nondeterminism through well-founded choice	The Journal of Logic Programming	journal-article
12	10.1007/978-3-642-29822-6_5	2012	10.1007/978-3-642-29822-6_5	Compiling a Functional Logic Language: The Basic Scheme	Lecture Notes in Computer Science	book-chapter
13	10.1007/bfb0013828	None	10.1007/bfb0013828	A general scheme for constraint functional logic programming	Lecture Notes in Computer Science	book-chapter
14	10.1007/3-540-51803-7_31	1989	10.1007/3-540-51803-7_31	Enforcing nondeterminism via linear time temporal logic specifications using hiding	Lecture Notes in Computer Science	book-chapter
