rank	source_id	year	doi	title	venue	type
1	10.1007/3-540-58468-4_169	1994	10.1007/3-540-58468-4_169	Specification and refinement of finite dataflow networks — a relational approach	Lecture Notes in Computer Science	book-chapter
2	10.14264/157848	None	10.14264/157848	The specification and refinement of timed processes		dissertation
3	10.1109/fdl50818.2020.9232931	2020	10.1109/fdl50818.2020.9232931	Exploiting Dataflow Models for Parallel Simulation of Discrete Timed Systems	2020 Forum for Specification and Design Languages (FDL)	proceedings-article
4	10.1007/978-3-642-21461-5_8	2011	10.1007/978-3-642-21461-5_8	Relational Concurrent Refinement: Timed Refinement	Lecture Notes in Computer Science	book-chapter
5	10.1145/2968478.2968489	2016	10.1145/2968478.2968489	A refinement theory for timed-dataflow analysis with support for reordering	Proceedings of the 13th International Conference on Embedded Software	proceedings-article
6	10.1109/access.2025.3572089	2025	10.1109/access.2025.3572089	Specification and Verification Method of Parallel Hierarchical Timed Automata by Predicate Abstraction and Refinement	IEEE Access	journal-article
7	10.1007/bfb0018344	None	10.1007/bfb0018344	Compositional relational semantics for indeterminate dataflow networks	Lecture Notes in Computer Science	book-chapter
8	10.3990/1.9789036545419	None	10.3990/1.9789036545419	Accurate analysis of real-time stream processing applications : using dataflow models and timed automata		dissertation
9	10.1109/aicas48895.2020.9073928	2020	10.1109/aicas48895.2020.9073928	Simulating Spiking Neural Networks with Timed Dataflow Graphs	2020 2nd IEEE International Conference on Artificial Intelligence Circuits and Systems (AICAS)	proceedings-article
10	10.4204/eptcs.371.2	2022	10.4204/eptcs.371.2	From Specification Models to Explanation Models: An Extraction and Refinement Process for Timed Automata	Electronic Proceedings in Theoretical Computer Science	journal-article
11	10.70675/85bd37bfz7ed7z4f48zadbcze7f5d13191f3	None	10.70675/85bd37bfz7ed7z4f48zadbcze7f5d13191f3	Parametric timed formalisms for specification and monitoring		dissertation
12	10.21236/ada237355	1991	10.21236/ada237355	Specification and Verification of Real-Time Constraints in Coarse-Grain Dataflow		report
13	10.1017/cbo9780511814105.011	2007	10.1017/cbo9780511814105.011	Timed automata	Reactive Systems	book-chapter
14	10.21236/ada428029	2004	10.21236/ada428029	DIF - A Language for Dataflow Graph Specification and Exchange		report
15	10.1142/9789812799661_0020	2001	10.1142/9789812799661_0020	ACTION REFINEMENT FOR TIMED LOTOS	Computer Mathematics	proceedings-article
16	10.1017/cbo9780511814105.012	2007	10.1017/cbo9780511814105.012	Timed behavioural equivalences	Reactive Systems	book-chapter
17	10.1007/11603009_4	2005	10.1007/11603009_4	Specification and Refinement of Soft Real-Time Requirements Using Sequence Diagrams	Lecture Notes in Computer Science	book-chapter
18	10.20944/preprints202604.0985.v1	2026	10.20944/preprints202604.0985.v1	The Theory of Reachability Analysis Method Using Abstraction and Refinement of Priced Probabilistic Timed Automaton, and Its Application to Design Verification of Wireless Sensor Networks		posted-content
19	10.3390/electronics15112366	2026	10.3390/electronics15112366	Reachability Analysis Method Using Abstraction and Refinement of Priced Probabilistic Timed Automaton and Its Application for Design Verification of Wireless Sensor Networks	Electronics	journal-article
20	10.1007/978-1-4471-3756-6_20	1991	10.1007/978-1-4471-3756-6_20	Timed Process Algebra, Petri Nets, and Event Refinement	Workshops in Computing	book-chapter
21	10.1007/978-3-642-69419-6_2	1983	10.1007/978-3-642-69419-6_2	A Dataflow Retrieval Unit for a Relational Database Machine	Database Machines	book-chapter
22	10.1007/978-3-319-92711-4_9	2018	10.1007/978-3-319-92711-4_9	Relational Concurrent Refinement	Refinement	book-chapter
23	10.33915/etd.1132	None	10.33915/etd.1132	Relational specification as a testing oracle		dissertation
24	10.1017/cbo9780511569760.004	1993	10.1017/cbo9780511569760.004	The Timed Failures Model	Specification and Proof in Real Time CSP	book-chapter
25	10.1109/vlhcc.2007.11	2007	10.1109/vlhcc.2007.11	Relational Blocks: A Visual Dataflow Language for Relational Web-Applications	IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC 2007)	proceedings-article
26	10.1109/asic.1993.410711	None	10.1109/asic.1993.410711	Modelling of a self timed dataflow processor in VHDL	Sixth Annual IEEE International ASIC Conference and Exhibit	proceedings-article
27	10.1017/cbo9780511619953.005	2008	10.1017/cbo9780511619953.005	Timed automata	Real-Time Systems	book-chapter
28	10.1007/978-1-4471-3756-6_8	1991	10.1007/978-1-4471-3756-6_8	A Case Study in Timed Refinement: A Central Heater	Workshops in Computing	book-chapter
29	10.1007/978-1-4471-3273-8_2	1987	10.1007/978-1-4471-3273-8_2	Specification Statements and Refinement	On the Refinement Calculus	book-chapter
30	10.1007/0-306-48734-9_26	None	10.1007/0-306-48734-9_26	Specification and Refinement of Hardware Components in B	System Specification &amp; Design Languages	book-chapter
31	10.1007/978-3-319-92711-4_4	2018	10.1007/978-3-319-92711-4_4	A Relational View of Refinement	Refinement	book-chapter
32	10.1109/sips.2014.6986105	2014	10.1109/sips.2014.6986105	Efficient fixed-point refinement of DSP dataflow systems	2014 IEEE Workshop on Signal Processing Systems (SiPS)	proceedings-article
33	10.1201/b20053-17	2016	10.1201/b20053-17	Integrating Refinement-Based Methods for Developing Timed Systems	From Action Systems to Distributed Systems	book-chapter
34	10.21236/ada348660	1998	10.21236/ada348660	A Theoretical Framework for Specification Refinement Via Transformations		report
35	10.23919/date.2017.7927116	2017	10.23919/date.2017.7927116	Latency analysis of homogeneous synchronous dataflow graphs using timed automata	Design, Automation &amp; Test in Europe Conference &amp; Exhibition (DATE), 2017	proceedings-article
36	10.1109/iwssd.2000.891124	None	10.1109/iwssd.2000.891124	Specification and analysis of timed and functional TRMCS behaviours	Tenth International Workshop on Software Specification and Design. IWSSD-10 2000	proceedings-article
37	10.1007/978-1-4471-3229-5_9	1994	10.1007/978-1-4471-3229-5_9	A Timed Specification Language for Concurrent Reactive Systems	Workshops in Computing	book-chapter
38	10.1007/978-3-540-75454-1_10	None	10.1007/978-3-540-75454-1_10	Automatic Abstraction Refinement for Timed Automata	Lecture Notes in Computer Science	book-chapter
39	10.1016/bs.adcom.2014.10.001	2015	10.1016/bs.adcom.2014.10.001	Sorting Networks on Maxeler Dataflow Supercomputing Systems	Advances in Computers	book-chapter
40	10.31390/gradschool_disstheses.6378	None	10.31390/gradschool_disstheses.6378	From Object-Oriented Specification to Implementation: A Formal Refinement Methodology.		dissertation
41	10.1016/0893-6080(88)90471-6	1988	10.1016/0893-6080(88)90471-6	Analysis of dataflow diagrams by neural network	Neural Networks	journal-article
42	10.7146/brics.v4i36.18962	1997	10.7146/brics.v4i36.18962	Relational Semantics of Non-Deterministic Dataflow	BRICS Report Series	journal-article
43	10.1109/isvlsi.2012.74	2012	10.1109/isvlsi.2012.74	A Dataflow Framework for DSP Algorithm Refinement	2012 IEEE Computer Society Annual Symposium on VLSI	proceedings-article
44	10.1145/1067672.802426	1981	10.1145/1067672.802426	An architecture for a relational dataflow database	ACM SIGSMALL Newsletter	journal-article
45	10.1109/compsac.2012.93	2012	10.1109/compsac.2012.93	Specification Mutation Analysis for Validating Timed Testing Approaches Based on Timed Automata	2012 IEEE 36th Annual Computer Software and Applications Conference	proceedings-article
46	10.3923/jas.2006.2168.2176	2006	10.3923/jas.2006.2168.2176	Specification of the Multimedia Documents Scenari by the Petri Networks and the Timed Automata	Journal of Applied Sciences	journal-article
47	10.1007/978-3-319-66197-1_9	2017	10.1007/978-3-319-66197-1_9	Specification and Automated Verification of Dynamic Dataflow Networks	Lecture Notes in Computer Science	book-chapter
48	10.1007/978-3-319-66125-4_1	2017	10.1007/978-3-319-66125-4_1	Implementing Neural Networks by Using the DataFlow Paradigm	Computer Communications and Networks	book-chapter
49	10.1007/978-1-4471-3756-6_9	1991	10.1007/978-1-4471-3756-6_9	Object Oriented Specification and Refinement	Workshops in Computing	book-chapter
50	10.1016/j.procs.2014.05.102	2014	10.1016/j.procs.2014.05.102	Self-timed Periodic Scheduling for a Cyclo-static DataFlow Model	Procedia Computer Science	journal-article
51	10.1109/rtss.2009.14	2009	10.1109/rtss.2009.14	Component-Based Abstraction Refinement for Timed Controller Synthesis	2009 30th IEEE Real-Time Systems Symposium	proceedings-article
52	10.1145/3462172.3462185	2020	10.1145/3462172.3462185	HoCL: High level specification of dataflow graphs	Proceedings of the 32nd Symposium on Implementation and Application of Functional Languages	proceedings-article
53	10.1145/3136014.3136029	2017	10.1145/3136014.3136029	FlowSpec: declarative dataflow analysis specification	Proceedings of the 10th ACM SIGPLAN International Conference on Software Language Engineering	proceedings-article
54	10.1109/fdl.2017.8303894	2017	10.1109/fdl.2017.8303894	Symbolic simulation of dataflow synchronous programs with timers	2017 Forum on Specification and Design Languages (FDL)	proceedings-article
55	10.1002/sec.845	2014	10.1002/sec.845	Timed-release oblivious transfer	Security and Communication Networks	journal-article
56	10.1201/b20053-15	2016	10.1201/b20053-15	Relational Concurrent Refinement - Partial and Total Frameworks	From Action Systems to Distributed Systems	book-chapter
57	10.1016/0378-7206(94)90098-1	1994	10.1016/0378-7206(94)90098-1	DFQL: Dataflow query language for relational databases	Information &amp; Management	journal-article
58	10.1007/1-4020-7991-5_20	None	10.1007/1-4020-7991-5_20	Refinement of Hybrid Systems	Languages for System Specification	book-chapter
59	10.1109/icpads.2016.0146	2016	10.1109/icpads.2016.0146	Timed Dataflow: Reducing Communication Overhead for Distributed Machine Learning Systems	2016 IEEE 22nd International Conference on Parallel and Distributed Systems (ICPADS)	proceedings-article
60	10.1007/978-1-4471-3273-8_1	1988	10.1007/978-1-4471-3273-8_1	The Specification Statement	On the Refinement Calculus	book-chapter
61	10.1007/978-3-540-40903-8_2	2004	10.1007/978-3-540-40903-8_2	Towards Efficient Partition Refinement for Checking Reachability in Timed Automata	Lecture Notes in Computer Science	book-chapter
62	10.1109/iwssd.1993.315518	None	10.1109/iwssd.1993.315518	Specification and refinement of a message router	Proceedings of 1993 IEEE 7th International Workshop on Software Specification and Design	proceedings-article
63	10.1007/978-1-4612-1674-2_27	1998	10.1007/978-1-4612-1674-2_27	Specification Statements	Refinement Calculus	book-chapter
64	10.1109/fdl.2017.8303891	2017	10.1109/fdl.2017.8303891	Actor fission transformations for executing dataflow programs on manycores	2017 Forum on Specification and Design Languages (FDL)	proceedings-article
65	10.1007/978-3-642-41674-3_176	2014	10.1007/978-3-642-41674-3_176	Model Checking Probabilistic Timed Systems against Timed Automata Specification	Lecture Notes in Electrical Engineering	book-chapter
