rank	openalex_id	year	doi	title	venue	type
1	W2963784900	2017	https://doi.org/10.1038/s41524-017-0056-5	Machine learning in materials informatics: recent applications and prospects	npj Computational Materials	article
2	W2529996553	2018	https://doi.org/10.1021/acscentsci.7b00572	Automatic Chemical Design Using a Data-Driven Continuous Representation of Molecules	ACS Central Science	article
3	W2088181725	1990	https://doi.org/10.1023/a:1022692615781	Negative Results for Equivalence Queries	Machine Learning	article
4	W2157446241	2014	https://doi.org/10.1016/j.neuroimage.2013.11.046	Automatic denoising of functional MRI data: Combining independent component analysis and hierarchical fusion of classifiers	NeuroImage	article
5	W4256175731	1990	https://doi.org/10.1007/bf00116034	Negative results for equivalence queries	Machine Learning	article
6	W2052655256	2015	https://doi.org/10.1016/j.knosys.2015.02.008	A survey of fingerprint classification Part I: Taxonomies on feature extraction methods and learning models	Knowledge-Based Systems	article
7	W2096672020	2013	https://doi.org/10.1016/j.neuroimage.2013.05.039	Resting-state fMRI in the Human Connectome Project	NeuroImage	article
8	W2941184781	2019	https://doi.org/10.1038/s42005-019-0139-3	Biological physically unclonable function	Communications Physics	article
9	W4281874271	2022	https://doi.org/10.1126/science.abj9979	Memristive technologies for data storage, computation, encryption, and radio-frequency communication	Science	article
10	W2109848222	2012	https://doi.org/10.1093/nar/gks678	MetaVelvet: an extension of Velvet assembler to de novo metagenome assembly from short sequence reads	Nucleic Acids Research	article
11	W2751490203	2017	https://doi.org/10.1073/pnas.1701517114	Differential diagnosis of Alzheimer’s disease using spectrochemical analysis of blood	Proceedings of the National Academy of Sciences	article
12	W1957358593	2016	https://doi.org/10.1109/jproc.2016.2558521	A Survey on Wireless Security: Technical Challenges, Recent Advances, and Future Trends	Proceedings of the IEEE	article
13	W4200564824	2021	https://doi.org/10.3390/ma15010085	How Can We Provide Additively Manufactured Parts with a Fingerprint? A Review of Tagging Strategies in Additive Manufacturing	Materials	article
14	W4410453512	2025	https://doi.org/10.3389/fcomp.2025.1519212	Shallow implementation of quantum fingerprinting with application to quantum finite automata	Frontiers in Computer Science	article
15	W4377239002	2022	https://doi.org/10.1007/s10703-023-00425-y	Fingerprinting and analysis of Bluetooth devices with automata learning	Formal Methods in System Design	article
16	W3032909079	2020	https://doi.org/10.1609/aaai.v34i01.5381	Linguistic Fingerprints of Internet Censorship: The Case of Sina Weibo	Proceedings of the AAAI Conference on Artificial Intelligence	conference-paper
17	W4391696937	2024	https://doi.org/10.1109/tnsm.2024.3364526	EFACTLS: Effective Active TLS Fingerprinting for Large-Scale Server Deployment Characterization	IEEE Transactions on Network and Service Management	article
18	W3087318293	2020	https://doi.org/10.1186/s13321-020-00460-5	Molecular representations in AI-driven drug discovery: a review and practical guide	Journal of Cheminformatics	article
19	W2925649228	2019	https://doi.org/10.1021/acsanm.9b00322	Physically Unclonable Functions Based on Single-Walled Carbon Nanotubes: A Scalable and Inexpensive Method toward Unique Identifiers	ACS Applied Nano Materials	article
20	W4213070269	2022	https://doi.org/10.1002/wcms.1603	A review of molecular representation in the age of machine learning	Wiley Interdisciplinary Reviews Computational Molecular Science	article
21	W3047141361	2020	https://doi.org/10.3390/nano10081535	Carbon Dots for Forensic Applications: A Critical Review	Nanomaterials	article
22	W2164039407	2015	https://doi.org/10.1016/j.neuroimage.2015.01.013	Large-scale Probabilistic Functional Modes from resting state fMRI	NeuroImage	article
23	W3098582471	2000	https://doi.org/10.1145/358438.349341	Caching function calls using precise dependencies	ACM SIGPLAN Notices	article
24	W2053281575	1996	https://doi.org/10.1002/pro.5560050711	The structural alignment between two proteins: Is there a unique answer?	Protein Science	article
25	W3112951420	2020	https://doi.org/10.1002/med.21764	Artificial intelligence and machine learning‐aided drug discovery in central nervous system diseases: State‐of‐the‐arts and future directions	Medicinal Research Reviews	article
26	W2551577835	2016	https://doi.org/10.3389/fnins.2016.00515	A Hitchhiker's Guide to Functional Magnetic Resonance Imaging	Frontiers in Neuroscience	article
27	W2001759130	2014	https://doi.org/10.1145/2660267.2660356	Cross-Tenant Side-Channel Attacks in PaaS Clouds		conference-paper
28	W3167739831	2021	https://doi.org/10.1155/2021/5573740	Brain Connectivity Studies on Structure‐Function Relationships: A Short Survey with an Emphasis on Machine Learning	Computational Intelligence and Neuroscience	article
29	W2150189917	2009	https://doi.org/10.1145/1592434.1592436	Formal methods	ACM Computing Surveys	article
30	W2169624732	1999	https://doi.org/10.1145/311531.311532	Fundamentals of fault-tolerant distributed computing in asynchronous environments	ACM Computing Surveys	article
31	W2944851528	2019	https://doi.org/10.1145/3316781.3324890	ChipSecure		conference-paper
32	W2785853825	2018	https://doi.org/10.1126/sciadv.1701384	An optical authentication system based on imaging of excitation-selected lanthanide luminescence	Science Advances	article
