rank	source_id	year	doi	title	venue	type
1	10.7717/peerj-cs.1626/table-5	None	10.7717/peerj-cs.1626/table-5	Table 5: Requested action satisfaction policy.		component
2	10.1057/978-1-137-45351-8_5	2016	10.1057/978-1-137-45351-8_5	Equivalence, opposition, enumeration, prioritising and implied meaning	Language and Crime	book-chapter
3	10.1037/13177-004	1958	10.1037/13177-004	Requested interviews and special treatment.	Social psychiatry in action: A therapeutic community.	book-chapter
4	10.46298/dmtcs.14790	2026	10.46298/dmtcs.14790	Probabilistic enumeration and equivalence of nonisomorphic trees	Discrete Mathematics &amp; Theoretical Computer Science	journal-article
5	10.1037/e423222005-021	1982	10.1037/e423222005-021	Alert! Attack on women's studies deplored and action requested	PsycEXTRA Dataset	dataset
6	10.1016/s0021-9800(70)80003-5	1970	10.1016/s0021-9800(70)80003-5	Enumeration under group action: Unsolved graphical enumeration problems, IV	Journal of Combinatorial Theory	journal-article
7	10.1017/cbo9780511803888.016	1994	10.1017/cbo9780511803888.016	Enumeration under group action	Combinatorics	book-chapter
8	10.12958/adm1127	2020	10.12958/adm1127	Geometrical equivalence and action type geometrical equivalence of group representations	Algebra and Discrete Mathematics	journal-article
9	10.1007/s11425-011-4355-x	2012	10.1007/s11425-011-4355-x	On enumeration of polynomial equivalence classes	Science China Mathematics	journal-article
10	10.1016/j.dam.2023.03.004	2023	10.1016/j.dam.2023.03.004	Enumeration of simple games with two equivalence classes of players	Discrete Applied Mathematics	journal-article
11	10.1016/j.ins.2023.120020	2024	10.1016/j.ins.2023.120020	Topological equivalence classification and enumeration of n-input linearly separable Boolean functions	Information Sciences	journal-article
12	10.1215/s0012-7094-70-03750-6	1970	10.1215/s0012-7094-70-03750-6	"Enumeration of canonical matrices under row equivalence over a
              principal ideal domain modulo pn"	Duke Mathematical Journal	journal-article
13	10.3934/amc.2015.9.415	2015	10.3934/amc.2015.9.415	An enumeration of the equivalence classes of self-dual matrix codes	Advances in Mathematics of Communications	journal-article
14	10.46298/dmtcs.8330	2022	10.46298/dmtcs.8330	Further enumeration results concerning a recent equivalence of restricted inversion sequences	Discrete Mathematics &amp; Theoretical Computer Science	journal-article
15	10.5194/cp-2017-28-rc1	2017	10.5194/cp-2017-28-rc1	Requested Review		peer-review
16	10.5194/gmd-2019-24-rc2	2019	10.5194/gmd-2019-24-rc2	Requested review		peer-review
17	10.22459/caepr28.12.2007.04	2007	10.22459/caepr28.12.2007.04	Mobility and its consequences: the 2006 enumeration in the north-east Arnhem Land region	Agency, Contingency and Census Process: Observations of the 2006 Indigenous Enumeration Strategy in remote Aboriginal Australia	book-chapter
18	10.1142/s0219061317500088	2017	10.1142/s0219061317500088	A Friedberg enumeration of equivalence structures	Journal of Mathematical Logic	journal-article
