rank	source_id	year	doi	title	venue	type
1	10.1007/bf02241704	1992	10.1007/bf02241704	Credible execution of bounded-time parallel systems with delayed diagnosis	Computing	journal-article
2	10.1145/3485543	2021	10.1145/3485543	Programming and execution models for parallel bounded exhaustive testing	Proceedings of the ACM on Programming Languages	journal-article
3	10.31224/7083	2026	10.31224/7083	Bounded Event-Time Execution Architecture		posted-content
4	10.7551/mitpress/4702.003.0004	1998	10.7551/mitpress/4702.003.0004	Bounded Rationality in Choice	Modeling Bounded Rationality	book-chapter
5	10.32388/sdinrj	2020	10.32388/sdinrj	Delayed Program or Algorithm Execution	Definitions	reference-entry
6	10.5860/choice.29-4252a	1992	10.5860/choice.29-4252a	NRSV exhaustive concordance	Choice Reviews Online	journal-article
7	10.1109/dfm.2013.11	2013	10.1109/dfm.2013.11	Polyhedral Constraints for Bounded-Memory Execution of Synchronized Filtering Dataflow	2013 Data-Flow Execution Models for Extreme Scale Computing	proceedings-article
8	10.1016/j.lingua.2012.12.005	2013	10.1016/j.lingua.2012.12.005	Exhaustive and non-exhaustive variation with free choice and referential vagueness: Evidence from Greek, Catalan, and Spanish	Lingua	journal-article
9	10.7287/peerj.preprints.126/supp-4	None	10.7287/peerj.preprints.126/supp-4		Supplemental Information 4: Central loop execution delayed by the influence of side loops	dataset
10	10.7287/peerj.preprints.126v3/supp-4	None	10.7287/peerj.preprints.126v3/supp-4		Supplemental Information 4: Central loop execution delayed by the influence of side loops	dataset
11	10.7287/peerj.preprints.126v2/supp-4	None	10.7287/peerj.preprints.126v2/supp-4		Supplemental Information 4: Central loop execution delayed by the influence of side loops.	dataset
12	10.32614/cran.package.delarr	2026	10.32614/cran.package.delarr	delarr: Lazy Delayed Arrays with Fused Execution	CRAN: Contributed Packages	dataset
13	10.1109/test.1992.527813	1992	10.1109/test.1992.527813	Self-test scheduling with bounded test execution time	Proceedings International Test Conference 1992	proceedings-article
14	10.1016/0140-6736(93)92205-8	1993	10.1016/0140-6736(93)92205-8	Execution delayed	The Lancet	journal-article
15	10.5860/choice.35-1715	1997	10.5860/choice.35-1715	Bounded lives, bounded places: free black society in Colonial New Orleans, 1769-1803	Choice Reviews Online	journal-article
16	10.1109/ropec55836.2022.10018607	2022	10.1109/ropec55836.2022.10018607	Watermarking Scheme With Bounded-Exhaustive Self-Recovery Approach	2022 IEEE International Autumn Meeting on Power, Electronics and Computing (ROPEC)	proceedings-article
17	10.1109/asianhost56390.2022.10022071	2022	10.1109/asianhost56390.2022.10022071	EISec: Exhaustive Information Flow Security of Hardware Intellectual Property Utilizing Symbolic Execution	2022 Asian Hardware Oriented Security and Trust Symposium (AsianHOST)	proceedings-article
18	10.1007/s11050-008-9034-2	2008	10.1007/s11050-008-9034-2	Upper-bounded no more: the exhaustive interpretation of non-strict comparison	Natural Language Semantics	journal-article
19	10.1108/978-1-78441-072-820151013	2015	10.1108/978-1-78441-072-820151013	Models of Bounded Rationality under Certainty	Bounded Rational Choice Behaviour: Applications in Transport	book-chapter
20	10.1515/9781400836864.123	2010	10.1515/9781400836864.123	6. School Choice as a Bounded Ideal	Tough Choices	book-chapter
21	10.18574/nyu/9780814722794.003.0018	2020	10.18574/nyu/9780814722794.003.0018	14. Freedom Delayed	An Expendable Man	book-chapter
22	10.5860/choice.42-5575	2005	10.5860/choice.42-5575	Bounded choice: true believers and charismatic cults	Choice Reviews Online	journal-article
23	10.1109/icst46399.2020.00016	2020	10.1109/icst46399.2020.00016	MiMIs: Simple, Efficient, and Fast Bounded-Exhaustive Test Case Generators	2020 IEEE 13th International Conference on Software Testing, Validation and Verification (ICST)	proceedings-article
24	10.1108/978-1-78441-072-820151016	2015	10.1108/978-1-78441-072-820151016	Bounded Rationality in Dynamic Traffic Assignment	Bounded Rational Choice Behaviour: Applications in Transport	book-chapter
25	10.5220/0001868501150121	2008	10.5220/0001868501150121	ELUSIVE BUGS, BOUNDED EXHAUSTIVE TESTING AND INCOMPLETE ORACLES	Proceedings of the Third International Conference on Software and Data Technologies Special Session on Applications in Banking and Finance	proceedings-article
26	10.1108/978-1-78441-072-820151017	2015	10.1108/978-1-78441-072-820151017	Index	Bounded Rational Choice Behaviour: Applications in Transport	book-chapter
27	10.7551/mitpress/1654.003.0010	2002	10.7551/mitpress/1654.003.0010	Preferential Choice and Adaptive Strategy Use	Bounded Rationality	book-chapter
28	10.2139/ssrn.6616738	2026	10.2139/ssrn.6616738	The Halting Problem Resolved: Axiomatic Bounded Execution as the Condition of Decidability, with an On-Chain Normative Implementation		posted-content
29	10.1108/978-1-78441-072-820151021	2015	10.1108/978-1-78441-072-820151021	Prelims	Bounded Rational Choice Behaviour: Applications in Transport	other
30	10.5860/choice.27-5016	1990	10.5860/choice.27-5016	The execution of justice	Choice Reviews Online	journal-article
31	10.5860/choice.32-0688	1994	10.5860/choice.32-0688	Pictures at an execution	Choice Reviews Online	journal-article
32	10.1145/3183440.3195002	2018	10.1145/3183440.3195002	Efficient iterative deepening for bounded exhaustive generation of complex structures	Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings	proceedings-article
33	10.1109/iccd.2000.878338	None	10.1109/iccd.2000.878338	Cheap out-of-order execution using delayed issue	Proceedings 2000 International Conference on Computer Design	proceedings-article
34	10.1145/1007512.1007531	2004	10.1145/1007512.1007531	Software assurance by bounded exhaustive testing	Proceedings of the 2004 ACM SIGSOFT international symposium on Software testing and analysis	proceedings-article
35	10.1145/581690.581694	2002	10.1145/581690.581694	Eager Haskell	Proceedings of the 2002 ACM SIGPLAN workshop on Haskell	proceedings-article
36	10.11126/stanford/9780804773294.003.0009	2011	10.11126/stanford/9780804773294.003.0009	Interdependence Between the Choice and Execution of Policies	Reputation-Based Governance	book-chapter
37	10.2139/ssrn.6120326	2026	10.2139/ssrn.6120326	Bounded Rationality, Societal Progress, Inclusive Institutions: Sustainability and Satisficing Choice		posted-content
38	10.1515/9780804777438-010	2020	10.1515/9780804777438-010	9. Interdependence Between the Choice and Execution of Policies	Reputation-Based Governance	book-chapter
39	10.5860/choice.27-6328	1990	10.5860/choice.27-6328	Ecological experiments: purpose, design, and execution	Choice Reviews Online	journal-article
