rank	source_id	year	doi	title	venue	type
1	10.1016/s0747-7171(08)80094-6	1991	10.1016/s0747-7171(08)80094-6	Double coset enumeration	Journal of Symbolic Computation	journal-article
2	10.2178/jsl/1045861503	2003	10.2178/jsl/1045861503	An application of graphical enumeration to PA *	Journal of Symbolic Logic	journal-article
3	10.2139/ssrn.5850842	2026	10.2139/ssrn.5850842	On the Consequences of Observation: Deriving Properties of the The Observation Boundary Through Categorical Enumeration at Cosmic Heat Death		posted-content
4	10.1016/s0747-7171(03)00027-0	2003	10.1016/s0747-7171(03)00027-0	A calculus combining resolution and enumeration for building finite models	Journal of Symbolic Computation	journal-article
5	10.1006/jsco.2002.0523	2002	10.1006/jsco.2002.0523	Scalable Parallel Coset Enumeration: Bulk Definition and the Memory Wall	Journal of Symbolic Computation	journal-article
6	10.1016/j.jsc.2015.11.019	2016	10.1016/j.jsc.2015.11.019	On the effective and automatic enumeration of polynomial permutation classes	Journal of Symbolic Computation	journal-article
7	10.21203/rs.3.rs-8874494/v1	2026	10.21203/rs.3.rs-8874494/v1	Symbolic Typestate Inference for Guard Reduction: A Bytecode Optimization Pass for Faster Java FFM		posted-content
8	10.2307/2964290	1958	10.2307/2964290	Three theorems on recursive enumeration. I. Decomposition. II. Maximal set. III. Enumeration without duplication	Journal of Symbolic Logic	journal-article
9	10.1145/120694.120723	1991	10.1145/120694.120723	Coset enumeration strategies	Proceedings of the 1991 international symposium on Symbolic and algebraic computation	proceedings-article
10	10.1016/s0747-7171(08)80096-x	1991	10.1016/s0747-7171(08)80096-x	The Knuth-Bendix procedure for strings as a substitute for coset enumeration	Journal of Symbolic Computation	journal-article
11	10.1109/wcre.1996.558915	None	10.1109/wcre.1996.558915	Identifying enumeration types modeled with symbolic constants	Proceedings of WCRE '96: 4rd Working Conference on Reverse Engineering	proceedings-article
12	10.2307/2964227	1960	10.2307/2964227	Richard M. Friedberg. Three theorems on recursive enumeration. I. Decomposition. II. Maximal set. III. Enumeration without duplication. The journal of symbolic logic, vol. 23 no. 3 (for 1958, pub. 1959) pp. 309–316.	Journal of Symbolic Logic	journal-article
13	10.3389/conf.fnhum.2015.217.00154	2015	10.3389/conf.fnhum.2015.217.00154	Patterns of response times for enumeration, number comparison, addition and subtraction are different for symbolic and non-symbolic stimuli.	Frontiers in Human Neuroscience	journal-article
14	10.1109/icppw.2006.26	None	10.1109/icppw.2006.26	Automatic Flow Analysis Using Symbolic Execution and Path Enumeration	2006 International Conference on Parallel Processing Workshops (ICPPW'06)	proceedings-article
15	10.2307/2272164	1975	10.2307/2272164	Uniform enumeration operations	Journal of Symbolic Logic	journal-article
16	10.1016/j.jsc.2004.04.009	2005	10.1016/j.jsc.2004.04.009	Enumeration and 3D representation of the stereo-isomers of alkane molecules	Journal of Symbolic Computation	journal-article
17	10.1006/jsco.1999.0360	2000	10.1006/jsco.1999.0360	Combining Enumeration and Deductive Techniques in order to Increase the Class of Constructible Infinite Models	Journal of Symbolic Computation	journal-article
18	10.1111/2041-210x.14421/v2/review1	2024	10.1111/2041-210x.14421/v2/review1	"Review for ""Propagating observation errors to enable scalable and rigorous enumeration of plant population abundance with aerial imagery"""		peer-review
19	10.1167/10.7.1327	2010	10.1167/10.7.1327	Visual enumeration: A bi-directional mapping process between symbolic and non-symbolic representations of number?	Journal of Vision	journal-article
20	10.1111/2041-210x.14421/v1/review1	2024	10.1111/2041-210x.14421/v1/review1	"Review for ""Propagating observation errors to enable scalable and rigorous enumeration of plant population abundance with aerial imagery"""		peer-review
21	10.2307/2963902	1959	10.2307/2963902	Enumeration of Recursive Sets	Journal of Symbolic Logic	journal-article
22	10.1525/si.1994.17.3.239	1994	10.1525/si.1994.17.3.239	Naturalistic Observation in the Laboratory	Symbolic Interaction	journal-article
23	10.1016/j.jsc.2008.07.003	2009	10.1016/j.jsc.2008.07.003	Helical polynomial curves and double Pythagorean hodographs II. Enumeration of low-degree curves	Journal of Symbolic Computation	journal-article
24	10.1201/9780203734254-2	2019	10.1201/9780203734254-2	Observation and Enumeration of Organisms	Wastewater Organisms	book-chapter
25	10.1111/2041-210x.14421/v1/review2	2024	10.1111/2041-210x.14421/v1/review2	"Review for ""Propagating observation errors to enable scalable and rigorous enumeration of plant population abundance with aerial imagery"""		peer-review
26	10.1109/tevc.2026.3698776/mm1	None	10.1109/tevc.2026.3698776/mm1	Symbolic Regression with Physics-Informed Residual and Structural Sensitivity Pruning_supp1-3698776.pdf		component
27	10.2307/2274335	1985	10.2307/2274335	Jumps of quasi-minimal enumeration degrees	Journal of Symbolic Logic	journal-article
28	10.1111/2041-210x.14421/v2/review2	2024	10.1111/2041-210x.14421/v2/review2	"Review for ""Propagating observation errors to enable scalable and rigorous enumeration of plant population abundance with aerial imagery"""		peer-review
29	10.1145/800204.806268	1971	10.1145/800204.806268	A graphical approach to coset enumeration	Proceedings of the second ACM symposium on Symbolic and algebraic manipulation  - SYMSAC '71	proceedings-article
30	10.1145/1145768.1145793	2006	10.1145/1145768.1145793	Enumeration of Rota-Baxter words	Proceedings of the 2006 international symposium on Symbolic and algebraic computation	proceedings-article
31	10.1016/s1097-8690(06)74015-x	2006	10.1016/s1097-8690(06)74015-x	Hybrid Cochlear Implants Guard Residual Hearing	Internal Medicine News	journal-article
32	10.1111/2041-210x.14421/v1/decision1	2024	10.1111/2041-210x.14421/v1/decision1	"Decision letter for ""Propagating observation errors to enable scalable and rigorous enumeration of plant population abundance with aerial imagery"""		peer-review
33	10.2178/jsl/1203350795	2007	10.2178/jsl/1203350795	Bounding nonsplitting enumeration degrees	Journal of Symbolic Logic	journal-article
34	10.1145/384101.384113	2001	10.1145/384101.384113	Scalable parallel coset enumeration using bulk definition	Proceedings of the 2001 international symposium on Symbolic and algebraic computation	proceedings-article
35	10.1109/aspdac.2007.358020	2007	10.1109/aspdac.2007.358020	BddCut: Towards Scalable Symbolic Cut Enumeration	2007 Asia and South Pacific Design Automation Conference	proceedings-article
36	10.1525/si.1991.14.4.449	1991	10.1525/si.1991.14.4.449	The Uses of Observation in French Sociology	Symbolic Interaction	journal-article
37	10.22459/caepr22.03.2004.01	2004	10.22459/caepr22.03.2004.01	The context for observation	Making Sense of the Census: Observations of the 2001 Enumeration in Remote Aboriginal Australia	book-chapter
38	10.2307/2274578	1988	10.2307/2274578	1-genericity in the enumeration degrees	Journal of Symbolic Logic	journal-article
39	10.1111/2041-210x.14421/v2/decision1	2024	10.1111/2041-210x.14421/v2/decision1	"Decision letter for ""Propagating observation errors to enable scalable and rigorous enumeration of plant population abundance with aerial imagery"""		peer-review
40	10.1007/978-3-031-55384-4_1	2024	10.1007/978-3-031-55384-4_1	Symbolic Enumeration	Compact Textbooks in Mathematics	book-chapter
41	10.1007/978-1-349-04084-1_6	1979	10.1007/978-1-349-04084-1_6	Participant Observation	The Making of Symbolic Interactionism	book-chapter
42	10.1017/s0022481200008896	2003	10.1017/s0022481200008896	An application of graphical enumeration to PA	Journal of Symbolic Logic	journal-article
43	10.1017/jsl.2026.10221	2026	10.1017/jsl.2026.10221	A TOPOLOGICAL CLASSIFICATION OF CLASSES OF ENUMERATION DEGREES	The Journal of Symbolic Logic	journal-article
44	10.2307/2270073	1968	10.2307/2270073	Yoshindo Suzuki. Enumeration of recursive sets. The journal of symbolic logic, vol. 24 no. 4 (for 1959, pub. 1961), p. 311.	Journal of Symbolic Logic	journal-article
45	10.1525/si.2003.26.4.515	2003	10.1525/si.2003.26.4.515	Residual Categories and Disciplinary Knowledge: Personal Identity in Sociological and Forensic Investigations	Symbolic Interaction	journal-article
46	10.1145/2463372.2463486	2013	10.1145/2463372.2463486	Prioritized grammar enumeration	Proceedings of the 15th annual conference on Genetic and evolutionary computation	proceedings-article
47	10.1007/978-3-030-67080-1_4	2021	10.1007/978-3-030-67080-1_4	Lattice Path Enumeration, The Kernel Method, and Diagonals	Texts &amp; Monographs in Symbolic Computation	book-chapter
48	10.1145/800204.806286	1971	10.1145/800204.806286	Applications of coset enumeration	Proceedings of the second ACM symposium on Symbolic and algebraic manipulation  - SYMSAC '71	proceedings-article
49	10.21203/rs.3.rs-9348218/v1	2026	10.21203/rs.3.rs-9348218/v1	Neuro-Symbolic Residual Calibration for Fine-Grained Text-to-Image Alignment Assessment		posted-content
50	10.2178/jsl/1268917493	2010	10.2178/jsl/1268917493	Interpreting true arithmetic in the -enumeration degrees	The Journal of Symbolic Logic	journal-article
51	10.5957/attc-2001-002	2001	10.5957/attc-2001-002	Full-Scale Observation of Propeller Cavitation on a U.S Coast Guard Ship	SNAME 26th American Towing Tank Conference	proceedings-article
52	10.2178/jsl/1190150096	2002	10.2178/jsl/1190150096	Splitting properties of <i>n</i>-c.e. enumeration degrees	Journal of Symbolic Logic	journal-article
53	10.1017/jsl.2014.84	2016	10.1017/jsl.2014.84	INITIAL SEGMENTS OF THE ENUMERATION DEGREES	The Journal of Symbolic Logic	journal-article
54	10.2307/2273985	1985	10.2307/2273985	On minimal pairs of enumeration degrees	Journal of Symbolic Logic	journal-article
