rank	source_id	year	doi	title	venue	type
1	10.1017/s1471068411000263	2011	10.1017/s1471068411000263	On the correctness of pull-tabbing	Theory and Practice of Logic Programming	journal-article
2	10.1007/springerreference_24986	None	10.1007/springerreference_24986	skip tabbing	SpringerReference	reference-entry
3	10.1007/springerreference_26381	None	10.1007/springerreference_26381	tabbing	SpringerReference	reference-entry
4	10.1108/ssmt.2010.21922cad.005	2010	10.1108/ssmt.2010.21922cad.005	Proprietary thermal technology enhances PV tabbing and bussing soldering results	Soldering &amp; Surface Mount Technology	journal-article
5	10.1093/oed/1098739270	2024	10.1093/oed/1098739270	tabbing, n.²	Oxford English Dictionary	book-chapter
6	10.1186/s13321-018-0264-0	2018	10.1186/s13321-018-0264-0	A novel interaction fingerprint derived from per atom score contributions: exhaustive evaluation of interaction fingerprint performance in docking based virtual screening	Journal of Cheminformatics	journal-article
7	10.1093/oed/1230168160	2023	10.1093/oed/1230168160	tabbing, n.¹	Oxford English Dictionary	book-chapter
8	10.1007/978-3-030-75333-7_4	2021	10.1007/978-3-030-75333-7_4	Memoized Pull-Tabbing for Functional Logic Programming	Lecture Notes in Computer Science	book-chapter
9	10.1201/b18789-10	2015	10.1201/b18789-10	Experimental Results	Touchless Fingerprint Biometrics	book-chapter
10	10.23880/ijtps-16000120	2018	10.23880/ijtps-16000120	Evaluation of Transanal Endorectal Pull-Through Results	International Journal of Transplantation &amp; Plastic Surgery	journal-article
11	10.6028/nbs.ir.81-2298	1981	10.6028/nbs.ir.81-2298	Results of fingerprint image quality experiments		report
12	10.1007/978-3-319-47831-9_6	2017	10.1007/978-3-319-47831-9_6	Listing and Tabbing Texts	LaTeX in 24 Hours	book-chapter
13	10.1007/1-4020-0613-6_18977	2000	10.1007/1-4020-0613-6_18977	tabbing	Computer Science and Communications Dictionary	book-chapter
14	10.1007/1-4020-0613-6_17582	2000	10.1007/1-4020-0613-6_17582	skip tabbing	Computer Science and Communications Dictionary	book-chapter
15	10.1038/scientificamerican0924-152	1924	10.1038/scientificamerican0924-152	Tabbing the Speeding Bullet	Scientific American	journal-article
16	10.6028/nist.ir.7553	2009	10.6028/nist.ir.7553	SlapsSegII - slap fingerprint segmentation evaluation II :		report
17	10.1109/vts69484.2026.11563331	2026	10.1109/vts69484.2026.11563331	Late Breaking Results - Diagnostic Test Templates for Two-Cycle Gate-Exhaustive Faults	2026 IEEE 44th VLSI Test Symposium (VTS)	proceedings-article
18	10.1007/s00025-019-1031-x	2019	10.1007/s00025-019-1031-x	Harbourne Constants, Pull-Back Clusters and Ramified Morphisms	Results in Mathematics	journal-article
19	10.1093/acprof:oso/9780199281268.003.0003	2016	10.1093/acprof:oso/9780199281268.003.0003	Exhaustive and non-exhaustive answers	Questions	book-chapter
20	10.1016/s0969-4765(01)00906-7	2001	10.1016/s0969-4765(01)00906-7	Fingerprint Cards announces results	Biometric Technology Today	journal-article
21	10.14359/8507	1939	10.14359/8507	Some Factors Influencing Results Of Pull-Out Bond Tests	ACI Journal Proceedings	journal-article
22	10.1016/0010-4361(91)90378-t	1991	10.1016/0010-4361(91)90378-t	Identification of factors affecting single filament pull-out test results	Composites	journal-article
23	10.1016/j.tcs.2002.10.005	2004	10.1016/j.tcs.2002.10.005	New results of exhaustive search in the game Amazons	Theoretical Computer Science	journal-article
24	10.1016/0010-4361(90)90265-x	1990	10.1016/0010-4361(90)90265-x	Interpretation of experimental results in the single pull-out filament test	Composites	journal-article
