rank	source_id	year	doi	title	venue	type
1	10.1016/j.automatica.2017.10.022	2018	10.1016/j.automatica.2017.10.022	Stubborn state observers for linear time-invariant systems	Automatica	journal-article
2	10.1007/s10703-005-4594-y	2005	10.1007/s10703-005-4594-y	On Stubborn Sets in the Verification of Linear Time Temporal Properties	Formal Methods in System Design	journal-article
3	10.1007/3-540-69108-1_8	1998	10.1007/3-540-69108-1_8	On Stubborn Sets in the Verification of Linear Time Temporal Properties	Lecture Notes in Computer Science	book-chapter
4	10.1007/978-3-642-31131-4_13	2012	10.1007/978-3-642-31131-4_13	Stubborn Sets for Simple Linear Time Properties	Lecture Notes in Computer Science	book-chapter
5	10.1007/978-3-319-45994-3_7	2016	10.1007/978-3-319-45994-3_7	Safety Property-Driven Stubborn Sets	Lecture Notes in Computer Science	book-chapter
6	10.1007/3-540-48745-x_4	1999	10.1007/3-540-48745-x_4	Stubborn Sets for Standard Properties	Lecture Notes in Computer Science	book-chapter
7	10.1109/ecc.2015.7330981	2015	10.1109/ecc.2015.7330981	Results on stubborn Luenberger observers for linear time-invariant plants	2015 European Control Conference (ECC)	proceedings-article
8	10.1201/9781420032284-8	2016	10.1201/9781420032284-8	Time to event analysis of standard ecotoxicity data	Risk Assessment with Time to Event Models	book-chapter
9	10.1007/3-540-53863-1_36	1991	10.1007/3-540-53863-1_36	Stubborn sets for reduced state space generation	Lecture Notes in Computer Science	book-chapter
10	10.1145/2680541	2015	10.1145/2680541	Stubborn Sets for Time Petri Nets	ACM Transactions on Embedded Computing Systems	journal-article
11	10.1515/9789633862155-017	2019	10.1515/9789633862155-017	Russia’s Network State and Reiderstvo Practices: The Roots to Weak Property Rights Protection after the post-Communist Transition	Stubborn Structures	book-chapter
12	10.1016/0005-1098(94)90016-7	1994	10.1016/0005-1098(94)90016-7	A contraction property for state feedback design of linear discrete-time systems	Automatica	journal-article
13	10.4064/fm-50-1-13-20	1961	10.4064/fm-50-1-13-20	Metric property of linear sets	Fundamenta Mathematicae	journal-article
14	10.1023/a:1008629725384	1997	10.1023/a:1008629725384	Stubborn Sets for Real-Time Petri Nets	Formal Methods in System Design	journal-article
15	10.1016/j.fss.2026.109896	2026	10.1016/j.fss.2026.109896	Fuzzy coded event-triggered consensus control for multi-agent systems under time-varying full-state constraints	Fuzzy Sets and Systems	journal-article
16	10.1109/access.2026.3677089	2026	10.1109/access.2026.3677089	Robust Event-Triggered MPC for Linear Continuous-Time Systems Under State Quantization	IEEE Access	journal-article
17	10.1101/104034	2017	10.1101/104034	Clustering huge protein sequence sets in linear time		posted-content
18	10.1016/j.cej.2025.170388	2025	10.1016/j.cej.2025.170388	Preparing standard packed state of particles for measuring bulk property through linear settling from complete fluidization	Chemical Engineering Journal	journal-article
19	10.1016/s0165-0114(00)00136-6	2002	10.1016/s0165-0114(00)00136-6	On linearly topological structure and property of fuzzy normed linear space	Fuzzy Sets and Systems	journal-article
20	10.54337/aau429765826	None	10.54337/aau429765826	Time For Stubborn Game Reductions		dissertation
21	10.3233/fi-2011-613	2011	10.3233/fi-2011-613	Can Stubborn Sets Be Optimal?	Fundamenta Informaticae	journal-article
22	10.4064/fm-16-1-108-131	1930	10.4064/fm-16-1-108-131	On a property of linear fractional sets of points	Fundamenta Mathematicae	journal-article
23	10.1016/j.fss.2025.109311	2025	10.1016/j.fss.2025.109311	Event-triggered computation-reducing fuzzy intelligence control incorporating fixed-time predefined behaviors in discrete-time	Fuzzy Sets and Systems	journal-article
24	10.1016/j.fss.2025.109456	2025	10.1016/j.fss.2025.109456	Predefined time switching event-triggered control for nonaffine nonlinear systems with periodic actuator faults and full-state error constraints	Fuzzy Sets and Systems	journal-article
25	10.7717/peerj.7928/fig-3	None	10.7717/peerj.7928/fig-3	Figure 3: Standard curve and linear regression of real time RT-PCR.		component
26	10.1201/9781420032284.ch2	2001	10.1201/9781420032284.ch2	Time to event analysis of standard ecotoxicity data	Environmental and Ecological Risk Assessment	book-chapter
27	10.22541/essoar.15003409/v1	2026	10.22541/essoar.15003409/v1	Magnitude-Independent Recovery as a Universal Property of Linear Restoring Systems: Per-Event AR(1) Evidence Across Timescales		posted-content
28	10.1109/cdc57313.2025.11312475	2025	10.1109/cdc57313.2025.11312475	Exponentially Stable Stubborn Observers for Discrete-Time Linear Systems	2025 IEEE 64th Conference on Decision and Control (CDC)	proceedings-article
29	10.1109/wescon.1997.632375	None	10.1109/wescon.1997.632375	World's smallest solid state storage device sets new industry standard	WESCON/97 Conference Proceedings	proceedings-article
30	10.1016/j.fss.2022.10.020	2023	10.1016/j.fss.2022.10.020	Finite-time impulsive control for stochastic T-S fuzzy systems: A waiting-time-based event-triggered method	Fuzzy Sets and Systems	journal-article
31	10.1002/9780470759318.ch10	2004	10.1002/9780470759318.ch10	"Definite
            <i>Time</i>
            ‐Adverbials and Event Measures"	Indefinites and the Type of Sets	other
32	10.1080/02331934.2016.1227980	2016	10.1080/02331934.2016.1227980	Normal property, Jameson property, CHIP and linear regularity for an infinite system of convex sets in Banach spaces	Optimization	journal-article
33	10.1016/j.fss.2025.109400	2025	10.1016/j.fss.2025.109400	Finite-time bounded asynchronous sliding-mode control for T-S fuzzy time-delay systems via event-triggered scheme	Fuzzy Sets and Systems	journal-article
34	10.3233/fi-2000-43123418	2000	10.3233/fi-2000-43123418	Stable Models for Stubborn Sets	Fundamenta Informaticae	journal-article
35	10.1007/978-3-319-67089-8_12	2017	10.1007/978-3-319-67089-8_12	Stubborn Sets with Frozen Actions	Lecture Notes in Computer Science	book-chapter
36	10.3934/proc.2013.2013.393	2013	10.3934/proc.2013.2013.393	The characterization of maximal invariant sets of non-linear discrete-time control dynamical systems	Conference Publications	book-chapter
37	10.1016/j.laa.2016.01.003	2016	10.1016/j.laa.2016.01.003	Accessible proof of standard monomial basis for coordinatization of Schubert sets of flags	Linear Algebra and its Applications	journal-article
38	10.1016/j.jfranklin.2016.03.002	2016	10.1016/j.jfranklin.2016.03.002	Periodic event-triggered state-feedback control for discrete-time linear systems	Journal of the Franklin Institute	journal-article
39	10.20944/preprints202306.0840.v1	2023	10.20944/preprints202306.0840.v1	One New Property of a Class of Linear Time-Optimal Control Problems		posted-content
40	10.1016/b978-0-44-322343-3.00007-2	2026	10.1016/b978-0-44-322343-3.00007-2	Linear deterministic hybrid dynamic modeling of time-to-event processes (LDHDM)	Dynamic Modelling of Time-to-Event Processes	book-chapter
41	10.1016/j.fss.2022.07.005	2023	10.1016/j.fss.2022.07.005	Event-triggered adaptive fuzzy control for stochastic nonlinear time-delay systems	Fuzzy Sets and Systems	journal-article
42	10.21275/v5i5.nov163458	2015	10.21275/v5i5.nov163458	Semiparametric Multi State Model for Time-To-Event Data	International Journal of Science and Research (IJSR)	journal-article
