rank	source_id	year	doi	title	venue	type
1	10.1016/j.automatica.2012.06.005	2012	10.1016/j.automatica.2012.06.005	A class of low-pass FIR input shaping filters achieving exact residual vibration cancelation	Automatica	journal-article
2	10.23943/princeton/9780691202549.003.0006	2020	10.23943/princeton/9780691202549.003.0006	Exact Predictor Feedback for Multi-Input Systems	Delay-Adaptive Linear Control	book-chapter
3	10.1364/ofs.2018.wf53	2018	10.1364/ofs.2018.wf53	Mitigation of Output Fluctuations due to Residual State of Input Polarization in a Compact Current Sensor	26th International Conference on Optical Fiber Sensors	proceedings-article
4	10.7717/peerj-cs.940/table-2	None	10.7717/peerj-cs.940/table-2	Table 2: Selection of input differentials using input spread variable C.		component
5	10.1364/ol.13.000847	1988	10.1364/ol.13.000847	Observation of input-polarization-induced phase noise in interferometric fiber-optic sensors	Optics Letters	journal-article
6	10.1109/ofc.2006.216002	2006	10.1109/ofc.2006.216002	Observation of ignition induced by a high power light input at a butt-joint splice with refractive index matching material	2006 Optical Fiber Communication Conference and the National Fiber Optic Engineers Conference	proceedings-article
7	10.1155/2018/8048567	2018	10.1155/2018/8048567	An Optimal Identification of the Input-Output Disturbances in Linear Dynamic Systems by the Use of the Exact Observation of the State	Mathematical Problems in Engineering	journal-article
8	10.7717/peerj.7756/supp-1	None	10.7717/peerj.7756/supp-1	Table S1: Fisher’s Exact Test of Neutrality Selection		component
9	10.1007/springerreference_9489	None	10.1007/springerreference_9489	caller identification	SpringerReference	reference-entry
10	10.1007/springerreference_9488	None	10.1007/springerreference_9488	caller ID	SpringerReference	reference-entry
11	10.1364/cleo_si.2012.cf3i.2	2012	10.1364/cleo_si.2012.cf3i.2	Dynamic Detector Selection for Multiple-Input Multiple-Output (MIMO) Multimode Fiber Links	Conference on Lasers and Electro-Optics 2012	proceedings-article
12	10.31234/osf.io/ctu9z	2019	10.31234/osf.io/ctu9z	Rounded Input Variables, Exact Test Statistics (RIVETS)		posted-content
13	10.1007/springerreference_9487	None	10.1007/springerreference_9487	caller	SpringerReference	reference-entry
14	10.1007/978-0-8176-4564-9_7	None	10.1007/978-0-8176-4564-9_7	Exact input-decoupling filters	Systems &amp; Control: Foundations &amp; Applications	book-chapter
15	10.7717/peerj.4844/table-9	None	10.7717/peerj.4844/table-9	Table 9: Gal4 variant prediction performance with residual profile vector input attributes.		component
16	10.22323/1.259.0021	2015	10.22323/1.259.0021	A Novel Approximate-Exact Matrix Inversion Selection Method for Linear Data Detection in the Massive Multiple Input Multiple Output Uplink with Reconfigurable Implementation Results	Proceedings of The 5th International Conference on Computer Engineering and Networks — PoS(CENet2015)	proceedings-article
17	10.3386/t0194	1996	10.3386/t0194	Exact Maximum Likelihood Estimation of Observation-Driven Econometric   Models		report
18	10.3726/978-3-653-01497-6/7	None	10.3726/978-3-653-01497-6/7	IQOS (Input Quality Observation Scheme) als Beobachtungsinstrument in bilingualen Kindergärten	Bilinguales Lernen	book-chapter
19	10.1515/9780691203317-010	2020	10.1515/9780691203317-010	Chapter Six. Exact Predictor Feedback for Multi-Input Systems	Delay-Adaptive Linear Control	book-chapter
20	10.5957/ssc458	2025	10.5957/ssc458	Exact Mapping Of Residual Stress In Ship Hull Structures By Use Of Neutron Diffraction		posted-content
21	10.2139/ssrn.4881790	2024	10.2139/ssrn.4881790	Sgv-Caller: Sars-Cov-2 Genome Variation Caller		posted-content
22	10.1016/j.automatica.2016.04.047	2016	10.1016/j.automatica.2016.04.047	Exact predictor feedbacks for multi-input LTI systems with distinct input delays	Automatica	journal-article
