rank	source_id	year	doi	title	venue	type
1	10.1109/icnc.2010.5583609	2010	10.1109/icnc.2010.5583609	Fingerprint segmentation based on ridge search	2010 Sixth International Conference on Natural Computation	proceedings-article
2	10.1007/978-3-031-60099-9_9	2024	10.1007/978-3-031-60099-9_9	Fair Division of Indivisible Goods	Classroom Companion: Economics	book-chapter
3	10.1007/978-3-031-60099-9_8	2024	10.1007/978-3-031-60099-9_8	Cake-Cutting: Fair Division of Divisible Goods	Classroom Companion: Economics	book-chapter
4	10.1007/978-3-662-47904-9_8	2016	10.1007/978-3-662-47904-9_8	Fair Division of Indivisible Goods	Springer Texts in Business and Economics	book-chapter
5	10.1007/978-3-031-60099-9	2024	10.1007/978-3-031-60099-9	Economics and Computation	Classroom Companion: Economics	book
6	10.1016/j.ic.2025.105343	2025	10.1016/j.ic.2025.105343	Towards a theoretical understanding of why local search works for clustering with fair-center representation	Information and Computation	journal-article
7	10.1007/978-3-662-47904-9_7	2016	10.1007/978-3-662-47904-9_7	Cake-Cutting: Fair Division of Divisible Goods	Springer Texts in Business and Economics	book-chapter
8	10.1371/journal.pone.0099581	2014	10.1371/journal.pone.0099581	Amount of Information Needed for Model Choice in Approximate Bayesian Computation	PLoS ONE	journal-article
9	10.1007/978-3-662-47904-9	2016	10.1007/978-3-662-47904-9	Economics and Computation	Springer Texts in Business and Economics	book
10	10.1109/icb2018.2018.00016	2018	10.1109/icb2018.2018.00016	Fingerprint Synthesis: Evaluating Fingerprint Search at Scale	2018 International Conference on Biometrics (ICB)	proceedings-article
11	10.1145/3071178.3071264	2017	10.1145/3071178.3071264	Reference point specification in hypervolume calculation for fair comparison and efficient search	Proceedings of the Genetic and Evolutionary Computation Conference	proceedings-article
12	10.64628/aa.9rm5933fs	2014	10.64628/aa.9rm5933fs	Age Pension reform needed for a fair, sustainable welfare system		posted-content
13	10.6028/nist.sp.1250.fair-ir-cologne	2019	10.6028/nist.sp.1250.fair-ir-cologne	Fair ranking in academic search - Notebook for the TREC 2019 Fair  Ranking Track		component
14	10.1163/2210-7975_hrd-9211-20180745	None	10.1163/2210-7975_hrd-9211-20180745	EU: Firm action needed to save right to fair trial in Poland	Human Rights Documents Online	dataset
15	10.1145/2576768.2598285	2014	10.1145/2576768.2598285	Fair-share ILS	Proceedings of the 2014 Annual Conference on Genetic and Evolutionary Computation	proceedings-article
16	10.3990/1.9789036517812	None	10.3990/1.9789036517812	Fingerprint Identification - Feature Extraction, Matching and Database Search		dissertation
17	10.1145/3583133.3595847	2023	10.1145/3583133.3595847	Multi-objective Search for Gender-fair and Semantically Correct Word Embeddings (HOP GECCO'23)	Proceedings of the Companion Conference on Genetic and Evolutionary Computation	proceedings-article
18	10.1007/978-3-031-60099-9_1	2024	10.1007/978-3-031-60099-9_1	Playing, Voting, and Dividing	Classroom Companion: Economics	book-chapter
