rank	openalex_id	year	doi	title	venue	type
1	W1583437159	1986	https://doi.org/10.1016/0141-9331(86)90385-6	Digital logic testing and simulation	Microprocessors and Microsystems	article
2	W2016820997	2009	https://doi.org/10.1016/j.artint.2009.06.004	"Weighted<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si1.gif"" display=""inline"" overflow=""scroll""><mml:msup><mml:mi mathvariant=""normal"">A</mml:mi><mml:mo>∗</mml:mo></mml:msup></mml:math>search – unifying view and application"	Artificial Intelligence	article
3	W4388667510	2023	https://doi.org/10.4204/eptcs.394.17	Symbolic Synthesis of Clifford Circuits and Beyond	Electronic Proceedings in Theoretical Computer Science	article
4	W3207326900	2021	https://doi.org/10.1145/3466752.3480070	F1: A Fast and Programmable Accelerator for Fully Homomorphic Encryption		conference-paper
5	W2026880718	1998	https://doi.org/10.1145/288548.289080	Verification of RTL generated from scheduled behavior in a high-level synthesis flow		conference-paper
6	W4389950186	2023	https://doi.org/10.1145/3638046	Directed Test Generation for Hardware Validation: A Survey	ACM Computing Surveys	article
7	W1978054178	2015	https://doi.org/10.1016/j.sysarc.2015.04.002	T-CREST: Time-predictable multi-core architecture for embedded systems	Journal of Systems Architecture	article
8	W14816984	2006	https://doi.org/10.1109/fmcad11703.2006	2006 Formal Methods in Computer Aided Design		paratext
9	W3114160048	2020	https://doi.org/10.1109/tcad.2020.3047976	An Overview of Hardware Security and Trust: Threats, Countermeasures, and Design Tools	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems	article
10	W79587501	2000	https://doi.org/10.1007/3-540-45559-0_11	The Design and Performance of a Scalable ORB Architecture for CORBA Asynchronous Messaging	Lecture notes in computer science	conference-paper
11	W4365460704	2023	https://doi.org/10.48550/arxiv.2304.05445	Countering the Path Explosion Problem in the Symbolic Execution of Hardware Designs	arXiv (Cornell University)	preprint
12	W1989245556	2009	https://doi.org/10.5555/1509633.1509765	A combined analytical and simulation-based model for performance evaluation of a reconfigurable instruction set processor	Institutional Repositories DataBase (IRDB)	conference-paper
13	W2143202362	2000	https://doi.org/10.1145/339647.339672	An embedded DRAM architecture for large-scale spatial-lattice computations		conference-paper
14	W2287389772	2013		System and Gate-level Dynamic Electrothermal Simulation of Three Dimensional Integrated Circuits.	NCSU Libraries Repository (North Carolina State University Libraries)	other
15	W2149693580	2008	https://doi.org/10.1109/tc.2008.165	A Recursive Paradigm to Solve Boolean Relations	IEEE Transactions on Computers	article
16	W3082595611	1991		A Failure Diagnosis and Impact Assessment Prototype for Space Station Freedom	NASA Technical Reports Server (NASA)	other
17	W2100410869	2003		Hierarchical Interface-based Supervisory Control	TSpace (University of Toronto)	dissertation
18	W2121894892	2014	https://doi.org/10.1145/2676548	Gate-Level Information Flow Tracking for Security Lattices	ACM Transactions on Design Automation of Electronic Systems	article
19	W2014721381	1984	https://doi.org/10.1145/384281.808231	Design decisions influencing the microarchitecture for a Prolog machine	ACM SIGMICRO newsletter/SIGMICRO newsletter/SIGMICRO, TCMICRO newsletter	article
20	W1518984787	2010	https://doi.org/10.1007/978-3-642-17071-3_13	Property-Based Testing - The ProTest Project	Lecture notes in computer science	conference-paper
21	W1604782092	2012	https://doi.org/10.1007/978-90-481-9644-9	Design, Analysis and Test of Logic Circuits Under Uncertainty	Lecture notes in electrical engineering	book
22	W4224924610	2022	https://doi.org/10.1145/3532989	Pushing the Level of Abstraction of Digital System Design: A Survey on How to Program FPGAs	ACM Computing Surveys	article
23	W4251236756	2000	https://doi.org/10.1145/342001.339672	An embedded DRAM architecture for large-scale spatial-lattice computations	ACM SIGARCH Computer Architecture News	article
24	W4320713241	2023	https://doi.org/10.1109/access.2023.3244902	ReTrustFSM: Toward RTL Hardware Obfuscation-A Hybrid FSM Approach	IEEE Access	article
25	W2295170775	2005		Analysis of discrete-time queueing systems with multidimensional state space	Ghent University Academic Bibliography (Ghent University)	dissertation
26	W3036619232	1999	https://doi.org/10.15488/9546	Fault emulation : reconfigurable hardware based fault simulation using logic emulation systems with optimized mapping	Institutional Repository of Leibniz Universität Hannover (Leibniz Universität Hannover)	dissertation
27	W2152608385	2003		Analysis of the impact of impulse noise in digital subscriber line systems	ERA	dissertation
28	W2041162370	1998	https://doi.org/10.1145/277044.277237	Computational kernels and their application to sequential power optimization		conference-paper
29	W4250379102	2017	https://doi.org/10.1007/978-94-017-7267-9_30	DAEDALUS: System-Level Design Methodology for Streaming Multiprocessor Embedded Systems on Chips		book-chapter
30	W191206991	1991		An approach to component generation and technology adaptation	eScholarship (California Digital Library)	article
31	W2085189212	2011	https://doi.org/10.1109/tcad.2011.2173199	"&lt;formula formulatype=""inline""&gt;&lt;tex Notation=""TeX""&gt;${\rm SPICE}^2$&lt;/tex&gt;&lt;/formula&gt;: Spatial Processors Interconnected for Concurrent Execution for Accelerating the SPICE Circuit Simulator Using an FPGA"	IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems	article
32	W1976551381	2014	https://doi.org/10.1109/tlt.2014.2356464	A Web-Based Visualization and Animation Platform for Digital Logic Design	IEEE Transactions on Learning Technologies	article
33	W1709561034	2006		Symmetry reduction for STE model checking using structured models	ePrints Soton (University of Southampton)	dissertation
