rank	source_id	year	doi	title	venue	type
1	10.1007/978-3-642-38088-4_16	2013	10.1007/978-3-642-38088-4_16	Bounded Lazy Initialization	Lecture Notes in Computer Science	book-chapter
2	10.1145/1411286.1411292	2008	10.1145/1411286.1411292	Smallcheck and lazy smallcheck	Proceedings of the first ACM SIGPLAN symposium on Haskell	proceedings-article
3	10.1109/tse.2015.2389225	2015	10.1109/tse.2015.2389225	BLISS: Improved Symbolic Execution by\\ Bounded Lazy Initialization with SAT Support	IEEE Transactions on Software Engineering	journal-article
4	10.1145/1543134.1411292	2009	10.1145/1543134.1411292	Smallcheck and lazy smallcheck	ACM SIGPLAN Notices	journal-article
5	10.1007/978-1-4302-2370-2_21	2009	10.1007/978-1-4302-2370-2_21	Lazy Initialization Pattern	Learn Objective-C for Java Developers	book-chapter
6	10.1002/stvr.1547	2014	10.1002/stvr.1547	RepOK‐based reduction of bounded exhaustive testing	Software Testing, Verification and Reliability	journal-article
7	10.1145/1007512.1007531	2004	10.1145/1007512.1007531	Software assurance by bounded exhaustive testing	Proceedings of the 2004 ACM SIGSOFT international symposium on Software testing and analysis	proceedings-article
8	10.21236/ada372517	1999	10.21236/ada372517	Bounded Derivative Initialization		report
9	10.1007/978-1-4842-2838-8_23	2017	10.1007/978-1-4842-2838-8_23	Lazy Initialization Technique	Object-Oriented Design with ABAP	book-chapter
10	10.1109/icst46399.2020.00016	2020	10.1109/icst46399.2020.00016	MiMIs: Simple, Efficient, and Fast Bounded-Exhaustive Test Case Generators	2020 IEEE 13th International Conference on Software Testing, Validation and Verification (ICST)	proceedings-article
11	10.5220/0001868501150121	2008	10.5220/0001868501150121	ELUSIVE BUGS, BOUNDED EXHAUSTIVE TESTING AND INCOMPLETE ORACLES	Proceedings of the Third International Conference on Software and Data Technologies Special Session on Applications in Banking and Finance	proceedings-article
12	10.1109/tse.2005.52	2005	10.1109/tse.2005.52	Software assurance by bounded exhaustive testing	IEEE Transactions on Software Engineering	journal-article
13	10.1145/1013886.1007531	2004	10.1145/1013886.1007531	Software assurance by bounded exhaustive testing	ACM SIGSOFT Software Engineering Notes	journal-article
14	10.1007/978-3-642-00593-0_12	2009	10.1007/978-3-642-00593-0_12	Reducing the Costs of Bounded-Exhaustive Testing	Lecture Notes in Computer Science	book-chapter
15	10.1023/a:1008215624768	1997	10.1023/a:1008215624768	Exhaustive and Near-Exhaustive Memory Testing Techniques and their BIST Implementations	Journal of Electronic Testing	journal-article
16	10.36227/techrxiv.176721045.53081624/v1	2025	10.36227/techrxiv.176721045.53081624/v1	Ordinal Queue: A Memory-Bounded Dynamic Segment Tree with Lazy Deletion for Priority-Position Hybrid Operations		posted-content
17	10.1145/3485543	2021	10.1145/3485543	Programming and execution models for parallel bounded exhaustive testing	Proceedings of the ACM on Programming Languages	journal-article
18	10.1145/1985793.1985947	2011	10.1145/1985793.1985947	The lazy initialization multilayered modeling framework (NIER track)	Proceedings of the 33rd International Conference on Software Engineering	proceedings-article
19	10.1007/978-3-030-31280-0_10	2019	10.1007/978-3-030-31280-0_10	Bounded Exhaustive Testing with Certified and Optimized Data Enumeration Programs	Lecture Notes in Computer Science	book-chapter
20	10.1007/978-3-032-07106-4_8	2026	10.1007/978-3-032-07106-4_8	Bounded-Exhaustive Subspace Diversification for SMT Solver Testing	Lecture Notes in Computer Science	book-chapter
21	10.7551/mitpress/4702.003.0004	1998	10.7551/mitpress/4702.003.0004	Bounded Rationality in Choice	Modeling Bounded Rationality	book-chapter
22	10.5860/choice.29-4252a	1992	10.5860/choice.29-4252a	NRSV exhaustive concordance	Choice Reviews Online	journal-article
23	10.1109/icnn.1994.374421	None	10.1109/icnn.1994.374421	Fast bounded smooth regression with lazy neural trees	Proceedings of 1994 IEEE International Conference on Neural Networks (ICNN'94)	proceedings-article
24	10.1109/icarcv63323.2024.10821663	2024	10.1109/icarcv63323.2024.10821663	Leveraging Lazy Theta* Path Planning for UAV Pseudospectral Trajectory Optimization Initialization	2024 18th International Conference on Control, Automation, Robotics and Vision (ICARCV)	proceedings-article
25	10.1109/ats.2001.990335	None	10.1109/ats.2001.990335	Non-exhaustive parity testing	Proceedings 10th Asian Test Symposium	proceedings-article
26	10.1016/j.lingua.2012.12.005	2013	10.1016/j.lingua.2012.12.005	Exhaustive and non-exhaustive variation with free choice and referential vagueness: Evidence from Greek, Catalan, and Spanish	Lingua	journal-article
27	10.5860/choice.44.01.04	2006	10.5860/choice.44.01.04	The (Formerly) Lazy Days of Summer	Choice Reviews Online	journal-article
28	10.5860/choice.31-3275	1994	10.5860/choice.31-3275	Zero to lazy eight: the romance of numbers	Choice Reviews Online	journal-article
29	10.1145/3551349.3556965	2022	10.1145/3551349.3556965	LISSA: Lazy Initialization with Specialized Solver Aid	Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering	proceedings-article
30	10.1049/me:19890161	1989	10.1049/me:19890161	Exhaustive fatigue testing	Manufacturing Engineer	journal-article
31	10.1109/cdc.2007.4434030	2007	10.1109/cdc.2007.4434030	Lazy consensus for networks with unknown but bounded disturbances	2007 46th IEEE Conference on Decision and Control	proceedings-article
32	10.1145/2491411.2491433	2013	10.1145/2491411.2491433	Enhancing symbolic execution with built-in term rewriting and constrained lazy initialization	Proceedings of the 2013 9th Joint Meeting on Foundations of Software Engineering	proceedings-article
33	10.1145/74850.74867	1989	10.1145/74850.74867	A lazy buddy system bounded by two coalescing delays	Proceedings of the twelfth ACM symposium on Operating systems principles	proceedings-article
34	10.1007/3540543961_16	1991	10.1007/3540543961_16	Reasoning about simple and exhaustive demand in higher-order lazy languages	Lecture Notes in Computer Science	book-chapter
35	10.1109/issre59848.2023.00080	2023	10.1109/issre59848.2023.00080	Precise Lazy Initialization for Programs with Complex Heap Inputs	2023 IEEE 34th International Symposium on Software Reliability Engineering (ISSRE)	proceedings-article
36	10.21236/ada144299	1984	10.21236/ada144299	VLSI (Very Large Scale Integrated) Self-Testing Using Exhaustive Bit Patterns		report
37	10.1029/rg020i003p00385	1982	10.1029/rg020i003p00385	Nonlinear normal mode initialization and the bounded derivative method	Reviews of Geophysics	journal-article
38	10.5860/choice.35-1715	1997	10.5860/choice.35-1715	Bounded lives, bounded places: free black society in Colonial New Orleans, 1769-1803	Choice Reviews Online	journal-article
39	10.1109/ropec55836.2022.10018607	2022	10.1109/ropec55836.2022.10018607	Watermarking Scheme With Bounded-Exhaustive Self-Recovery Approach	2022 IEEE International Autumn Meeting on Power, Electronics and Computing (ROPEC)	proceedings-article
40	10.1145/74851.74867	1989	10.1145/74851.74867	A lazy buddy system bounded by two coalescing delays	ACM SIGOPS Operating Systems Review	journal-article
41	10.3402/tellusa.v36i1.11462	1984	10.3402/tellusa.v36i1.11462	"Static initialization of primitive equation models on a bounded,
                        extratropical region"	Tellus A: Dynamic Meteorology and Oceanography	journal-article
42	10.1007/s11050-008-9034-2	2008	10.1007/s11050-008-9034-2	Upper-bounded no more: the exhaustive interpretation of non-strict comparison	Natural Language Semantics	journal-article
43	10.5860/choice.39-6014	2002	10.5860/choice.39-6014	Lazy B: growing up on a cattle ranch in the American Southwest	Choice Reviews Online	journal-article
44	10.5860/choice.44-5263	2007	10.5860/choice.44-5263	"""Lazy, improvident people"": myth and reality in the writing of Spanish history"	Choice Reviews Online	journal-article
45	10.1017/9781108135252.011	None	10.1017/9781108135252.011	Testing Graph Properties in the Bounded-Degree Graph Model	Introduction to Property Testing	book-chapter
46	10.1108/978-1-78441-072-820151013	2015	10.1108/978-1-78441-072-820151013	Models of Bounded Rationality under Certainty	Bounded Rational Choice Behaviour: Applications in Transport	book-chapter
47	10.1515/9781400836864.123	2010	10.1515/9781400836864.123	6. School Choice as a Bounded Ideal	Tough Choices	book-chapter
48	10.1109/test.2005.1584040	None	10.1109/test.2005.1584040	Gate exhaustive testing	IEEE International Conference on Test, 2005.	proceedings-article
49	10.4028/www.scientific.net/amr.850-851.830	2013	10.4028/www.scientific.net/amr.850-851.830	Pseudo-Exhaustive Testing	Advanced Materials Research	journal-article
50	10.1007/0-306-47504-9_8	None	10.1007/0-306-47504-9_8	Pseudo-Exhaustive BIST	Frontiers in Electronic Testing	book-chapter
51	10.5220/0007382802240236	2019	10.5220/0007382802240236	Exhaustive Testing of Trader-agents in Realistically Dynamic Continuous Double Auction Markets: AA Does Not Dominate	Proceedings of the 11th International Conference on Agents and Artificial Intelligence	proceedings-article
52	10.1109/taicpart.2007.4344113	2007	10.1109/taicpart.2007.4344113	Lazy Systematic Unit Testing: JWalk versus JUnit	Testing: Academic and Industrial Conference Practice and Research Techniques - MUTATION (TAICPART-MUTATION 2007)	proceedings-article
53	10.5860/choice.42-5575	2005	10.5860/choice.42-5575	Bounded choice: true believers and charismatic cults	Choice Reviews Online	journal-article
54	10.1109/isvlsi.2004.1339560	None	10.1109/isvlsi.2004.1339560	Concurrent pseudo-exhaustive testing of combinational VLSI circuits	IEEE Computer Society Annual Symposium on VLSI	proceedings-article
55	10.1111/j.2153-3490.1982.tb01823.x	1982	10.1111/j.2153-3490.1982.tb01823.x	Initialization of the shallow water equations with open boundaries by the bounded derivative method	Tellus	journal-article
56	10.1145/3412841.3442051	2021	10.1145/3412841.3442051	Solidifier	Proceedings of the 36th Annual ACM Symposium on Applied Computing	proceedings-article
57	10.1109/icst57152.2023.00025	2023	10.1109/icst57152.2023.00025	MUTAGEN: Reliable Coverage-Guided, Property-Based Testing using Exhaustive Mutations	2023 IEEE Conference on Software Testing, Verification and Validation (ICST)	proceedings-article
58	10.1108/978-1-78441-072-820151016	2015	10.1108/978-1-78441-072-820151016	Bounded Rationality in Dynamic Traffic Assignment	Bounded Rational Choice Behaviour: Applications in Transport	book-chapter
59	10.1108/978-1-78441-072-820151017	2015	10.1108/978-1-78441-072-820151017	Index	Bounded Rational Choice Behaviour: Applications in Transport	book-chapter
60	10.7551/mitpress/1654.003.0010	2002	10.7551/mitpress/1654.003.0010	Preferential Choice and Adaptive Strategy Use	Bounded Rationality	book-chapter
61	10.1108/978-1-78441-072-820151021	2015	10.1108/978-1-78441-072-820151021	Prelims	Bounded Rational Choice Behaviour: Applications in Transport	other
62	10.1145/3183440.3195002	2018	10.1145/3183440.3195002	Efficient iterative deepening for bounded exhaustive generation of complex structures	Proceedings of the 40th International Conference on Software Engineering: Companion Proceeedings	proceedings-article
63	10.1109/taic.part.2007.14	2007	10.1109/taic.part.2007.14	Lazy Systematic Unit Testing: JWalk versus JUnit	Testing: Academic and Industrial Conference Practice and Research Techniques - MUTATION (TAICPART-MUTATION 2007)	proceedings-article
64	10.2139/ssrn.4383538	2023	10.2139/ssrn.4383538	Exhaustive Property Oriented Model-Based Testing with Symbolic Finite State Machines		posted-content
65	10.1007/3-540-45620-1_35	2002	10.1007/3-540-45620-1_35	Lazy Theorem Proving for Bounded Model Checking over Infinite Domains	Lecture Notes in Computer Science	book-chapter
66	10.1108/978-1-61735-091-720251006	2010	10.1108/978-1-61735-091-720251006	Caught Between Our Children and Testing, Testing, Testing …1	Parental Choice?	book-chapter
67	10.1175/1520-0469(2002)059<1680:mbdifa>2.0.co;2	2002	10.1175/1520-0469(2002)059<1680:mbdifa>2.0.co;2	Multiscale Bounded Derivative Initialization for an Arbitrary Domain	Journal of the Atmospheric Sciences	journal-article
