rank	source_id	year	doi	title	venue	type
1	10.1145/3293882.3330554	2019	10.1145/3293882.3330554	Deferred concretization in symbolic execution via fuzzing	Proceedings of the 28th ACM SIGSOFT International Symposium on Software Testing and Analysis	proceedings-article
2	10.18122/td/1597/boisestate	None	10.18122/td/1597/boisestate	Suitability of Finite State Automata to Model String Constraints in Probablistic Symbolic Execution		dissertation
3	10.1007/springerreference_26145	None	10.1007/springerreference_26145	symbolic execution	SpringerReference	reference-entry
4	10.1007/978-0-387-09639-1_12	2010	10.1007/978-0-387-09639-1_12	Nondeterminism in Computability Theory	The Pillars of Computation Theory	book-chapter
5	10.1109/synasc.2005.26	2005	10.1109/synasc.2005.26	Colored Petri nets state-space reduction via symbolic execution	Seventh International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC'05)	proceedings-article
6	10.1109/informatics47936.2019.9119287	2019	10.1109/informatics47936.2019.9119287	Symbolic Execution with Finite State Automata	2019 IEEE 15th International Scientific Conference on Informatics	proceedings-article
7	10.70675/f84b3bcdzf391z4853zbe20zc055a6176e09	None	10.70675/f84b3bcdzf391z4853zbe20zc055a6176e09	Increasing the performance of symbolic execution by compiling symbolic handling into binaries		dissertation
8	10.7717/peerj-cs.513/fig-9	None	10.7717/peerj-cs.513/fig-9	"Figure 9: Subscription SD:
                      <i>regular</i>
                      users and cloud service provider interactions for deferred execution."		component
9	10.2172/2430751	2023	10.2172/2430751	Symbolic Execution for Vulnerability Analysis: Improving Analyses with Symbolic Procedures [Poster]		report
10	10.14722/ndss.2019.23530	2019	10.14722/ndss.2019.23530	Neuro-Symbolic Execution: Augmenting Symbolic Execution with Neural Constraints	Proceedings 2019 Network and Distributed System Security Symposium	proceedings-article
11	10.1016/j.jsc.2016.07.023	2017	10.1016/j.jsc.2016.07.023	Replacing conjectures by positive knowledge: Inferring proven precise worst-case execution time bounds using symbolic execution	Journal of Symbolic Computation	journal-article
12	10.5220/0012061000003538	2023	10.5220/0012061000003538	RPA Testing Using Symbolic Execution	Proceedings of the 18th International Conference on Software Technologies	proceedings-article
13	10.1145/2245276.2231981	2012	10.1145/2245276.2231981	Symbolic execution of UML-RT State Machines	Proceedings of the 27th Annual ACM Symposium on Applied Computing	proceedings-article
14	10.7591/cornell/9781501747915.003.0007	2019	10.7591/cornell/9781501747915.003.0007	Transcendence Deferred: Women Writers in the Provinces	Life Is Elsewhere	book-chapter
15	10.21236/ada196451	1988	10.21236/ada196451	Optical Symbolic Processor for Expert System Execution		report
16	10.21236/ada224284	1989	10.21236/ada224284	Optical Symbolic Processor for Expert System Execution		report
17	10.21236/ada187882	1987	10.21236/ada187882	Optical Symbolic Processor for Expert System Execution		report
18	10.1109/ivmem53963.2021.00014	2021	10.1109/ivmem53963.2021.00014	Towards Symbolic Pointers Reasoning in Dynamic Symbolic Execution	2021 Ivannikov Memorial Workshop (IVMEM)	proceedings-article
19	10.5373/jardcs/v12sp3/20201233	2020	10.5373/jardcs/v12sp3/20201233	Useless Code Identification with Symbolic Execution	Journal of Advanced Research in Dynamical and Control Systems	journal-article
20	10.1007/978-3-031-02551-8_2	2020	10.1007/978-3-031-02551-8_2	Symbolic Execution: The Basics	Synthesis Lectures on Software Engineering	book-chapter
21	10.1515/comp-2020-0120	2021	10.1515/comp-2020-0120	A DSL for Resource Checking Using Finite State Automaton-Driven Symbolic Execution	Open Computer Science	journal-article
22	10.1007/3-540-44585-4_41	2001	10.1007/3-540-44585-4_41	Rewriting for Symbolic Execution of State Machine Models	Lecture Notes in Computer Science	book-chapter
23	10.31274/td-20251215-13	None	10.31274/td-20251215-13	Neuro-symbolic program generation and execution for hybrid reasoning		dissertation
24	10.1007/978-0-387-09639-1	2010	10.1007/978-0-387-09639-1	The Pillars of Computation Theory		book
25	10.1109/models.2015.7338231	2015	10.1109/models.2015.7338231	Incremental symbolic execution of evolving state machines	2015 ACM/IEEE 18th International Conference on Model Driven Engineering Languages and Systems (MODELS)	proceedings-article
26	10.14711/thesis-b1477728	None	10.14711/thesis-b1477728	Context and precondition-guided search strategies in dynamic symbolic execution		dissertation
27	10.15368/theses.2012.212	None	10.15368/theses.2012.212	Automated Student Code Assessment with Symbolic Execution and Java PathFinder		dissertation
28	10.1109/indin.2018.8472013	2018	10.1109/indin.2018.8472013	Deriving a State Model of a Control Program by Symbolic Execution	2018 IEEE 16th International Conference on Industrial Informatics (INDIN)	proceedings-article
29	10.5220/0001992701440150	2009	10.5220/0001992701440150	SYMBOLIC EXECUTION FOR DYNAMIC, EVOLUTIONARY TEST DATA GENERATION	Proceedings of the 11th International Conference on Enterprise Information	proceedings-article
30	10.1109/ipsn.2008.62	2008	10.1109/ipsn.2008.62	Deriving State Machines from TinyOS Programs Using Symbolic Execution	2008 International Conference on Information Processing in Sensor Networks (ipsn 2008)	proceedings-article
31	10.1145/2345156.2254088	2012	10.1145/2345156.2254088	Efficient state merging in symbolic execution	ACM SIGPLAN Notices	journal-article
32	10.1093/nq/s1-vi.147.170c	1852	10.1093/nq/s1-vi.147.170c	Deferred execution in Spain	Notes and Queries	journal-article
33	10.1007/978-3-540-78929-1_21	None	10.1007/978-3-540-78929-1_21	Dealing with Nondeterminism in Symbolic Control	Lecture Notes in Computer Science	book-chapter
34	10.1007/978-0-387-09639-1_1	2010	10.1007/978-0-387-09639-1_1	Introduction	The Pillars of Computation Theory	book-chapter
35	10.1007/978-0-387-09639-1_3	2010	10.1007/978-0-387-09639-1_3	Online Automata: Exemplars of “State”	The Pillars of Computation Theory	book-chapter
36	10.1145/1988842.1988846	2011	10.1145/1988842.1988846	Database state generation via dynamic symbolic execution for coverage criteria	Proceedings of the Fourth International Workshop on Testing Database Systems	proceedings-article
37	10.1109/apsec53868.2021.00072	2021	10.1109/apsec53868.2021.00072	Extracting a Micro State Transition Table Using the KLEE Symbolic Execution Engine	2021 28th Asia-Pacific Software Engineering Conference (APSEC)	proceedings-article
38	10.1016/j.jsc.2016.07.012	2017	10.1016/j.jsc.2016.07.012	A generic framework for symbolic execution: A coinductive approach	Journal of Symbolic Computation	journal-article
39	10.1145/2254064.2254088	2012	10.1145/2254064.2254088	Efficient state merging in symbolic execution	Proceedings of the 33rd ACM SIGPLAN Conference on Programming Language Design and Implementation	proceedings-article
40	10.21236/ada187494	1987	10.21236/ada187494	Optical Symbolic Processor for Expert System Execution		report
41	10.17918/00001738	None	10.17918/00001738	ObfuscatorDynamic-LLVM		dissertation
42	10.1145/3585341.3585375	2023	10.1145/3585341.3585375	Towards Deferred Execution of a SYCL Command Graph	International Workshop on OpenCL	proceedings-article
43	10.1016/j.ifacol.2017.08.1610	2017	10.1016/j.ifacol.2017.08.1610	Integration of Symbolic Execution into a Formal Abstract State Machines based Language	IFAC-PapersOnLine	journal-article
44	10.1002/symb.70030	2025	10.1002/symb.70030	Erving Goffman: The Visible Scholar	Symbolic Interaction	journal-article
45	10.3724/sp.j.1016.2010.00589	2010	10.3724/sp.j.1016.2010.00589	Symbolic Test Generation and Execution of Route Protocol	Chinese Journal of Computers	journal-article
46	10.1109/sefm.2010.20	2010	10.1109/sefm.2010.20	A Method for Testing Software Systems Based on State Design Pattern Using Symbolic Execution	2010 8th IEEE International Conference on Software Engineering and Formal Methods	proceedings-article
47	10.1515/9781501747946-009	2019	10.1515/9781501747946-009	7. Transcendence Deferred: Women Writers in the Provinces	Life Is Elsewhere	book-chapter
48	10.26226/morressier.604907f41a80aac83ca25d1b	2021	10.26226/morressier.604907f41a80aac83ca25d1b	Coupled Relational Symbolic Execution for Differential Privacy		posted-content
49	10.1007/978-3-642-28891-3_6	2012	10.1007/978-3-642-28891-3_6	Symbolic Execution of Communicating and Hierarchically Composed UML-RT State Machines	Lecture Notes in Computer Science	book-chapter
50	10.1007/978-0-387-09639-1_11	2010	10.1007/978-0-387-09639-1_11	Nondeterministic FAs	The Pillars of Computation Theory	book-chapter
51	10.1007/978-0-387-09639-1_6	2010	10.1007/978-0-387-09639-1_6	Enrichment Topics	The Pillars of Computation Theory	book-chapter
52	10.1145/3808306	2026	10.1145/3808306	Soteria: Efficient Symbolic Execution as a Functional Library: Perhaps You Should Write Your Own Symbolic Execution Engine!	Proceedings of the ACM on Programming Languages	journal-article
53	10.7591/9781501747946-009	2019	10.7591/9781501747946-009	7. Transcendence Deferred: Women Writers in the Provinces	Life Is Elsewhere	book-chapter
54	10.1007/978-3-642-04694-0_6	2009	10.1007/978-3-642-04694-0_6	State Joining and Splitting for the Symbolic Execution of Binaries	Lecture Notes in Computer Science	book-chapter
55	10.14711/thesis-b1450539	None	10.14711/thesis-b1450539	Scalable symbolic analysis of large real world programs using API abstraction and execution histories		dissertation
56	10.21236/ada538843	2009	10.21236/ada538843	Loop-Extended Symbolic Execution on Binary Programs		report
57	10.1007/978-0-387-09639-1_2	2010	10.1007/978-0-387-09639-1_2	Mathematical Preliminaries	The Pillars of Computation Theory	book-chapter
58	10.1007/1-4020-0613-6_18741	2000	10.1007/1-4020-0613-6_18741	symbolic execution	Computer Science and Communications Dictionary	book-chapter
59	10.1007/978-0-387-09639-1_9	2010	10.1007/978-0-387-09639-1_9	Computability Theory	The Pillars of Computation Theory	book-chapter
60	10.1109/issre.2018.00019	2018	10.1109/issre.2018.00019	Worst-Case Execution Time Testing via Evolutionary Symbolic Execution	2018 IEEE 29th International Symposium on Software Reliability Engineering (ISSRE)	proceedings-article
61	10.1007/bf01806061	1991	10.1007/bf01806061	Compiling lisp programs for parallel execution	Lisp and Symbolic Computation	journal-article
62	10.1007/s10009-018-0490-9	2019	10.1007/s10009-018-0490-9	The Symbolic Execution Debugger (SED): a platform for interactive symbolic execution, debugging, verification and more	International Journal on Software Tools for Technology Transfer	journal-article
63	10.1145/1858996.1859035	2010	10.1145/1858996.1859035	Symbolic PathFinder	Proceedings of the IEEE/ACM international conference on Automated software engineering	proceedings-article
64	10.5220/0012586200003687	2024	10.5220/0012586200003687	An Integrated Visualization Approach Combining Dynamic Data-Flow Analysis with Symbolic Execution	Proceedings of the 19th International Conference on Evaluation of Novel Approaches to Software Engineering	proceedings-article
65	10.1007/978-0-387-09639-1_10	2010	10.1007/978-0-387-09639-1_10	Nondeterministic Online Automata	The Pillars of Computation Theory	book-chapter
66	10.1007/978-3-031-63790-2_15	2024	10.1007/978-3-031-63790-2_15	Using Symbolic Execution to Transform Turbo Abstract State Machines into Basic Abstract State Machines	Lecture Notes in Computer Science	book-chapter
67	10.1145/2001420.2001425	2011	10.1145/2001420.2001425	Symbolic execution with mixed concrete-symbolic solving	Proceedings of the 2011 International Symposium on Software Testing and Analysis	proceedings-article
68	10.1109/glsv.1995.516029	None	10.1109/glsv.1995.516029	Symbolic execution of data paths	Proceedings. Fifth Great Lakes Symposium on VLSI	proceedings-article
69	10.1109/synasc.2010.78	2010	10.1109/synasc.2010.78	Path Directed Symbolic Execution in the K Framework	2010 12th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing	proceedings-article
70	10.1007/s10990-005-7008-3	2005	10.1007/s10990-005-7008-3	Derivation of Efficient Logic Programs by Specialization and Reduction of Nondeterminism	Higher-Order and Symbolic Computation	journal-article
71	10.1109/wcre.2013.6671323	2013	10.1109/wcre.2013.6671323	Specification extraction by symbolic execution	2013 20th Working Conference on Reverse Engineering (WCRE)	proceedings-article
72	10.1145/zenodo.3895271	2020	10.1145/zenodo.3895271	Replication package for: Running Symbolic Execution Forever	Artifact Digital Object Group	dataset
73	10.21203/rs.3.rs-9969464/v1	2026	10.21203/rs.3.rs-9969464/v1	XEGMAP: Adaptive Symbolic Execution for Race Condition Detection in Binary Programs		posted-content
74	10.14232/phd.4138	None	10.14232/phd.4138	Symbolic Execution for Runtime Error Detection and Investigation of Refactoring Activities Based on a New Dataset		dissertation
75	10.1007/978-3-642-04167-9_13	2009	10.1007/978-3-642-04167-9_13	Abstract Interpretation of Symbolic Execution with Explicit State Updates	Lecture Notes in Computer Science	book-chapter
76	10.1007/978-0-387-09639-1_13	2010	10.1007/978-0-387-09639-1_13	Complexity Theory	The Pillars of Computation Theory	book-chapter
77	10.1145/800136.804430	1979	10.1145/800136.804430	Deferred Execution	Proceedings of the international conference on APL: part 1  - APL '79	proceedings-article
78	10.1002/symb.698	2025	10.1002/symb.698	Making Race Visible Through Cosmetic Surgery	Symbolic Interaction	journal-article
79	10.1007/978-0-387-09639-1_8	2010	10.1007/978-0-387-09639-1_8	Enrichment Topic: “Efficient” Pairing Functions, with Applications	The Pillars of Computation Theory	book-chapter
80	10.1017/s0956796824000133	2024	10.1017/s0956796824000133	From high to low: Simulating nondeterminism and state with state	Journal of Functional Programming	journal-article
81	10.1109/synasc49474.2019.00009	2019	10.1109/synasc49474.2019.00009	On the Nature of Symbolic Execution	2019 21st International Symposium on Symbolic and Numeric Algorithms for Scientific Computing (SYNASC)	proceedings-article
82	10.1109/iwast.2012.6228982	2012	10.1109/iwast.2012.6228982	All-values symbolic execution	2012 7th International Workshop on Automation of Software Test (AST)	proceedings-article
83	10.2307/j.ctv2175gx5.4	2021	10.2307/j.ctv2175gx5.4	ACKNOWLEDGMENTS	Repossessing Shanland	book-chapter
84	10.1093/oed/9296337471	2023	10.1093/oed/9296337471	nondeterminism, n.	Oxford English Dictionary	book-chapter
85	10.62970/ijirct.v12.i3.2606009	2026	10.62970/ijirct.v12.i3.2606009	Deferred Action Scheduling for Real-Time Campaign Execution in Intrinsically Offline Android Applications	International Journal of Innovative Research and Creative Technology	journal-article
86	10.1109/icste.2010.5608866	2010	10.1109/icste.2010.5608866	ParSym: Parallel symbolic execution	2010 2nd International Conference on Software Technology and Engineering	proceedings-article
87	10.56831/psen-05-168	2024	10.56831/psen-05-168	Triadic Synergy: Leveraging Formal Methods, Symbolic Execution, and Machine Learning for Advanced Halting Analysis	PriMera Scientific Engineering	journal-article
88	10.1145/3264317	2013	10.1145/3264317	Session details: Symbolic execution	ACM SIGPLAN Notices	journal-article
89	10.1145/3611643.3616287	2023	10.1145/3611643.3616287	State Merging with Quantifiers in Symbolic Execution	Proceedings of the 31st ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering	proceedings-article
90	10.1109/fmcad.2014.6987585	2014	10.1109/fmcad.2014.6987585	Efficient symbolic execution for software testing	2014 Formal Methods in Computer-Aided Design (FMCAD)	proceedings-article
91	10.2307/j.ctv2175gx5.18	2021	10.2307/j.ctv2175gx5.18	INDEX	Repossessing Shanland	book-chapter
92	10.1007/978-0-387-09639-1_5	2010	10.1007/978-0-387-09639-1_5	Applications of the Myhill–Nerode Theorem	The Pillars of Computation Theory	book-chapter
93	10.2307/j.ctv2175gx5.16	2021	10.2307/j.ctv2175gx5.16	NOTES	Repossessing Shanland	book-chapter
94	10.1587/transinf.2018edp7298	2019	10.1587/transinf.2018edp7298	SCSE: Boosting Symbolic Execution via State Concretization	IEICE Transactions on Information and Systems	journal-article
95	10.1007/978-0-387-09639-1_4	2010	10.1007/978-0-387-09639-1_4	Finite Automata and Regular Languages	The Pillars of Computation Theory	book-chapter
96	10.1145/3368089.3409755	2020	10.1145/3368089.3409755	Making symbolic execution promising by learning aggressive state-pruning strategy	Proceedings of the 28th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering	proceedings-article
97	10.1145/3158128	2018	10.1145/3158128	Symbolic types for lenient symbolic execution	Proceedings of the ACM on Programming Languages	journal-article
98	10.1109/synasc.2009.40	2009	10.1109/synasc.2009.40	Description and Execution of Patterns for Symbolic Computations	2009 11th International Symposium on Symbolic and Numeric Algorithms for Scientific Computing	proceedings-article
99	10.1007/978-0-387-09639-1_7	2010	10.1007/978-0-387-09639-1_7	Countability and Uncountability: The Precursors of “Encoding”	The Pillars of Computation Theory	book-chapter
100	10.1109/qsic.2013.44	2013	10.1109/qsic.2013.44	Symbolic Execution of Virtual Devices	2013 13th International Conference on Quality Software	proceedings-article
