rank	source_id	year	doi	title	venue	type
1	10.23943/princeton/9780691202549.003.0006	2020	10.23943/princeton/9780691202549.003.0006	Exact Predictor Feedback for Multi-Input Systems	Delay-Adaptive Linear Control	book-chapter
2	10.1016/0097-8485(87)85001-5	1987	10.1016/0097-8485(87)85001-5	An algorithm for evaluation of the exact partition function of free internal rotation, and other quantal systems having quadratically dependent energy levels	Computers &amp; Chemistry	journal-article
3	10.2139/ssrn.3549335	2020	10.2139/ssrn.3549335	Antiduality in Exact Partition Games	SSRN Electronic Journal	journal-article
4	10.2139/ssrn.6992804	2026	10.2139/ssrn.6992804	Partition and Block: Defeating Input Reconstruction Attacks for Split Inference Models		posted-content
5	10.1155/2018/8048567	2018	10.1155/2018/8048567	An Optimal Identification of the Input-Output Disturbances in Linear Dynamic Systems by the Use of the Exact Observation of the State	Mathematical Problems in Engineering	journal-article
6	10.1016/s1097-8690(06)74015-x	2006	10.1016/s1097-8690(06)74015-x	Hybrid Cochlear Implants Guard Residual Hearing	Internal Medicine News	journal-article
7	10.1007/springerreference_9489	None	10.1007/springerreference_9489	caller identification	SpringerReference	reference-entry
8	10.1007/springerreference_9488	None	10.1007/springerreference_9488	caller ID	SpringerReference	reference-entry
9	10.31234/osf.io/ctu9z	2019	10.31234/osf.io/ctu9z	Rounded Input Variables, Exact Test Statistics (RIVETS)		posted-content
10	10.1007/springerreference_9487	None	10.1007/springerreference_9487	caller	SpringerReference	reference-entry
11	10.1007/978-0-8176-4564-9_7	None	10.1007/978-0-8176-4564-9_7	Exact input-decoupling filters	Systems &amp; Control: Foundations &amp; Applications	book-chapter
12	10.1515/9781400887255-008	2017	10.1515/9781400887255-008	Lecture 7. Breiman Theorem. Pinsker Partition. K-Systems. Exact Endomorphisms. Gibbs Measures	Topics in Ergodic Theory (PMS-44)	book-chapter
13	10.1021/acs.jctc.0c00493.s001	None	10.1021/acs.jctc.0c00493.s001	Internal Conversion and Intersystem Crossing with the Exact Factorization		component
14	10.3386/t0194	1996	10.3386/t0194	Exact Maximum Likelihood Estimation of Observation-Driven Econometric   Models		report
15	10.1016/s0953-6205(03)00157-2	2003	10.1016/s0953-6205(03)00157-2	PRELIM V: ANNOUNCEMENT : Change of the guard	European Journal of Internal Medicine	journal-article
16	10.5220/0012143600003595	2023	10.5220/0012143600003595	The Partition Problem, and How The Distribution of Input Bits Affects the Solving Process	Proceedings of the 15th International Joint Conference on Computational Intelligence	proceedings-article
17	10.3726/978-3-653-01497-6/7	None	10.3726/978-3-653-01497-6/7	IQOS (Input Quality Observation Scheme) als Beobachtungsinstrument in bilingualen Kindergärten	Bilinguales Lernen	book-chapter
18	10.1021/jp710341h.s002	None	10.1021/jp710341h.s002	How Accurate Are Approximate Methods for Evaluating Partition Functions for Hindered Internal Rotations?		component
19	10.1515/9780691203317-010	2020	10.1515/9780691203317-010	Chapter Six. Exact Predictor Feedback for Multi-Input Systems	Delay-Adaptive Linear Control	book-chapter
20	10.7717/peerj-cs.1122/fig-1	None	10.7717/peerj-cs.1122/fig-1	Figure 1: The internal hole error and external island error in partition diagram.		component
21	10.1016/j.mathsocsci.2020.04.006	2020	10.1016/j.mathsocsci.2020.04.006	Antiduality in exact partition games	Mathematical Social Sciences	journal-article
22	10.1016/s1097-8690(10)71034-9	2010	10.1016/s1097-8690(10)71034-9	NCQA Criteria for Accountable Care Organizations Aim to Guard Quality	Internal Medicine News	journal-article
23	10.2139/ssrn.4881790	2024	10.2139/ssrn.4881790	Sgv-Caller: Sars-Cov-2 Genome Variation Caller		posted-content
24	10.1016/j.automatica.2016.04.047	2016	10.1016/j.automatica.2016.04.047	Exact predictor feedbacks for multi-input LTI systems with distinct input delays	Automatica	journal-article
25	10.22541/au.167947570.08241309/v1	2023	10.22541/au.167947570.08241309/v1	Exact delay range for the stabilization of linear systems with input delays		posted-content
26	10.2307/3001771	1955	10.2307/3001771	Erratum: Short-Cut Formulas for the Exact Partition of χ 2 in Contingency Tables	Biometrics	journal-article
27	10.1515/integ.2010.025	2010	10.1515/integ.2010.025	A Note on the Exact Expected Length of the kth Part of a Random Partition	Integers	journal-article
28	10.2307/j.ctvrf8c6w.12	2020	10.2307/j.ctvrf8c6w.12	Exact Predictor Feedback for Multi-Input Systems	Delay-Adaptive Linear Control	book-chapter
29	10.33405/2078-7480/2019/2/69/177939	2019	10.33405/2078-7480/2019/2/69/177939	INTERNAL IMAGE OF THE NATIONAL GUARD OF UKRAINE: EMPIRICAL STUDY	"The scientific journal of the National Academy of National Guard ""Honor and Law"""	journal-article
30	10.1007/978-1-4471-0937-2_12	1997	10.1007/978-1-4471-0937-2_12	Modeling Software Dependability Growth under Input Partition Testing	Safe Comp 96	book-chapter
